% f (Hz),G_rec (dB),T_e_rec (K)
 900000000,  55.25,   9.85
 901000000,  55.23,   9.91
 902000000,  55.22,   9.87
 903000000,  55.21,   9.82
 904000000,  55.17,   9.82
 905000000,  55.17,   9.78
 906000000,  55.16,   9.73
 907000000,  55.14,   9.67
 908000000,  55.14,   9.61
 909000000,  55.13,   9.64
 910000000,  55.11,   9.59
 911000000,  55.10,   9.56
 912000000,  55.10,   9.55
 913000000,  55.09,   9.52
 914000000,  55.09,   9.48
 915000000,  55.08,   9.38
 916000000,  55.08,   9.53
 917000000,  55.08,   9.58
 918000000,  55.08,   9.38
 919000000,  55.09,   9.37
 920000000,  55.09,   9.32
 921000000,  55.09,   9.30
 922000000,  55.10,   9.37
 923000000,  55.10,   9.25
 924000000,  55.10,   9.23
 925000000,  55.13,   9.35
 926000000,  55.12,   9.38
 927000000,  55.14,   9.40
 928000000,  55.15,   9.37
 929000000,  55.17,   9.28
 930000000,  55.17,   9.26
 931000000,  55.19,   9.30
 932000000,  55.20,   9.29
 933000000,  55.21,   9.32
 934000000,  55.22,   9.30
 935000000,  55.23,   9.29
 936000000,  55.25,   9.27
 937000000,  55.26,   9.20
 938000000,  55.27,   9.16
 939000000,  55.28,   9.16
 940000000,  55.28,   9.07
 941000000,  55.29,   9.10
 942000000,  55.31,   9.19
 943000000,  55.31,   9.14
 944000000,  55.31,   9.11
 945000000,  55.32,   9.06
 946000000,  55.33,   9.07
 947000000,  55.33,   9.10
 948000000,  55.33,   9.01
 949000000,  55.34,   9.02
 950000000,  55.34,   9.04
 951000000,  55.33,   8.91
 952000000,  55.34,   8.75
 953000000,  55.34,   8.82
 954000000,  55.33,   8.89
 955000000,  55.32,   8.82
 956000000,  55.34,   8.79
 957000000,  55.32,   8.84
 958000000,  55.31,   8.84
 959000000,  55.30,   8.82
 960000000,  55.29,   8.80
 961000000,  55.28,   8.79
 962000000,  55.26,   8.78
 963000000,  55.26,   8.72
 964000000,  55.25,   8.61
 965000000,  55.23,   8.67
 966000000,  55.21,   8.72
 967000000,  55.19,   8.64
 968000000,  55.18,   8.69
 969000000,  55.16,   8.63
 970000000,  55.14,   8.58
 971000000,  55.13,   8.53
 972000000,  55.11,   8.57
 973000000,  55.10,   8.57
 974000000,  55.07,   8.51
 975000000,  55.07,   8.59
 976000000,  55.05,   8.59
 977000000,  55.04,   8.60
 978000000,  55.03,   8.57
 979000000,  55.00,   8.55
 980000000,  55.00,   8.55
 981000000,  54.98,   8.60
 982000000,  54.97,   8.66
 983000000,  54.96,   8.64
 984000000,  54.94,   8.65
 985000000,  54.93,   8.62
 986000000,  54.92,   8.61
 987000000,  54.90,   8.59
 988000000,  54.90,   8.54
 989000000,  54.89,   8.60
 990000000,  54.88,   8.66
 991000000,  54.87,   8.69
 992000000,  54.87,   8.75
 993000000,  54.86,   8.80
 994000000,  54.85,   8.72
 995000000,  54.84,   8.74
 996000000,  54.84,   8.79
 997000000,  54.84,   8.83
 998000000,  54.84,   8.81
 999000000,  54.84,   8.84
1000000000,  54.83,   8.92
1001000000,  54.84,   8.91
1002000000,  54.84,   9.00
1003000000,  54.85,   9.01
1004000000,  54.85,   9.03
1005000000,  54.85,   9.06
1006000000,  54.86,   8.99
1007000000,  54.86,   9.07
1008000000,  54.88,   9.02
1009000000,  54.88,   9.00
1010000000,  54.87,   9.14
1011000000,  54.90,   9.05
1012000000,  54.90,   9.05
1013000000,  54.91,   9.01
1014000000,  54.92,   9.12
1015000000,  54.92,   9.20
1016000000,  54.93,   9.14
1017000000,  54.94,   9.14
1018000000,  54.96,   9.19
1019000000,  54.96,   9.22
1020000000,  54.97,   9.23
1021000000,  54.98,   9.21
1022000000,  55.00,   9.17
1023000000,  55.01,   9.12
1024000000,  55.02,   9.03
1025000000,  55.03,   9.12
1026000000,  55.04,   9.18
1027000000,  55.05,   9.23
1028000000,  55.06,   9.19
1029000000,  55.07,   9.14
1030000000,  55.08,   9.06
1031000000,  55.09,   9.06
1032000000,  55.11,   9.13
1033000000,  55.10,   9.19
1034000000,  55.10,   9.16
1035000000,  55.12,   9.12
1036000000,  55.12,   9.18
1037000000,  55.12,   9.15
1038000000,  55.14,   9.04
1039000000,  55.13,   9.12
1040000000,  55.15,   9.19
1041000000,  55.15,   9.14
1042000000,  55.15,   9.09
1043000000,  55.15,   9.04
1044000000,  55.15,   9.07
1045000000,  55.16,   9.04
1046000000,  55.16,   9.12
1047000000,  55.16,   9.18
1048000000,  55.16,   9.09
1049000000,  55.15,   9.01
1050000000,  55.14,   9.05
1051000000,  55.14,   9.02
1052000000,  55.13,   9.12
1053000000,  55.14,   9.01
1054000000,  55.12,   9.01
1055000000,  55.13,   9.12
1056000000,  55.11,   9.09
1057000000,  55.12,   9.06
1058000000,  55.12,   9.14
1059000000,  55.11,   9.11
1060000000,  55.10,   9.00
1061000000,  55.10,   9.02
1062000000,  55.10,   9.05
1063000000,  55.10,   9.12
1064000000,  55.09,   9.14
1065000000,  55.09,   9.18
1066000000,  55.08,   9.28
1067000000,  55.08,   9.11
1068000000,  55.07,   9.17
1069000000,  55.06,   9.19
1070000000,  55.06,   9.19
1071000000,  55.05,   9.18
1072000000,  55.03,   9.13
1073000000,  55.02,   9.16
1074000000,  55.01,   9.25
1075000000,  55.01,   9.12
1076000000,  54.99,   9.24
1077000000,  54.99,   9.18
1078000000,  54.99,   9.27
1079000000,  54.99,   9.24
1080000000,  54.97,   9.29
1081000000,  54.97,   9.41
1082000000,  54.96,   9.25
1083000000,  54.96,   9.28
1084000000,  54.96,   9.42
1085000000,  54.95,   9.40
1086000000,  54.96,   9.27
1087000000,  54.94,   9.24
1088000000,  54.95,   9.30
1089000000,  54.95,   9.38
1090000000,  54.95,   9.38
1091000000,  54.95,   9.38
1092000000,  54.95,   9.49
1093000000,  54.94,   9.43
1094000000,  54.96,   9.36
1095000000,  54.96,   9.53
1096000000,  54.96,   9.55
1097000000,  54.97,   9.44
1098000000,  54.98,   9.39
1099000000,  54.98,   9.41
1100000000,  54.99,   9.57
1101000000,  54.99,   9.59
1102000000,  55.01,   9.68
1103000000,  55.01,   9.54
1104000000,  55.03,   9.63
1105000000,  55.02,   9.60
1106000000,  55.04,   9.53
1107000000,  55.05,   9.58
1108000000,  55.07,   9.47
1109000000,  55.09,   9.57
1110000000,  55.10,   9.41
1111000000,  55.12,   9.62
1112000000,  55.13,   9.69
1113000000,  55.15,   9.58
1114000000,  55.15,   9.52
1115000000,  55.17,   9.60
1116000000,  55.19,   9.53
1117000000,  55.21,   9.57
1118000000,  55.22,   9.49
1119000000,  55.23,   9.57
1120000000,  55.26,   9.53
1121000000,  55.28,   9.49
1122000000,  55.29,   9.52
1123000000,  55.32,   9.50
1124000000,  55.33,   9.56
1125000000,  55.35,   9.64
1126000000,  55.38,   9.46
1127000000,  55.39,   9.51
1128000000,  55.42,   9.54
1129000000,  55.44,   9.52
1130000000,  55.45,   9.44
1131000000,  55.47,   9.42
1132000000,  55.49,   9.37
1133000000,  55.52,   9.47
1134000000,  55.53,   9.40
1135000000,  55.56,   9.29
1136000000,  55.56,   9.33
1137000000,  55.58,   9.38
1138000000,  55.60,   9.28
1139000000,  55.61,   9.34
1140000000,  55.62,   9.20
1141000000,  55.64,   9.33
1142000000,  55.66,   9.32
1143000000,  55.68,   9.19
1144000000,  55.69,   9.16
1145000000,  55.71,   9.26
1146000000,  55.72,   9.13
1147000000,  55.72,   9.11
1148000000,  55.74,   9.29
1149000000,  55.74,   9.15
1150000000,  55.76,   9.27
1151000000,  55.76,   9.07
1152000000,  55.77,   9.13
1153000000,  55.77,   9.15
1154000000,  55.80,   9.14
1155000000,  55.80,   8.98
1156000000,  55.81,   9.11
1157000000,  55.81,   9.11
1158000000,  55.82,   9.10
1159000000,  55.83,   9.00
1160000000,  55.83,   9.13
1161000000,  55.83,   9.08
1162000000,  55.84,   9.07
1163000000,  55.85,   9.10
1164000000,  55.84,   8.92
1165000000,  55.84,   9.00
1166000000,  55.83,   8.97
1167000000,  55.84,   8.94
1168000000,  55.83,   8.95
1169000000,  55.83,   8.98
1170000000,  55.83,   8.86
1171000000,  55.84,   9.02
1172000000,  55.83,   9.04
1173000000,  55.83,   8.96
1174000000,  55.82,   8.91
1175000000,  55.81,   9.10
1176000000,  55.80,   9.01
1177000000,  55.78,   8.98
1178000000,  55.77,   9.11
1179000000,  55.77,   9.07
1180000000,  55.75,   9.13
1181000000,  55.76,   9.17
1182000000,  55.74,   9.18
1183000000,  55.75,   9.13
1184000000,  55.73,   9.03
1185000000,  55.72,   9.26
1186000000,  55.73,   9.07
1187000000,  55.70,   9.16
1188000000,  55.70,   9.23
1189000000,  55.70,   9.14
1190000000,  55.69,   9.33
1191000000,  55.68,   9.19
1192000000,  55.69,   9.16
1193000000,  55.67,   9.21
1194000000,  55.67,   9.19
1195000000,  55.66,   9.21
1196000000,  55.66,   9.35
1197000000,  55.65,   9.23
1198000000,  55.65,   9.24
1199000000,  55.66,   9.46
1200000000,  55.63,   9.38
1201000000,  55.64,   9.46
1202000000,  55.64,   9.27
1203000000,  55.64,   9.45
1204000000,  55.63,   9.33
1205000000,  55.64,   9.45
1206000000,  55.64,   9.47
1207000000,  55.63,   9.50
1208000000,  55.62,   9.33
1209000000,  55.63,   9.35
1210000000,  55.63,   9.40
1211000000,  55.64,   9.35
1212000000,  55.65,   9.45
1213000000,  55.64,   9.53
1214000000,  55.64,   9.57
1215000000,  55.65,   9.55
1216000000,  55.65,   9.45
1217000000,  55.65,   9.55
1218000000,  55.66,   9.56
1219000000,  55.67,   9.44
1220000000,  55.69,   9.57
1221000000,  55.69,   9.58
1222000000,  55.70,   9.48
1223000000,  55.71,   9.46
1224000000,  55.72,   9.51
1225000000,  55.74,   9.44
1226000000,  55.76,   9.46
1227000000,  55.77,   9.62
1228000000,  55.77,   9.50
1229000000,  55.78,   9.53
1230000000,  55.79,   9.61
1231000000,  55.80,   9.69
1232000000,  55.80,   9.58
1233000000,  55.82,   9.63
1234000000,  55.83,   9.59
1235000000,  55.84,   9.75
1236000000,  55.86,   9.65
1237000000,  55.87,   9.73
1238000000,  55.89,   9.72
1239000000,  55.91,   9.76
1240000000,  55.93,   9.69
1241000000,  55.96,   9.71
1242000000,  55.98,   9.76
1243000000,  56.00,   9.48
1244000000,  56.01,   9.61
1245000000,  56.03,   9.64
1246000000,  56.07,   9.66
1247000000,  56.09,   9.53
1248000000,  56.12,   9.65
1249000000,  56.15,   9.64
1250000000,  56.16,   9.68
1251000000,  56.19,   9.58
1252000000,  56.21,   9.57
1253000000,  56.24,   9.59
1254000000,  56.25,   9.61
