% f (Hz),G_rec (dB),T_e_rec (K)
 972000000,  56.72,   7.79
 973000000,  56.71,   7.80
 974000000,  56.69,   7.74
 975000000,  56.69,   7.72
 976000000,  56.67,   7.79
 977000000,  56.66,   7.82
 978000000,  56.65,   7.77
 979000000,  56.64,   7.71
 980000000,  56.63,   7.77
 981000000,  56.62,   7.75
 982000000,  56.61,   7.78
 983000000,  56.61,   7.82
 984000000,  56.59,   7.76
 985000000,  56.59,   7.83
 986000000,  56.58,   7.85
 987000000,  56.58,   7.82
 988000000,  56.57,   7.88
 989000000,  56.57,   7.92
 990000000,  56.56,   7.91
 991000000,  56.56,   7.87
 992000000,  56.55,   7.90
 993000000,  56.54,   7.99
 994000000,  56.54,   7.90
 995000000,  56.53,   7.89
 996000000,  56.53,   7.85
 997000000,  56.54,   7.86
 998000000,  56.54,   7.92
 999000000,  56.54,   8.05
1000000000,  56.54,   8.02
1001000000,  56.55,   7.96
1002000000,  56.55,   8.02
1003000000,  56.56,   8.01
1004000000,  56.56,   8.03
1005000000,  56.56,   8.08
1006000000,  56.58,   8.06
1007000000,  56.58,   8.03
1008000000,  56.60,   8.08
1009000000,  56.60,   8.15
1010000000,  56.59,   8.14
1011000000,  56.62,   8.12
1012000000,  56.62,   8.26
1013000000,  56.63,   8.29
1014000000,  56.64,   8.11
1015000000,  56.64,   8.09
1016000000,  56.64,   8.25
1017000000,  56.65,   8.25
1018000000,  56.66,   8.22
1019000000,  56.66,   8.27
1020000000,  56.67,   8.33
1021000000,  56.68,   8.28
1022000000,  56.68,   8.23
1023000000,  56.69,   8.27
1024000000,  56.69,   8.19
1025000000,  56.70,   8.18
1026000000,  56.71,   8.33
1027000000,  56.72,   8.27
1028000000,  56.72,   8.16
1029000000,  56.72,   8.25
1030000000,  56.74,   8.38
1031000000,  56.74,   8.28
1032000000,  56.76,   8.22
1033000000,  56.76,   8.30
1034000000,  56.76,   8.19
1035000000,  56.78,   8.22
1036000000,  56.78,   8.24
1037000000,  56.79,   8.17
1038000000,  56.81,   8.14
1039000000,  56.80,   8.26
1040000000,  56.81,   8.30
1041000000,  56.81,   8.14
1042000000,  56.81,   8.11
1043000000,  56.80,   8.24
1044000000,  56.79,   8.24
1045000000,  56.79,   8.15
1046000000,  56.78,   8.10
1047000000,  56.78,   8.17
1048000000,  56.78,   8.21
1049000000,  56.77,   8.11
1050000000,  56.75,   8.04
1051000000,  56.75,   8.06
1052000000,  56.74,   8.13
1053000000,  56.74,   8.21
1054000000,  56.73,   8.15
1055000000,  56.73,   8.17
1056000000,  56.72,   8.16
1057000000,  56.72,   8.03
1058000000,  56.71,   8.19
1059000000,  56.70,   8.23
1060000000,  56.69,   8.16
1061000000,  56.69,   8.14
1062000000,  56.68,   8.22
1063000000,  56.67,   8.11
1064000000,  56.67,   8.20
1065000000,  56.67,   8.25
1066000000,  56.65,   8.12
1067000000,  56.66,   8.12
1068000000,  56.66,   8.22
1069000000,  56.65,   8.11
1070000000,  56.64,   8.15
1071000000,  56.63,   8.15
1072000000,  56.63,   8.19
1073000000,  56.62,   8.24
1074000000,  56.61,   8.20
1075000000,  56.62,   8.19
1076000000,  56.60,   8.13
1077000000,  56.60,   8.09
1078000000,  56.60,   8.26
1079000000,  56.60,   8.11
1080000000,  56.59,   7.99
1081000000,  56.60,   8.09
1082000000,  56.60,   8.28
1083000000,  56.60,   8.29
1084000000,  56.59,   8.08
1085000000,  56.59,   8.18
1086000000,  56.60,   8.25
1087000000,  56.59,   8.33
1088000000,  56.61,   8.28
1089000000,  56.61,   8.28
1090000000,  56.62,   8.18
1091000000,  56.62,   8.18
1092000000,  56.63,   8.25
1093000000,  56.62,   8.24
1094000000,  56.64,   8.23
1095000000,  56.64,   8.35
1096000000,  56.64,   8.25
1097000000,  56.66,   8.23
1098000000,  56.66,   8.25
1099000000,  56.66,   8.18
1100000000,  56.67,   8.15
1101000000,  56.68,   8.38
1102000000,  56.69,   8.50
1103000000,  56.69,   8.39
1104000000,  56.71,   8.31
1105000000,  56.71,   8.32
1106000000,  56.72,   8.29
1107000000,  56.73,   8.33
1108000000,  56.74,   8.23
1109000000,  56.75,   8.32
1110000000,  56.77,   8.31
1111000000,  56.78,   8.30
1112000000,  56.79,   8.39
1113000000,  56.80,   8.41
1114000000,  56.80,   8.27
1115000000,  56.82,   8.36
1116000000,  56.84,   8.29
1117000000,  56.85,   8.31
1118000000,  56.86,   8.42
1119000000,  56.87,   8.46
1120000000,  56.89,   8.37
1121000000,  56.90,   8.33
1122000000,  56.92,   8.37
1123000000,  56.93,   8.33
1124000000,  56.94,   8.47
1125000000,  56.97,   8.41
1126000000,  56.98,   8.43
1127000000,  56.99,   8.39
1128000000,  57.01,   8.36
1129000000,  57.02,   8.19
1130000000,  57.02,   8.15
1131000000,  57.04,   8.41
1132000000,  57.06,   8.38
1133000000,  57.07,   8.46
1134000000,  57.07,   8.46
1135000000,  57.09,   8.35
1136000000,  57.09,   8.34
1137000000,  57.10,   8.40
1138000000,  57.12,   8.39
1139000000,  57.12,   8.42
1140000000,  57.13,   8.40
1141000000,  57.14,   8.37
1142000000,  57.14,   8.34
1143000000,  57.16,   8.32
1144000000,  57.16,   8.29
1145000000,  57.17,   8.26
1146000000,  57.17,   8.22
1147000000,  57.17,   8.27
1148000000,  57.17,   8.15
1149000000,  57.18,   8.25
1150000000,  57.18,   8.27
1151000000,  57.18,   8.33
1152000000,  57.18,   8.32
1153000000,  57.18,   8.24
1154000000,  57.19,   8.25
1155000000,  57.18,   8.37
1156000000,  57.19,   8.38
1157000000,  57.19,   8.32
1158000000,  57.19,   8.25
1159000000,  57.18,   8.29
1160000000,  57.18,   8.12
1161000000,  57.17,   8.21
1162000000,  57.17,   8.14
1163000000,  57.17,   8.32
1164000000,  57.16,   8.21
1165000000,  57.16,   8.36
1166000000,  57.14,   8.14
1167000000,  57.14,   8.14
1168000000,  57.13,   8.14
1169000000,  57.11,   8.20
1170000000,  57.11,   8.27
1171000000,  57.12,   8.28
1172000000,  57.11,   8.31
1173000000,  57.10,   8.24
1174000000,  57.09,   8.23
1175000000,  57.08,   8.28
1176000000,  57.08,   8.33
1177000000,  57.07,   8.19
1178000000,  57.07,   8.13
1179000000,  57.06,   8.35
1180000000,  57.05,   8.44
1181000000,  57.04,   8.17
1182000000,  57.03,   8.21
1183000000,  57.03,   8.42
1184000000,  57.02,   8.32
1185000000,  57.01,   8.28
1186000000,  57.01,   8.29
1187000000,  56.98,   8.33
1188000000,  56.97,   8.44
1189000000,  56.97,   8.36
1190000000,  56.97,   8.41
1191000000,  56.96,   8.42
1192000000,  56.96,   8.51
1193000000,  56.95,   8.49
1194000000,  56.95,   8.46
1195000000,  56.95,   8.47
1196000000,  56.95,   8.50
1197000000,  56.93,   8.50
1198000000,  56.93,   8.36
1199000000,  56.94,   8.41
1200000000,  56.92,   8.45
1201000000,  56.93,   8.44
1202000000,  56.93,   8.51
1203000000,  56.93,   8.42
1204000000,  56.93,   8.50
1205000000,  56.93,   8.62
1206000000,  56.93,   8.44
1207000000,  56.92,   8.37
1208000000,  56.92,   8.46
1209000000,  56.92,   8.51
1210000000,  56.92,   8.50
1211000000,  56.93,   8.60
1212000000,  56.94,   8.50
1213000000,  56.93,   8.35
1214000000,  56.93,   8.52
1215000000,  56.93,   8.57
1216000000,  56.94,   8.42
1217000000,  56.94,   8.46
1218000000,  56.95,   8.65
1219000000,  56.97,   8.60
1220000000,  56.99,   8.52
1221000000,  56.99,   8.55
1222000000,  57.00,   8.60
1223000000,  57.00,   8.68
1224000000,  57.01,   8.75
1225000000,  57.02,   8.60
1226000000,  57.03,   8.63
1227000000,  57.04,   8.64
1228000000,  57.04,   8.40
1229000000,  57.05,   8.62
1230000000,  57.07,   8.72
1231000000,  57.08,   8.72
1232000000,  57.08,   8.70
1233000000,  57.11,   8.69
1234000000,  57.12,   8.77
1235000000,  57.13,   8.59
1236000000,  57.14,   8.68
1237000000,  57.16,   8.84
1238000000,  57.17,   8.75
1239000000,  57.19,   8.85
1240000000,  57.20,   8.70
1241000000,  57.22,   8.83
1242000000,  57.23,   8.82
1243000000,  57.24,   8.75
1244000000,  57.25,   8.80
1245000000,  57.26,   8.75
1246000000,  57.28,   8.74
1247000000,  57.29,   8.74
1248000000,  57.31,   8.72
1249000000,  57.33,   8.83
1250000000,  57.33,   8.86
1251000000,  57.34,   8.78
1252000000,  57.35,   8.80
1253000000,  57.36,   8.66
1254000000,  57.37,   8.82
1255000000,  57.39,   8.70
1256000000,  57.41,   8.71
1257000000,  57.40,   8.67
1258000000,  57.42,   8.71
1259000000,  57.43,   8.59
1260000000,  57.44,   8.62
1261000000,  57.46,   8.67
1262000000,  57.46,   8.57
1263000000,  57.48,   8.55
1264000000,  57.49,   8.54
1265000000,  57.51,   8.47
1266000000,  57.52,   8.60
1267000000,  57.52,   8.56
1268000000,  57.54,   8.54
1269000000,  57.55,   8.45
1270000000,  57.55,   8.42
1271000000,  57.57,   8.40
1272000000,  57.57,   8.42
1273000000,  57.57,   8.36
1274000000,  57.59,   8.47
1275000000,  57.60,   8.36
1276000000,  57.60,   8.40
1277000000,  57.60,   8.29
1278000000,  57.61,   8.26
1279000000,  57.61,   8.39
1280000000,  57.61,   8.33
1281000000,  57.62,   8.39
1282000000,  57.62,   8.20
1283000000,  57.61,   8.17
1284000000,  57.62,   8.27
1285000000,  57.62,   8.06
1286000000,  57.62,   8.15
1287000000,  57.62,   8.18
1288000000,  57.63,   8.09
1289000000,  57.63,   8.07
1290000000,  57.62,   8.08
1291000000,  57.63,   8.16
1292000000,  57.63,   8.00
1293000000,  57.61,   8.15
1294000000,  57.62,   7.77
1295000000,  57.62,   7.97
1296000000,  57.60,   7.84
1297000000,  57.60,   7.91
1298000000,  57.60,   7.93
1299000000,  57.59,   7.87
1300000000,  57.60,   7.80
1301000000,  57.58,   7.83
1302000000,  57.58,   7.85
1303000000,  57.57,   7.80
1304000000,  57.56,   7.80
1305000000,  57.56,   7.74
1306000000,  57.54,   7.79
1307000000,  57.54,   7.70
1308000000,  57.53,   7.73
1309000000,  57.52,   7.83
1310000000,  57.53,   7.57
1311000000,  57.51,   7.78
1312000000,  57.51,   7.75
1313000000,  57.51,   7.65
1314000000,  57.49,   7.59
1315000000,  57.49,   7.63
1316000000,  57.48,   7.67
1317000000,  57.47,   7.57
1318000000,  57.47,   7.73
1319000000,  57.47,   7.68
1320000000,  57.45,   7.77
1321000000,  57.44,   7.64
1322000000,  57.43,   7.70
1323000000,  57.43,   7.71
1324000000,  57.42,   7.83
1325000000,  57.40,   7.85
1326000000,  57.40,   7.66
1327000000,  57.39,   7.72
1328000000,  57.39,   7.66
1329000000,  57.38,   7.68
1330000000,  57.37,   7.81
1331000000,  57.37,   7.95
1332000000,  57.37,   7.77
1333000000,  57.36,   7.66
1334000000,  57.36,   7.94
1335000000,  57.36,   7.77
1336000000,  57.35,   7.89
1337000000,  57.35,   7.87
1338000000,  57.35,   7.87
1339000000,  57.35,   8.02
1340000000,  57.35,   7.97
1341000000,  57.35,   7.92
1342000000,  57.36,   7.95
1343000000,  57.35,   8.02
1344000000,  57.35,   7.90
1345000000,  57.35,   7.94
1346000000,  57.35,   8.07
1347000000,  57.35,   8.00
1348000000,  57.35,   8.06
1349000000,  57.36,   8.24
1350000000,  57.35,   8.18
1351000000,  57.36,   8.27
1352000000,  57.36,   8.34
1353000000,  57.36,   8.32
1354000000,  57.36,   8.36
1355000000,  57.36,   8.32
1356000000,  57.36,   8.38
1357000000,  57.38,   8.50
1358000000,  57.37,   8.38
1359000000,  57.37,   8.47
1360000000,  57.38,   8.54
1361000000,  57.39,   8.21
1362000000,  57.39,   8.35
1363000000,  57.40,   8.46
1364000000,  57.40,   8.42
1365000000,  57.41,   8.38
1366000000,  57.42,   8.44
1367000000,  57.43,   8.33
1368000000,  57.43,   8.34
1369000000,  57.44,   8.42
1370000000,  57.45,   8.37
1371000000,  57.46,   8.32
1372000000,  57.46,   8.40
1373000000,  57.47,   8.19
1374000000,  57.48,   8.43
1375000000,  57.49,   8.37
1376000000,  57.48,   8.42
1377000000,  57.50,   8.46
1378000000,  57.51,   8.47
1379000000,  57.51,   8.39
1380000000,  57.52,   8.45
1381000000,  57.54,   8.49
1382000000,  57.54,   8.49
1383000000,  57.55,   8.40
1384000000,  57.56,   8.56
1385000000,  57.57,   8.52
1386000000,  57.58,   8.51
1387000000,  57.57,   8.49
1388000000,  57.58,   8.69
1389000000,  57.58,   8.54
1390000000,  57.57,   8.70
1391000000,  57.59,   8.74
1392000000,  57.58,   8.84
1393000000,  57.58,   8.75
1394000000,  57.59,   8.73
1395000000,  57.59,   8.94
1396000000,  57.59,   9.04
1397000000,  57.58,   9.09
1398000000,  57.58,   9.13
1399000000,  57.58,   9.32
1400000000,  57.58,   9.42
1401000000,  57.59,   9.60
1402000000,  57.58,   9.80
1403000000,  57.56,   9.96
1404000000,  57.57,  10.12
1405000000,  57.56,  10.25
1406000000,  57.55,  10.42
1407000000,  57.55,  10.76
1408000000,  57.55,  11.07
1409000000,  57.54,  11.18
1410000000,  57.53,  11.52
1411000000,  57.52,  11.79
1412000000,  57.53,  12.03
1413000000,  57.51,  12.32
1414000000,  57.52,  12.44
1415000000,  57.51,  12.54
1416000000,  57.51,  12.58
1417000000,  57.51,  12.32
1418000000,  57.52,  12.05
1419000000,  57.53,  11.97
1420000000,  57.53,  11.58
1421000000,  57.55,  11.44
1422000000,  57.55,  11.25
1423000000,  57.56,  10.82
1424000000,  57.57,  10.80
1425000000,  57.57,  10.70
1426000000,  57.58,  10.49
1427000000,  57.58,  10.47
1428000000,  57.57,  10.45
1429000000,  57.57,  10.35
1430000000,  57.58,  10.31
1431000000,  57.58,  10.29
1432000000,  57.57,  10.42
1433000000,  57.57,  10.37
1434000000,  57.57,  10.31
1435000000,  57.56,  10.20
1436000000,  57.55,  10.26
1437000000,  57.55,  10.35
1438000000,  57.55,  10.32
1439000000,  57.54,  10.49
1440000000,  57.54,  10.39
1441000000,  57.54,  10.32
1442000000,  57.53,  10.32
1443000000,  57.52,  10.39
1444000000,  57.53,  10.40
1445000000,  57.52,  10.59
1446000000,  57.52,  10.44
1447000000,  57.52,  10.45
1448000000,  57.52,  10.24
1449000000,  57.53,  10.25
1450000000,  57.52,  10.19
1451000000,  57.52,  10.08
1452000000,  57.52,   9.96
1453000000,  57.51,  10.08
1454000000,  57.52,  10.00
1455000000,  57.53,   9.95
1456000000,  57.53,   9.85
1457000000,  57.53,   9.75
1458000000,  57.52,   9.86
1459000000,  57.53,   9.67
1460000000,  57.53,   9.65
1461000000,  57.54,   9.76
1462000000,  57.54,   9.74
1463000000,  57.54,   9.49
1464000000,  57.53,   9.59
1465000000,  57.54,   9.71
1466000000,  57.53,   9.64
1467000000,  57.54,   9.66
1468000000,  57.54,   9.59
1469000000,  57.54,   9.55
1470000000,  57.54,   9.59
1471000000,  57.54,   9.65
1472000000,  57.55,   9.74
1473000000,  57.55,   9.71
1474000000,  57.55,   9.60
1475000000,  57.55,   9.71
1476000000,  57.55,   9.77
1477000000,  57.56,   9.71
1478000000,  57.55,   9.76
1479000000,  57.56,   9.76
1480000000,  57.57,   9.84
1481000000,  57.58,   9.71
1482000000,  57.59,   9.72
1483000000,  57.60,   9.78
1484000000,  57.59,   9.78
1485000000,  57.59,   9.60
1486000000,  57.61,   9.67
1487000000,  57.61,   9.75
1488000000,  57.63,   9.68
1489000000,  57.61,   9.74
1490000000,  57.62,   9.72
1491000000,  57.64,   9.69
1492000000,  57.63,   9.65
1493000000,  57.65,   9.76
1494000000,  57.65,   9.67
1495000000,  57.66,   9.62
1496000000,  57.67,   9.62
1497000000,  57.67,   9.65
1498000000,  57.68,   9.65
1499000000,  57.69,   9.59
1500000000,  57.69,   9.50
1501000000,  57.70,   9.54
1502000000,  57.71,   9.71
1503000000,  57.72,   9.56
1504000000,  57.72,   9.47
1505000000,  57.73,   9.47
1506000000,  57.73,   9.47
1507000000,  57.75,   9.41
1508000000,  57.76,   9.43
1509000000,  57.75,   9.53
1510000000,  57.76,   9.51
1511000000,  57.77,   9.46
1512000000,  57.79,   9.45
1513000000,  57.79,   9.38
1514000000,  57.79,   9.30
1515000000,  57.80,   9.33
1516000000,  57.81,   9.33
1517000000,  57.82,   9.33
1518000000,  57.82,   9.28
1519000000,  57.83,   9.30
1520000000,  57.84,   9.36
1521000000,  57.84,   9.23
1522000000,  57.84,   9.23
1523000000,  57.86,   9.38
1524000000,  57.86,   9.37
1525000000,  57.86,   9.16
1526000000,  57.87,   9.25
1527000000,  57.87,   9.41
1528000000,  57.88,   9.19
1529000000,  57.88,   9.28
1530000000,  57.88,   9.33
1531000000,  57.89,   9.23
1532000000,  57.89,   9.15
1533000000,  57.88,   9.08
1534000000,  57.89,   9.15
1535000000,  57.90,   9.00
1536000000,  57.89,   8.94
1537000000,  57.89,   8.98
1538000000,  57.89,   9.10
1539000000,  57.89,   9.00
1540000000,  57.89,   8.96
1541000000,  57.89,   8.99
1542000000,  57.90,   8.90
1543000000,  57.89,   8.85
1544000000,  57.89,   8.81
1545000000,  57.88,   8.80
1546000000,  57.89,   8.84
1547000000,  57.89,   8.73
1548000000,  57.88,   8.71
1549000000,  57.88,   8.70
1550000000,  57.89,   8.69
1551000000,  57.88,   8.64
1552000000,  57.87,   8.70
1553000000,  57.87,   8.77
1554000000,  57.87,   8.72
1555000000,  57.87,   8.63
1556000000,  57.87,   8.56
1557000000,  57.87,   8.64
1558000000,  57.86,   8.61
1559000000,  57.86,   8.64
1560000000,  57.86,   8.88
1561000000,  57.85,   8.73
1562000000,  57.84,   8.68
1563000000,  57.84,   8.56
1564000000,  57.83,   8.62
1565000000,  57.83,   8.66
1566000000,  57.82,   8.52
1567000000,  57.80,   8.63
1568000000,  57.81,   8.75
1569000000,  57.82,   8.74
1570000000,  57.80,   8.70
1571000000,  57.79,   8.73
1572000000,  57.79,   8.64
1573000000,  57.79,   8.61
1574000000,  57.78,   8.72
1575000000,  57.77,   8.75
1576000000,  57.77,   8.62
1577000000,  57.76,   8.66
1578000000,  57.75,   8.77
1579000000,  57.75,   8.84
1580000000,  57.74,   8.80
1581000000,  57.74,   8.80
1582000000,  57.73,   8.80
1583000000,  57.72,   8.76
1584000000,  57.72,   8.81
1585000000,  57.72,   8.83
1586000000,  57.71,   8.79
1587000000,  57.71,   8.89
1588000000,  57.70,   8.85
1589000000,  57.69,   8.78
1590000000,  57.69,   8.85
1591000000,  57.69,   8.90
1592000000,  57.68,   8.83
1593000000,  57.67,   8.88
1594000000,  57.67,   8.83
1595000000,  57.67,   8.83
1596000000,  57.66,   8.87
1597000000,  57.65,   8.86
1598000000,  57.65,   8.90
1599000000,  57.63,   8.95
1600000000,  57.65,   8.98
1601000000,  57.63,   8.85
1602000000,  57.62,   8.86
1603000000,  57.61,   9.03
1604000000,  57.61,   9.09
1605000000,  57.60,   8.95
1606000000,  57.59,   8.90
1607000000,  57.59,   9.03
1608000000,  57.58,   8.95
1609000000,  57.58,   8.95
1610000000,  57.56,   8.98
1611000000,  57.57,   9.01
1612000000,  57.56,   8.96
1613000000,  57.55,   8.91
1614000000,  57.56,   8.99
1615000000,  57.55,   9.11
1616000000,  57.54,   9.13
1617000000,  57.54,   9.06
1618000000,  57.54,   9.03
1619000000,  57.54,   8.98
1620000000,  57.53,   9.03
1621000000,  57.52,   9.04
1622000000,  57.53,   9.03
1623000000,  57.53,   9.03
1624000000,  57.52,   9.03
1625000000,  57.53,   9.00
1626000000,  57.52,   8.96
1627000000,  57.52,   8.99
1628000000,  57.52,   9.01
1629000000,  57.51,   8.91
1630000000,  57.52,   8.80
1631000000,  57.53,   8.74
1632000000,  57.52,   8.80
1633000000,  57.53,   8.81
1634000000,  57.52,   8.88
1635000000,  57.52,   8.86
1636000000,  57.53,   8.66
1637000000,  57.53,   8.56
1638000000,  57.52,   8.63
1639000000,  57.52,   8.70
1640000000,  57.52,   8.73
1641000000,  57.53,   8.71
1642000000,  57.51,   8.65
1643000000,  57.50,   8.59
1644000000,  57.49,   8.58
1645000000,  57.46,   8.69
1646000000,  57.49,   8.67
1647000000,  57.47,   8.58
1648000000,  57.47,   8.49
1649000000,  57.46,   8.50
1650000000,  57.47,   8.62
1651000000,  57.46,   8.56
1652000000,  57.46,   8.47
1653000000,  57.46,   8.46
1654000000,  57.46,   8.49
1655000000,  57.46,   8.44
1656000000,  57.45,   8.54
1657000000,  57.46,   8.70
1658000000,  57.46,   8.61
1659000000,  57.47,   8.46
1660000000,  57.46,   8.55
1661000000,  57.47,   8.68
1662000000,  57.47,   8.66
1663000000,  57.49,   8.70
1664000000,  57.47,   8.64
1665000000,  57.50,   8.72
1666000000,  57.49,   8.89
1667000000,  57.50,   8.82
1668000000,  57.51,   8.90
1669000000,  57.51,   9.01
1670000000,  57.51,   9.03
