#RxL_SN4008_calculated_noise_H_chan
# f (Hz),T_e_cal (K)
 900000000,  22.63
 901000000,  22.53
 902000000,  22.51
 903000000,  22.45
 904000000,  22.32
 905000000,  22.30
 906000000,  22.35
 907000000,  22.38
 908000000,  22.37
 909000000,  22.45
 910000000,  22.38
 911000000,  22.21
 912000000,  22.32
 913000000,  22.32
 914000000,  22.11
 915000000,  22.10
 916000000,  22.20
 917000000,  22.22
 918000000,  22.18
 919000000,  22.25
 920000000,  22.28
 921000000,  22.20
 922000000,  22.16
 923000000,  22.26
 924000000,  22.33
 925000000,  22.31
 926000000,  22.33
 927000000,  22.40
 928000000,  22.36
 929000000,  22.39
 930000000,  22.32
 931000000,  22.26
 932000000,  22.35
 933000000,  22.28
 934000000,  22.34
 935000000,  22.36
 936000000,  22.26
 937000000,  22.35
 938000000,  22.49
 939000000,  22.61
 940000000,  22.73
 941000000,  22.71
 942000000,  22.72
 943000000,  22.83
 944000000,  22.93
 945000000,  23.01
 946000000,  23.14
 947000000,  23.14
 948000000,  23.04
 949000000,  23.21
 950000000,  23.28
 951000000,  23.38
 952000000,  23.31
 953000000,  23.31
 954000000,  23.51
 955000000,  23.52
 956000000,  23.57
 957000000,  23.66
 958000000,  23.63
 959000000,  23.47
 960000000,  23.40
 961000000,  23.44
 962000000,  23.50
 963000000,  23.51
 964000000,  23.55
 965000000,  23.40
 966000000,  23.46
 967000000,  23.67
 968000000,  23.48
 969000000,  23.39
 970000000,  23.43
 971000000,  23.31
 972000000,  23.25
 973000000,  23.32
 974000000,  23.21
 975000000,  23.09
 976000000,  23.06
 977000000,  23.04
 978000000,  22.97
 979000000,  22.94
 980000000,  23.00
 981000000,  23.02
 982000000,  22.83
 983000000,  22.68
 984000000,  22.76
 985000000,  22.78
 986000000,  22.86
 987000000,  22.80
 988000000,  22.70
 989000000,  22.70
 990000000,  22.63
 991000000,  22.48
 992000000,  22.40
 993000000,  22.49
 994000000,  22.46
 995000000,  22.42
 996000000,  22.48
 997000000,  22.32
 998000000,  22.24
 999000000,  22.32
1000000000,  22.46
1001000000,  22.32
1002000000,  22.11
1003000000,  22.26
1004000000,  22.32
1005000000,  22.08
1006000000,  22.07
1007000000,  22.20
1008000000,  22.15
1009000000,  22.17
1010000000,  22.06
1011000000,  22.07
1012000000,  22.10
1013000000,  22.20
1014000000,  22.10
1015000000,  21.92
1016000000,  22.04
1017000000,  22.10
1018000000,  21.99
1019000000,  21.93
1020000000,  21.96
1021000000,  21.96
1022000000,  22.15
1023000000,  22.03
1024000000,  22.01
1025000000,  22.02
1026000000,  21.99
1027000000,  22.01
1028000000,  22.12
1029000000,  21.95
1030000000,  21.90
1031000000,  22.05
1032000000,  21.98
1033000000,  21.97
1034000000,  22.04
1035000000,  22.09
1036000000,  22.01
1037000000,  22.08
1038000000,  21.96
1039000000,  22.00
1040000000,  22.07
1041000000,  21.97
1042000000,  22.04
1043000000,  22.01
1044000000,  22.04
1045000000,  22.01
1046000000,  21.97
1047000000,  21.93
1048000000,  21.87
1049000000,  21.98
1050000000,  21.92
1051000000,  21.85
1052000000,  21.92
1053000000,  21.84
1054000000,  21.89
1055000000,  21.92
1056000000,  21.96
1057000000,  21.81
1058000000,  21.75
1059000000,  21.91
1060000000,  21.85
1061000000,  21.63
1062000000,  21.72
1063000000,  21.76
1064000000,  21.76
1065000000,  21.70
1066000000,  21.69
1067000000,  21.63
1068000000,  21.77
1069000000,  21.70
1070000000,  21.47
1071000000,  21.50
1072000000,  21.52
1073000000,  21.54
1074000000,  21.62
1075000000,  21.45
1076000000,  21.64
1077000000,  21.65
1078000000,  21.40
1079000000,  21.57
1080000000,  21.58
1081000000,  21.28
1082000000,  21.29
1083000000,  21.47
1084000000,  21.51
1085000000,  21.30
1086000000,  21.35
1087000000,  21.34
1088000000,  21.40
1089000000,  21.34
1090000000,  21.23
1091000000,  21.16
1092000000,  21.10
1093000000,  21.30
1094000000,  21.32
1095000000,  21.15
1096000000,  21.46
1097000000,  21.27
1098000000,  21.15
1099000000,  21.34
1100000000,  21.38
