#RxL_SN4003_calculated_noise_H_chan
# f (Hz),T_e_cal (K)
 900000000,  22.58
 901000000,  22.51
 902000000,  22.41
 903000000,  22.43
 904000000,  22.49
 905000000,  22.41
 906000000,  22.34
 907000000,  22.37
 908000000,  22.31
 909000000,  22.31
 910000000,  22.40
 911000000,  22.38
 912000000,  22.30
 913000000,  22.31
 914000000,  22.33
 915000000,  22.18
 916000000,  22.13
 917000000,  22.21
 918000000,  22.36
 919000000,  22.53
 920000000,  22.52
 921000000,  22.45
 922000000,  22.55
 923000000,  22.49
 924000000,  22.38
 925000000,  22.45
 926000000,  22.46
 927000000,  22.61
 928000000,  22.60
 929000000,  22.49
 930000000,  22.61
 931000000,  22.58
 932000000,  22.48
 933000000,  22.56
 934000000,  22.62
 935000000,  22.71
 936000000,  22.80
 937000000,  22.70
 938000000,  22.76
 939000000,  22.88
 940000000,  22.92
 941000000,  22.90
 942000000,  22.98
 943000000,  23.01
 944000000,  22.98
 945000000,  23.03
 946000000,  23.02
 947000000,  23.12
 948000000,  23.15
 949000000,  23.19
 950000000,  23.25
 951000000,  23.18
 952000000,  23.13
 953000000,  23.24
 954000000,  23.27
 955000000,  23.28
 956000000,  23.25
 957000000,  23.18
 958000000,  23.17
 959000000,  23.22
 960000000,  23.14
 961000000,  23.01
 962000000,  23.17
 963000000,  23.20
 964000000,  23.12
 965000000,  23.09
 966000000,  23.05
 967000000,  23.02
 968000000,  22.96
 969000000,  22.84
 970000000,  22.79
 971000000,  22.90
 972000000,  23.05
 973000000,  22.90
 974000000,  22.98
 975000000,  23.02
 976000000,  22.68
 977000000,  22.69
 978000000,  22.71
 979000000,  22.59
 980000000,  22.51
 981000000,  22.50
 982000000,  22.61
 983000000,  22.63
 984000000,  22.53
 985000000,  22.51
 986000000,  22.43
 987000000,  22.58
 988000000,  22.55
 989000000,  22.43
 990000000,  22.29
 991000000,  22.25
 992000000,  22.27
 993000000,  22.28
 994000000,  22.30
 995000000,  22.32
 996000000,  22.17
 997000000,  22.21
 998000000,  22.27
 999000000,  22.14
1000000000,  22.06
1001000000,  22.22
1002000000,  22.27
1003000000,  22.19
1004000000,  22.16
1005000000,  22.20
1006000000,  22.21
1007000000,  22.02
1008000000,  22.20
1009000000,  22.21
1010000000,  22.20
1011000000,  22.34
1012000000,  22.47
1013000000,  22.40
1014000000,  22.40
1015000000,  22.30
1016000000,  22.26
1017000000,  22.23
1018000000,  22.28
1019000000,  22.42
1020000000,  22.33
1021000000,  22.48
1022000000,  22.49
1023000000,  22.43
1024000000,  22.49
1025000000,  22.40
1026000000,  22.33
1027000000,  22.55
1028000000,  22.63
1029000000,  22.59
1030000000,  22.53
1031000000,  22.53
1032000000,  22.51
1033000000,  22.52
1034000000,  22.52
1035000000,  22.56
1036000000,  22.54
1037000000,  22.65
1038000000,  22.54
1039000000,  22.54
1040000000,  22.54
1041000000,  22.55
1042000000,  22.53
1043000000,  22.63
1044000000,  22.67
1045000000,  22.69
1046000000,  22.69
1047000000,  22.71
1048000000,  22.54
1049000000,  22.39
1050000000,  22.42
1051000000,  22.36
1052000000,  22.40
1053000000,  22.49
1054000000,  22.51
1055000000,  22.49
1056000000,  22.44
1057000000,  22.43
1058000000,  22.36
1059000000,  22.41
1060000000,  22.40
1061000000,  22.43
1062000000,  22.29
1063000000,  22.22
1064000000,  22.27
1065000000,  22.05
1066000000,  22.22
1067000000,  22.05
1068000000,  22.26
1069000000,  22.15
1070000000,  22.01
1071000000,  22.05
1072000000,  22.14
1073000000,  22.06
1074000000,  22.01
1075000000,  21.97
1076000000,  21.81
1077000000,  22.01
1078000000,  21.87
1079000000,  21.88
1080000000,  21.84
1081000000,  21.67
1082000000,  21.82
1083000000,  21.62
1084000000,  21.68
1085000000,  21.58
1086000000,  21.72
1087000000,  21.82
1088000000,  21.75
1089000000,  21.73
1090000000,  21.62
1091000000,  21.46
1092000000,  21.50
1093000000,  21.61
1094000000,  21.60
1095000000,  21.51
1096000000,  21.65
1097000000,  21.67
1098000000,  21.55
1099000000,  21.32
1100000000,  21.36
1101000000,  21.47
1102000000,  21.51
1103000000,  21.57
1104000000,  21.46
1105000000,  21.59
1106000000,  21.60
1107000000,  21.70
1108000000,  21.51
1109000000,  21.56
1110000000,  21.59
1111000000,  21.66
1112000000,  21.58
1113000000,  21.58
1114000000,  21.73
1115000000,  21.77
1116000000,  21.65
1117000000,  21.75
1118000000,  21.75
1119000000,  21.63
1120000000,  21.76
1121000000,  21.79
1122000000,  21.85
1123000000,  21.82
1124000000,  22.12
1125000000,  21.93
1126000000,  21.94
1127000000,  22.07
1128000000,  22.11
1129000000,  22.18
1130000000,  22.22
1131000000,  22.23
1132000000,  22.10
1133000000,  22.09
1134000000,  22.38
1135000000,  22.35
1136000000,  22.26
1137000000,  22.29
1138000000,  22.40
1139000000,  22.53
1140000000,  22.42
1141000000,  22.47
1142000000,  22.60
1143000000,  22.50
1144000000,  22.60
1145000000,  22.71
1146000000,  22.54
1147000000,  22.52
1148000000,  22.44
1149000000,  22.66
1150000000,  22.59
1151000000,  22.69
1152000000,  22.66
1153000000,  22.69
1154000000,  22.62
1155000000,  22.64
1156000000,  22.77
1157000000,  22.69
1158000000,  22.45
1159000000,  22.60
1160000000,  22.51
1161000000,  22.60
1162000000,  22.44
1163000000,  22.38
1164000000,  22.45
1165000000,  22.39
1166000000,  22.53
1167000000,  22.25
1168000000,  22.31
1169000000,  22.40
1170000000,  22.30
1171000000,  22.31
1172000000,  22.07
1173000000,  22.38
1174000000,  22.26
1175000000,  22.25
1176000000,  21.99
1177000000,  22.02
1178000000,  21.91
1179000000,  21.93
1180000000,  21.98
1181000000,  21.94
