#RxL_SN4_calculated_noise_H_chan
# f (Hz),T_e_cal (K)
 900000000,  17.76
 901000000,  17.96
 902000000,  17.76
 903000000,  17.71
 904000000,  17.76
 905000000,  17.83
 906000000,  17.79
 907000000,  17.72
 908000000,  17.64
 909000000,  17.59
 910000000,  17.63
 911000000,  17.56
 912000000,  17.64
 913000000,  17.79
 914000000,  17.85
 915000000,  17.69
 916000000,  17.60
 917000000,  17.60
 918000000,  17.70
 919000000,  17.66
 920000000,  17.65
 921000000,  17.87
 922000000,  17.73
 923000000,  17.62
 924000000,  17.65
 925000000,  17.67
 926000000,  17.61
 927000000,  17.72
 928000000,  17.86
 929000000,  17.87
 930000000,  17.81
 931000000,  17.68
 932000000,  17.83
 933000000,  17.89
 934000000,  17.90
 935000000,  17.88
 936000000,  17.97
 937000000,  17.81
 938000000,  17.93
 939000000,  17.98
 940000000,  17.94
 941000000,  18.20
 942000000,  18.14
 943000000,  18.21
 944000000,  18.20
 945000000,  18.31
 946000000,  18.21
 947000000,  18.45
 948000000,  18.43
 949000000,  18.27
 950000000,  18.40
 951000000,  18.36
 952000000,  18.54
 953000000,  18.57
 954000000,  18.44
 955000000,  18.50
 956000000,  18.40
 957000000,  18.60
 958000000,  18.32
 959000000,  18.41
 960000000,  18.26
 961000000,  18.29
 962000000,  18.47
 963000000,  18.26
 964000000,  18.26
 965000000,  18.14
 966000000,  18.22
 967000000,  18.13
 968000000,  18.25
 969000000,  18.23
 970000000,  18.34
 971000000,  18.26
 972000000,  18.10
 973000000,  18.17
 974000000,  18.32
 975000000,  18.13
 976000000,  17.90
 977000000,  17.95
 978000000,  17.96
 979000000,  18.06
 980000000,  17.95
 981000000,  17.81
 982000000,  17.95
 983000000,  17.87
 984000000,  17.81
 985000000,  17.84
 986000000,  17.90
 987000000,  17.70
 988000000,  17.76
 989000000,  17.76
 990000000,  17.83
 991000000,  17.54
 992000000,  17.72
 993000000,  17.87
 994000000,  17.74
 995000000,  17.70
 996000000,  17.64
 997000000,  17.60
 998000000,  17.60
 999000000,  17.42
1000000000,  17.59
1001000000,  17.67
1002000000,  17.61
1003000000,  17.48
1004000000,  17.48
1005000000,  17.47
1006000000,  17.49
1007000000,  17.41
1008000000,  17.64
1009000000,  17.41
1010000000,  17.44
1011000000,  17.55
1012000000,  17.58
1013000000,  17.66
1014000000,  17.50
1015000000,  17.55
1016000000,  17.40
1017000000,  17.65
1018000000,  17.62
1019000000,  17.75
1020000000,  17.57
1021000000,  17.80
1022000000,  17.62
1023000000,  17.65
1024000000,  17.69
1025000000,  17.72
1026000000,  17.53
1027000000,  17.66
1028000000,  17.51
1029000000,  17.65
1030000000,  17.86
1031000000,  17.79
1032000000,  17.83
1033000000,  17.65
1034000000,  17.67
1035000000,  17.72
1036000000,  17.78
1037000000,  17.78
1038000000,  17.90
1039000000,  17.86
1040000000,  17.82
1041000000,  17.52
1042000000,  17.88
1043000000,  17.68
1044000000,  17.79
1045000000,  17.74
1046000000,  17.84
1047000000,  17.73
1048000000,  17.68
1049000000,  17.60
1050000000,  17.77
1051000000,  17.74
1052000000,  17.58
1053000000,  17.61
1054000000,  17.58
1055000000,  17.66
1056000000,  17.52
1057000000,  17.41
1058000000,  17.72
1059000000,  17.63
1060000000,  17.52
1061000000,  17.68
1062000000,  17.55
1063000000,  17.26
1064000000,  17.41
1065000000,  17.45
1066000000,  17.34
1067000000,  17.54
1068000000,  17.22
1069000000,  17.35
1070000000,  17.13
1071000000,  17.34
1072000000,  17.29
1073000000,  17.23
1074000000,  17.31
1075000000,  17.09
1076000000,  17.17
1077000000,  17.06
1078000000,  17.14
1079000000,  17.05
1080000000,  16.99
1081000000,  16.88
1082000000,  16.84
