#RxL_SN4002_calculated_noise_V_chan
# f (Hz),T_e_cal (K)
 900000000,  22.59
 901000000,  22.29
 902000000,  22.10
 903000000,  22.14
 904000000,  22.26
 905000000,  22.25
 906000000,  22.18
 907000000,  22.20
 908000000,  22.27
 909000000,  22.21
 910000000,  22.13
 911000000,  22.23
 912000000,  22.13
 913000000,  22.08
 914000000,  22.16
 915000000,  22.14
 916000000,  22.14
 917000000,  22.08
 918000000,  21.95
 919000000,  22.05
 920000000,  22.07
 921000000,  22.02
 922000000,  22.05
 923000000,  22.05
 924000000,  22.11
 925000000,  22.28
 926000000,  22.27
 927000000,  22.09
 928000000,  22.08
 929000000,  22.06
 930000000,  22.16
 931000000,  22.26
 932000000,  22.32
 933000000,  22.25
 934000000,  22.19
 935000000,  22.29
 936000000,  22.30
 937000000,  22.29
 938000000,  22.28
 939000000,  22.40
 940000000,  22.47
 941000000,  22.42
 942000000,  22.33
 943000000,  22.27
 944000000,  22.35
 945000000,  22.35
 946000000,  22.44
 947000000,  22.52
 948000000,  22.54
 949000000,  22.56
 950000000,  22.58
 951000000,  22.57
 952000000,  22.45
 953000000,  22.41
 954000000,  22.40
 955000000,  22.41
 956000000,  22.48
 957000000,  22.39
 958000000,  22.37
 959000000,  22.37
 960000000,  22.20
 961000000,  22.19
 962000000,  22.11
 963000000,  22.04
 964000000,  22.04
 965000000,  22.01
 966000000,  21.99
 967000000,  21.89
 968000000,  21.81
 969000000,  21.85
 970000000,  21.86
 971000000,  21.83
 972000000,  21.88
 973000000,  21.84
 974000000,  21.60
 975000000,  21.72
 976000000,  21.64
 977000000,  21.46
 978000000,  21.42
 979000000,  21.44
 980000000,  21.46
 981000000,  21.47
 982000000,  21.29
 983000000,  21.17
 984000000,  21.28
 985000000,  21.29
 986000000,  21.26
 987000000,  21.30
 988000000,  21.19
 989000000,  21.15
 990000000,  21.20
 991000000,  21.20
 992000000,  21.21
 993000000,  21.11
 994000000,  21.23
 995000000,  21.23
 996000000,  21.20
 997000000,  21.21
 998000000,  21.27
 999000000,  21.32
1000000000,  21.25
1001000000,  21.27
1002000000,  21.38
1003000000,  21.42
1004000000,  21.38
1005000000,  21.31
1006000000,  21.32
1007000000,  21.24
1008000000,  21.21
1009000000,  21.32
1010000000,  21.37
1011000000,  21.34
1012000000,  21.39
1013000000,  21.33
1014000000,  21.42
1015000000,  21.52
1016000000,  21.39
1017000000,  21.38
1018000000,  21.49
1019000000,  21.49
1020000000,  21.48
1021000000,  21.51
1022000000,  21.49
1023000000,  21.46
1024000000,  21.53
1025000000,  21.69
1026000000,  21.63
1027000000,  21.44
1028000000,  21.60
1029000000,  21.74
1030000000,  21.59
1031000000,  21.64
1032000000,  21.58
1033000000,  21.64
1034000000,  21.75
1035000000,  21.74
1036000000,  21.81
1037000000,  21.72
1038000000,  21.55
1039000000,  21.65
1040000000,  21.78
1041000000,  21.65
1042000000,  21.58
1043000000,  21.56
1044000000,  21.78
1045000000,  21.66
1046000000,  21.62
1047000000,  21.69
1048000000,  21.71
1049000000,  21.64
1050000000,  21.56
1051000000,  21.69
1052000000,  21.68
1053000000,  21.61
1054000000,  21.61
1055000000,  21.46
1056000000,  21.51
1057000000,  21.59
1058000000,  21.52
1059000000,  21.58
1060000000,  21.62
1061000000,  21.42
1062000000,  21.41
1063000000,  21.46
1064000000,  21.60
1065000000,  21.53
1066000000,  21.48
1067000000,  21.47
1068000000,  21.43
1069000000,  21.52
1070000000,  21.44
1071000000,  21.29
1072000000,  21.24
1073000000,  21.28
1074000000,  21.31
1075000000,  21.38
1076000000,  21.45
1077000000,  21.50
1078000000,  21.33
1079000000,  21.40
1080000000,  21.43
1081000000,  21.41
1082000000,  21.45
1083000000,  21.40
1084000000,  21.29
1085000000,  21.49
1086000000,  21.45
1087000000,  21.58
1088000000,  21.43
1089000000,  21.39
1090000000,  21.43
1091000000,  21.43
1092000000,  21.63
1093000000,  21.69
1094000000,  21.57
1095000000,  21.71
1096000000,  21.68
1097000000,  21.74
1098000000,  21.76
1099000000,  21.85
1100000000,  21.88
1101000000,  21.89
1102000000,  21.58
1103000000,  21.75
1104000000,  21.75
1105000000,  21.95
1106000000,  21.93
1107000000,  21.82
1108000000,  21.89
1109000000,  21.91
1110000000,  21.96
1111000000,  22.05
1112000000,  22.09
1113000000,  22.06
1114000000,  22.03
1115000000,  22.04
1116000000,  22.06
1117000000,  21.99
1118000000,  22.04
1119000000,  22.01
1120000000,  22.32
1121000000,  22.25
1122000000,  22.29
1123000000,  22.28
1124000000,  22.44
1125000000,  22.42
1126000000,  22.30
1127000000,  22.41
1128000000,  22.28
1129000000,  22.36
1130000000,  22.43
1131000000,  22.36
1132000000,  22.47
1133000000,  22.45
1134000000,  22.38
1135000000,  22.29
1136000000,  22.33
1137000000,  22.52
1138000000,  22.37
1139000000,  22.25
1140000000,  22.46
1141000000,  22.49
1142000000,  22.56
1143000000,  22.44
1144000000,  22.16
1145000000,  22.18
1146000000,  22.24
1147000000,  22.21
1148000000,  22.10
1149000000,  22.09
1150000000,  22.10
1151000000,  22.18
1152000000,  22.10
1153000000,  22.14
1154000000,  22.12
1155000000,  22.02
1156000000,  22.09
1157000000,  21.84
1158000000,  21.63
1159000000,  21.60
1160000000,  21.56
1161000000,  21.66
1162000000,  21.70
1163000000,  21.50
1164000000,  21.44
1165000000,  21.35
1166000000,  21.38
1167000000,  21.17
1168000000,  21.24
1169000000,  21.26
1170000000,  21.06
1171000000,  21.16
1172000000,  20.85
1173000000,  21.08
1174000000,  20.83
1175000000,  20.81
1176000000,  20.59
1177000000,  20.88
1178000000,  20.71
1179000000,  20.52
1180000000,  20.54
1181000000,  20.43
1182000000,  20.43
1183000000,  20.43
1184000000,  20.49
1185000000,  20.19
1186000000,  20.39
1187000000,  20.30
1188000000,  20.25
1189000000,  20.26
1190000000,  20.15
1191000000,  20.05
1192000000,  19.91
1193000000,  20.09
1194000000,  19.99
1195000000,  20.05
1196000000,  20.06
1197000000,  20.14
1198000000,  20.06
1199000000,  19.98
1200000000,  19.99
1201000000,  20.04
1202000000,  20.01
1203000000,  20.11
1204000000,  20.15
1205000000,  19.96
1206000000,  20.16
1207000000,  20.15
1208000000,  20.02
1209000000,  19.99
1210000000,  20.10
1211000000,  20.14
1212000000,  20.17
1213000000,  20.21
1214000000,  20.15
1215000000,  20.01
1216000000,  20.18
1217000000,  20.22
1218000000,  20.10
1219000000,  20.40
1220000000,  20.40
1221000000,  20.27
1222000000,  20.43
1223000000,  20.54
1224000000,  20.73
1225000000,  20.63
1226000000,  20.86
1227000000,  20.64
1228000000,  20.80
1229000000,  20.97
1230000000,  20.96
1231000000,  21.19
1232000000,  21.15
1233000000,  21.07
1234000000,  21.27
1235000000,  21.43
1236000000,  21.25
1237000000,  21.50
1238000000,  21.65
1239000000,  21.72
1240000000,  21.75
1241000000,  21.85
1242000000,  21.87
1243000000,  22.09
1244000000,  22.20
1245000000,  22.17
1246000000,  22.39
1247000000,  22.39
1248000000,  22.35
1249000000,  22.69
1250000000,  22.64
1251000000,  22.87
1252000000,  22.82
1253000000,  22.91
1254000000,  22.88
1255000000,  23.06
1256000000,  23.06
1257000000,  23.27
1258000000,  23.40
1259000000,  23.44
1260000000,  23.23
1261000000,  23.38
1262000000,  23.39
1263000000,  23.63
1264000000,  23.54
1265000000,  23.67
1266000000,  23.83
1267000000,  23.90
1268000000,  23.83
1269000000,  23.96
1270000000,  23.90
1271000000,  23.94
1272000000,  24.15
1273000000,  24.23
1274000000,  24.03
1275000000,  24.12
1276000000,  24.16
1277000000,  24.29
1278000000,  24.29
1279000000,  24.38
1280000000,  24.29
1281000000,  24.21
1282000000,  24.16
1283000000,  24.31
1284000000,  24.40
1285000000,  24.19
1286000000,  24.19
1287000000,  24.08
1288000000,  24.34
1289000000,  24.44
1290000000,  24.14
1291000000,  24.28
1292000000,  24.19
1293000000,  24.37
1294000000,  24.01
1295000000,  24.21
1296000000,  24.09
1297000000,  24.25
1298000000,  23.89
1299000000,  23.87
1300000000,  23.94
1301000000,  24.11
1302000000,  23.87
1303000000,  24.02
1304000000,  23.84
1305000000,  23.78
1306000000,  23.76
1307000000,  23.65
1308000000,  23.61
1309000000,  23.58
1310000000,  23.39
1311000000,  23.39
1312000000,  23.23
1313000000,  23.28
1314000000,  23.26
1315000000,  23.34
1316000000,  23.34
1317000000,  22.99
1318000000,  23.12
1319000000,  22.98
1320000000,  23.11
1321000000,  22.73
1322000000,  23.01
1323000000,  22.82
1324000000,  22.83
1325000000,  22.51
1326000000,  22.79
1327000000,  22.82
1328000000,  22.60
1329000000,  22.61
1330000000,  22.42
1331000000,  22.57
1332000000,  22.55
1333000000,  22.43
1334000000,  22.50
1335000000,  22.35
1336000000,  22.38
1337000000,  22.29
1338000000,  22.36
1339000000,  22.14
1340000000,  22.17
1341000000,  22.23
1342000000,  22.23
1343000000,  22.00
1344000000,  22.12
1345000000,  22.01
1346000000,  21.91
1347000000,  21.87
1348000000,  21.84
1349000000,  21.97
1350000000,  21.74
1351000000,  21.87
1352000000,  21.76
1353000000,  21.86
1354000000,  21.74
1355000000,  21.81
1356000000,  21.67
1357000000,  21.69
1358000000,  21.91
1359000000,  21.66
1360000000,  21.69
1361000000,  21.71
1362000000,  21.87
1363000000,  21.90
1364000000,  21.86
1365000000,  22.04
1366000000,  21.87
1367000000,  21.91
1368000000,  22.05
1369000000,  21.92
1370000000,  21.83
1371000000,  21.83
1372000000,  21.77
1373000000,  21.86
1374000000,  21.90
1375000000,  21.83
1376000000,  21.85
1377000000,  21.81
1378000000,  21.80
1379000000,  21.81
1380000000,  21.87
1381000000,  21.73
1382000000,  21.90
1383000000,  21.79
1384000000,  21.87
1385000000,  21.93
1386000000,  22.06
1387000000,  21.98
1388000000,  22.00
1389000000,  21.84
1390000000,  21.71
1391000000,  21.76
1392000000,  21.70
1393000000,  21.83
1394000000,  21.78
1395000000,  21.75
1396000000,  21.87
1397000000,  21.60
1398000000,  21.86
1399000000,  21.78
1400000000,  21.83
1401000000,  21.67
1402000000,  21.67
1403000000,  21.82
1404000000,  21.70
1405000000,  21.81
1406000000,  21.88
