#RxL_SN4007_calculated_noise_V_chan
# f (Hz),T_e_cal (K)
 900000000,  20.38
 901000000,  20.42
 902000000,  20.54
 903000000,  20.50
 904000000,  20.52
 905000000,  20.47
 906000000,  20.58
 907000000,  20.33
 908000000,  20.30
 909000000,  20.55
 910000000,  20.56
 911000000,  20.56
 912000000,  20.64
 913000000,  20.53
 914000000,  20.70
 915000000,  20.82
 916000000,  20.66
 917000000,  20.80
 918000000,  20.44
 919000000,  20.90
 920000000,  20.70
 921000000,  20.84
 922000000,  20.91
 923000000,  20.86
 924000000,  20.57
 925000000,  21.11
 926000000,  20.78
 927000000,  20.93
 928000000,  20.75
 929000000,  20.99
 930000000,  21.20
 931000000,  21.06
 932000000,  21.16
 933000000,  21.29
 934000000,  21.37
 935000000,  21.52
 936000000,  21.26
 937000000,  21.29
 938000000,  21.34
 939000000,  21.31
 940000000,  21.24
 941000000,  21.36
 942000000,  21.44
 943000000,  21.51
 944000000,  21.09
 945000000,  21.64
 946000000,  21.32
 947000000,  21.49
 948000000,  21.16
 949000000,  21.33
 950000000,  21.40
 951000000,  21.41
 952000000,  21.11
 953000000,  21.16
 954000000,  21.31
 955000000,  21.27
 956000000,  21.47
 957000000,  21.08
 958000000,  21.23
 959000000,  21.25
 960000000,  20.89
 961000000,  21.00
 962000000,  21.07
 963000000,  20.85
 964000000,  20.98
 965000000,  20.82
 966000000,  20.99
 967000000,  20.75
 968000000,  20.66
 969000000,  20.87
 970000000,  20.75
 971000000,  20.80
 972000000,  20.66
 973000000,  20.45
 974000000,  20.51
 975000000,  20.59
 976000000,  20.22
 977000000,  20.35
 978000000,  20.15
 979000000,  20.22
 980000000,  20.35
 981000000,  20.23
 982000000,  20.34
 983000000,  20.40
 984000000,  20.07
 985000000,  20.27
 986000000,  20.51
 987000000,  20.28
 988000000,  20.01
 989000000,  20.01
 990000000,  20.44
 991000000,  20.13
 992000000,  20.19
 993000000,  20.11
 994000000,  20.22
 995000000,  20.35
 996000000,  20.14
 997000000,  20.20
 998000000,  20.39
 999000000,  20.25
1000000000,  20.20
1001000000,  20.21
1002000000,  20.10
1003000000,  19.97
1004000000,  20.19
1005000000,  20.11
1006000000,  20.54
1007000000,  20.42
1008000000,  20.50
1009000000,  20.53
1010000000,  20.57
1011000000,  20.45
1012000000,  20.75
1013000000,  20.86
1014000000,  20.65
1015000000,  20.63
1016000000,  20.91
1017000000,  20.90
1018000000,  20.98
1019000000,  20.57
1020000000,  20.77
1021000000,  20.83
1022000000,  20.96
1023000000,  20.87
1024000000,  20.92
1025000000,  21.01
1026000000,  21.08
1027000000,  21.24
1028000000,  21.18
1029000000,  20.98
1030000000,  21.21
1031000000,  21.36
1032000000,  21.47
1033000000,  21.14
1034000000,  21.46
1035000000,  21.59
1036000000,  21.36
1037000000,  21.50
1038000000,  21.43
1039000000,  21.63
1040000000,  21.51
1041000000,  21.55
1042000000,  21.64
1043000000,  21.57
1044000000,  21.68
1045000000,  21.65
1046000000,  21.52
1047000000,  21.48
1048000000,  21.66
1049000000,  21.69
1050000000,  21.55
1051000000,  21.63
1052000000,  21.24
1053000000,  21.17
1054000000,  21.20
1055000000,  21.32
1056000000,  21.47
1057000000,  21.50
1058000000,  21.19
1059000000,  21.26
1060000000,  21.47
1061000000,  21.35
1062000000,  21.21
1063000000,  21.24
1064000000,  21.18
1065000000,  21.13
1066000000,  21.07
1067000000,  20.98
1068000000,  21.08
1069000000,  21.03
1070000000,  20.98
1071000000,  21.18
1072000000,  20.79
1073000000,  20.96
1074000000,  20.67
1075000000,  21.18
1076000000,  20.79
1077000000,  20.93
1078000000,  20.78
1079000000,  20.94
1080000000,  20.53
1081000000,  20.80
1082000000,  20.58
1083000000,  20.63
1084000000,  20.58
1085000000,  20.65
1086000000,  20.53
1087000000,  20.77
1088000000,  20.59
1089000000,  20.30
1090000000,  20.33
1091000000,  20.58
1092000000,  20.54
1093000000,  20.64
1094000000,  20.47
1095000000,  20.63
1096000000,  20.67
1097000000,  20.49
1098000000,  20.61
1099000000,  20.35
