#RxL_SN4014_calculated_noise_H_chan
# f (Hz),T_e_cal (K)
 900000000,  17.76
 901000000,  18.02
 902000000,  17.98
 903000000,  17.77
 904000000,  18.05
 905000000,  17.97
 906000000,  17.92
 907000000,  17.86
 908000000,  17.73
 909000000,  17.84
 910000000,  17.99
 911000000,  17.77
 912000000,  17.87
 913000000,  17.91
 914000000,  17.96
 915000000,  17.91
 916000000,  17.88
 917000000,  17.71
 918000000,  17.77
 919000000,  18.05
 920000000,  17.85
 921000000,  17.76
 922000000,  17.97
 923000000,  18.05
 924000000,  17.96
 925000000,  17.74
 926000000,  18.11
 927000000,  18.08
 928000000,  18.24
 929000000,  18.29
 930000000,  18.20
 931000000,  18.28
 932000000,  18.25
 933000000,  18.19
 934000000,  18.27
 935000000,  18.25
 936000000,  18.40
 937000000,  18.36
 938000000,  18.33
 939000000,  18.43
 940000000,  18.52
 941000000,  18.52
 942000000,  18.62
 943000000,  18.51
 944000000,  18.57
 945000000,  18.49
 946000000,  18.74
 947000000,  18.58
 948000000,  18.61
 949000000,  18.74
 950000000,  18.42
 951000000,  18.64
 952000000,  18.66
 953000000,  18.68
 954000000,  18.46
 955000000,  18.21
 956000000,  18.67
 957000000,  18.51
 958000000,  18.45
 959000000,  18.35
 960000000,  18.71
 961000000,  18.48
 962000000,  18.41
 963000000,  18.07
 964000000,  18.31
 965000000,  18.20
 966000000,  18.18
 967000000,  18.02
 968000000,  18.15
 969000000,  17.95
 970000000,  18.01
 971000000,  18.01
 972000000,  17.80
 973000000,  17.69
 974000000,  17.90
 975000000,  17.65
 976000000,  17.64
 977000000,  17.62
 978000000,  17.55
 979000000,  17.63
 980000000,  17.44
 981000000,  17.53
 982000000,  17.49
 983000000,  17.53
 984000000,  17.36
 985000000,  17.38
 986000000,  17.19
 987000000,  16.98
 988000000,  17.19
 989000000,  17.29
 990000000,  17.01
 991000000,  17.15
 992000000,  16.81
 993000000,  17.07
 994000000,  16.94
 995000000,  16.82
 996000000,  17.02
 997000000,  16.83
 998000000,  17.12
 999000000,  16.92
1000000000,  16.95
1001000000,  17.01
1002000000,  17.02
1003000000,  16.85
1004000000,  16.90
1005000000,  17.08
1006000000,  17.06
1007000000,  16.90
1008000000,  17.10
1009000000,  17.23
1010000000,  17.07
1011000000,  17.13
1012000000,  17.15
1013000000,  17.31
1014000000,  17.02
1015000000,  17.07
1016000000,  17.24
1017000000,  17.26
1018000000,  17.25
1019000000,  17.36
1020000000,  17.37
1021000000,  17.44
1022000000,  17.29
1023000000,  17.53
1024000000,  17.53
1025000000,  17.70
1026000000,  17.50
1027000000,  17.80
1028000000,  17.66
1029000000,  17.65
1030000000,  17.76
1031000000,  17.94
1032000000,  17.79
1033000000,  17.98
1034000000,  17.92
1035000000,  17.99
1036000000,  18.09
1037000000,  18.04
1038000000,  18.23
1039000000,  18.14
1040000000,  18.20
1041000000,  18.37
1042000000,  18.18
1043000000,  18.38
1044000000,  18.34
1045000000,  18.38
1046000000,  18.45
1047000000,  18.42
1048000000,  18.51
1049000000,  18.47
1050000000,  18.68
1051000000,  18.50
1052000000,  18.79
1053000000,  18.50
1054000000,  18.40
1055000000,  18.71
1056000000,  18.65
1057000000,  18.46
1058000000,  18.64
1059000000,  18.73
1060000000,  18.51
1061000000,  18.84
1062000000,  18.45
1063000000,  18.63
1064000000,  18.66
1065000000,  18.73
1066000000,  18.56
1067000000,  18.53
1068000000,  18.46
1069000000,  18.48
1070000000,  18.52
1071000000,  18.45
1072000000,  18.23
1073000000,  18.41
1074000000,  18.45
1075000000,  18.57
1076000000,  18.18
1077000000,  18.41
1078000000,  18.19
1079000000,  18.10
1080000000,  18.13
1081000000,  18.28
1082000000,  18.21
1083000000,  18.21
1084000000,  18.25
1085000000,  18.13
1086000000,  18.15
1087000000,  18.14
1088000000,  18.04
1089000000,  18.13
1090000000,  18.21
1091000000,  17.95
1092000000,  18.13
1093000000,  17.86
1094000000,  17.98
1095000000,  17.78
1096000000,  17.80
1097000000,  18.21
1098000000,  17.91
1099000000,  17.81
1100000000,  17.94
1101000000,  17.96
1102000000,  17.79
1103000000,  17.89
1104000000,  17.74
1105000000,  17.80
1106000000,  17.90
1107000000,  17.71
1108000000,  17.94
1109000000,  17.67
1110000000,  17.88
1111000000,  17.92
1112000000,  17.80
1113000000,  17.72
1114000000,  17.81
1115000000,  17.84
1116000000,  17.95
1117000000,  17.93
1118000000,  17.81
1119000000,  17.87
1120000000,  17.83
1121000000,  17.85
1122000000,  18.07
1123000000,  17.92
1124000000,  18.04
1125000000,  18.11
1126000000,  17.98
1127000000,  17.99
1128000000,  17.97
1129000000,  18.00
1130000000,  18.08
1131000000,  18.26
1132000000,  18.02
1133000000,  18.19
1134000000,  18.15
1135000000,  18.38
1136000000,  18.41
1137000000,  18.39
1138000000,  18.28
1139000000,  18.17
1140000000,  18.18
1141000000,  18.28
1142000000,  18.30
1143000000,  18.43
1144000000,  18.45
1145000000,  18.42
1146000000,  18.29
1147000000,  18.24
1148000000,  18.36
1149000000,  18.31
1150000000,  18.37
1151000000,  18.11
1152000000,  18.34
1153000000,  18.35
1154000000,  18.28
1155000000,  18.36
1156000000,  18.26
1157000000,  18.39
1158000000,  18.14
1159000000,  18.09
1160000000,  18.13
1161000000,  18.21
1162000000,  18.03
1163000000,  18.23
1164000000,  18.27
1165000000,  18.27
1166000000,  18.02
1167000000,  17.76
1168000000,  17.95
1169000000,  18.00
1170000000,  17.80
1171000000,  17.87
1172000000,  17.84
1173000000,  17.74
1174000000,  17.77
1175000000,  17.67
1176000000,  17.64
1177000000,  17.68
1178000000,  17.65
1179000000,  17.61
1180000000,  17.59
1181000000,  17.53
1182000000,  17.48
1183000000,  17.26
1184000000,  17.33
1185000000,  17.30
1186000000,  17.27
1187000000,  17.31
1188000000,  17.35
1189000000,  17.17
1190000000,  17.20
1191000000,  16.95
1192000000,  17.17
1193000000,  17.39
1194000000,  16.97
1195000000,  16.99
1196000000,  17.14
1197000000,  16.80
1198000000,  16.93
1199000000,  16.87
1200000000,  16.71
1201000000,  16.91
1202000000,  16.83
1203000000,  16.89
1204000000,  16.84
1205000000,  16.81
1206000000,  16.70
1207000000,  16.79
1208000000,  16.80
1209000000,  16.54
1210000000,  16.65
1211000000,  16.69
1212000000,  16.46
1213000000,  16.69
1214000000,  16.67
1215000000,  16.45
1216000000,  16.80
1217000000,  16.58
1218000000,  16.55
1219000000,  16.75
1220000000,  16.64
1221000000,  16.63
1222000000,  16.69
1223000000,  16.71
1224000000,  16.69
1225000000,  16.72
1226000000,  16.68
1227000000,  16.65
1228000000,  16.74
1229000000,  16.87
1230000000,  16.76
1231000000,  16.71
1232000000,  16.92
1233000000,  17.02
1234000000,  16.78
1235000000,  16.93
1236000000,  17.05
1237000000,  16.87
1238000000,  17.01
1239000000,  17.19
1240000000,  17.12
1241000000,  16.99
1242000000,  17.08
1243000000,  17.30
1244000000,  17.30
1245000000,  17.33
1246000000,  17.41
1247000000,  17.47
1248000000,  17.56
1249000000,  17.59
1250000000,  17.41
1251000000,  17.74
1252000000,  17.74
1253000000,  17.64
1254000000,  17.79
1255000000,  17.60
1256000000,  18.06
1257000000,  17.92
1258000000,  18.06
1259000000,  17.95
1260000000,  18.02
1261000000,  18.27
1262000000,  18.34
1263000000,  18.39
1264000000,  18.26
1265000000,  18.32
1266000000,  18.27
1267000000,  18.56
1268000000,  18.54
1269000000,  18.74
1270000000,  18.66
1271000000,  18.72
1272000000,  18.78
1273000000,  18.74
1274000000,  18.73
1275000000,  18.78
1276000000,  18.76
1277000000,  18.93
1278000000,  18.80
1279000000,  18.85
1280000000,  19.01
1281000000,  19.08
1282000000,  19.13
1283000000,  19.13
1284000000,  19.09
1285000000,  19.28
1286000000,  19.22
1287000000,  19.21
1288000000,  19.08
1289000000,  19.14
1290000000,  19.20
1291000000,  19.07
1292000000,  19.33
1293000000,  19.13
1294000000,  18.97
1295000000,  19.14
1296000000,  19.16
1297000000,  19.11
1298000000,  18.96
1299000000,  19.03
1300000000,  19.11
1301000000,  18.98
1302000000,  19.20
1303000000,  19.05
1304000000,  18.76
1305000000,  19.03
1306000000,  18.79
1307000000,  18.78
1308000000,  18.73
1309000000,  18.60
1310000000,  18.84
1311000000,  18.45
1312000000,  18.63
1313000000,  18.58
1314000000,  18.65
1315000000,  18.66
1316000000,  18.56
1317000000,  18.38
1318000000,  18.30
1319000000,  18.27
1320000000,  18.53
1321000000,  18.33
1322000000,  18.44
1323000000,  18.25
1324000000,  18.07
1325000000,  18.24
1326000000,  17.89
1327000000,  17.94
1328000000,  17.95
1329000000,  17.97
1330000000,  18.15
1331000000,  18.06
1332000000,  17.98
1333000000,  17.94
1334000000,  17.81
1335000000,  17.82
1336000000,  17.68
1337000000,  17.74
1338000000,  17.81
1339000000,  17.61
1340000000,  17.69
1341000000,  17.51
1342000000,  17.47
1343000000,  17.51
1344000000,  17.43
1345000000,  17.57
1346000000,  17.37
1347000000,  17.40
1348000000,  17.37
1349000000,  17.49
1350000000,  17.50
1351000000,  17.39
1352000000,  17.21
1353000000,  17.49
1354000000,  17.30
1355000000,  17.53
1356000000,  17.35
1357000000,  17.51
1358000000,  17.48
1359000000,  17.45
1360000000,  17.45
1361000000,  17.44
1362000000,  17.72
1363000000,  17.55
1364000000,  17.52
1365000000,  17.66
1366000000,  17.64
1367000000,  17.52
1368000000,  17.86
1369000000,  17.92
1370000000,  17.87
1371000000,  17.79
1372000000,  18.12
1373000000,  17.92
1374000000,  17.81
1375000000,  17.99
1376000000,  17.88
1377000000,  18.19
1378000000,  18.08
1379000000,  18.15
1380000000,  18.29
1381000000,  18.34
1382000000,  18.14
1383000000,  18.60
1384000000,  18.54
1385000000,  18.45
1386000000,  18.45
1387000000,  18.47
1388000000,  18.75
1389000000,  18.57
1390000000,  18.67
1391000000,  18.72
1392000000,  18.68
1393000000,  18.60
1394000000,  18.93
1395000000,  18.99
1396000000,  18.87
1397000000,  18.88
1398000000,  18.80
1399000000,  18.83
1400000000,  19.03
1401000000,  18.99
1402000000,  18.75
1403000000,  18.95
1404000000,  19.01
1405000000,  18.95
1406000000,  19.05
1407000000,  19.05
1408000000,  19.11
1409000000,  19.08
1410000000,  19.36
1411000000,  19.17
1412000000,  19.18
1413000000,  19.34
1414000000,  19.50
1415000000,  19.63
1416000000,  19.57
1417000000,  19.62
1418000000,  19.24
1419000000,  19.34
1420000000,  19.52
1421000000,  19.43
1422000000,  19.42
1423000000,  19.53
1424000000,  19.38
1425000000,  19.43
1426000000,  19.32
1427000000,  19.07
1428000000,  19.09
1429000000,  19.13
1430000000,  18.97
1431000000,  19.02
1432000000,  19.05
1433000000,  19.03
1434000000,  18.88
1435000000,  18.77
1436000000,  18.77
