#RxL_SN4005_calculated_noise_V_chan
# f (Hz),T_e_cal (K)
 900000000,  19.34
 901000000,  19.11
 902000000,  19.19
 903000000,  19.18
 904000000,  19.02
 905000000,  19.00
 906000000,  18.94
 907000000,  18.88
 908000000,  18.91
 909000000,  18.83
 910000000,  18.80
 911000000,  18.95
 912000000,  19.03
 913000000,  18.83
 914000000,  18.67
 915000000,  18.77
 916000000,  18.93
 917000000,  19.01
 918000000,  18.92
 919000000,  18.77
 920000000,  18.70
 921000000,  18.72
 922000000,  18.80
 923000000,  18.78
 924000000,  18.88
 925000000,  18.96
 926000000,  18.95
 927000000,  19.06
 928000000,  19.07
 929000000,  18.99
 930000000,  19.07
 931000000,  19.09
 932000000,  19.18
 933000000,  19.31
 934000000,  19.34
 935000000,  19.37
 936000000,  19.29
 937000000,  19.31
 938000000,  19.41
 939000000,  19.23
 940000000,  19.17
 941000000,  19.27
 942000000,  19.40
 943000000,  19.36
 944000000,  19.39
 945000000,  19.38
 946000000,  19.33
 947000000,  19.37
 948000000,  19.36
 949000000,  19.44
 950000000,  19.51
 951000000,  19.46
 952000000,  19.25
 953000000,  19.32
 954000000,  19.38
 955000000,  19.38
 956000000,  19.34
 957000000,  19.39
 958000000,  19.28
 959000000,  19.20
 960000000,  19.20
 961000000,  19.09
 962000000,  19.08
 963000000,  19.06
 964000000,  19.04
 965000000,  19.08
 966000000,  19.01
 967000000,  18.76
 968000000,  18.67
 969000000,  18.78
 970000000,  18.86
 971000000,  18.74
 972000000,  18.79
 973000000,  18.78
 974000000,  18.69
 975000000,  18.62
 976000000,  18.62
 977000000,  18.56
 978000000,  18.49
 979000000,  18.45
 980000000,  18.42
 981000000,  18.49
 982000000,  18.51
 983000000,  18.42
 984000000,  18.45
 985000000,  18.49
 986000000,  18.35
 987000000,  18.39
 988000000,  18.40
 989000000,  18.38
 990000000,  18.48
 991000000,  18.44
 992000000,  18.34
 993000000,  18.47
 994000000,  18.41
 995000000,  18.34
 996000000,  18.47
 997000000,  18.52
 998000000,  18.36
 999000000,  18.33
1000000000,  18.37
1001000000,  18.39
1002000000,  18.40
1003000000,  18.45
1004000000,  18.45
1005000000,  18.45
1006000000,  18.42
1007000000,  18.48
1008000000,  18.60
1009000000,  18.57
1010000000,  18.52
1011000000,  18.51
1012000000,  18.47
1013000000,  18.58
1014000000,  18.54
1015000000,  18.53
1016000000,  18.55
1017000000,  18.63
1018000000,  18.62
1019000000,  18.66
1020000000,  18.74
1021000000,  18.76
1022000000,  18.68
1023000000,  18.63
1024000000,  18.49
1025000000,  18.51
1026000000,  18.66
1027000000,  18.81
1028000000,  18.83
1029000000,  18.91
1030000000,  18.90
1031000000,  18.77
1032000000,  18.85
1033000000,  18.90
1034000000,  18.81
1035000000,  18.90
1036000000,  18.85
1037000000,  18.79
1038000000,  19.01
1039000000,  19.02
1040000000,  19.00
1041000000,  18.96
1042000000,  18.98
1043000000,  19.01
1044000000,  19.03
1045000000,  18.93
1046000000,  18.69
1047000000,  18.75
1048000000,  18.67
1049000000,  18.86
1050000000,  18.85
1051000000,  18.83
1052000000,  18.76
1053000000,  18.73
1054000000,  18.68
1055000000,  18.87
1056000000,  18.86
1057000000,  18.73
