#RxL_SN3_calculated_noise_V_chan
# f (Hz),T_e_cal (K)
 900000000,  17.76
 901000000,  17.50
 902000000,  17.40
 903000000,  17.41
 904000000,  17.46
 905000000,  17.50
 906000000,  17.41
 907000000,  17.31
 908000000,  17.36
 909000000,  17.41
 910000000,  17.35
 911000000,  17.28
 912000000,  17.31
 913000000,  17.38
 914000000,  17.32
 915000000,  17.34
 916000000,  17.33
 917000000,  17.21
 918000000,  17.29
 919000000,  17.43
 920000000,  17.40
 921000000,  17.45
 922000000,  17.44
 923000000,  17.32
 924000000,  17.32
 925000000,  17.46
 926000000,  17.60
 927000000,  17.51
 928000000,  17.41
 929000000,  17.37
 930000000,  17.37
 931000000,  17.44
 932000000,  17.65
 933000000,  17.53
 934000000,  17.37
 935000000,  17.55
 936000000,  17.64
 937000000,  17.56
 938000000,  17.48
 939000000,  17.50
 940000000,  17.55
 941000000,  17.52
 942000000,  17.54
 943000000,  17.48
 944000000,  17.49
 945000000,  17.58
 946000000,  17.50
 947000000,  17.49
 948000000,  17.53
 949000000,  17.51
 950000000,  17.35
 951000000,  17.35
 952000000,  17.56
 953000000,  17.54
 954000000,  17.31
 955000000,  17.30
 956000000,  17.40
 957000000,  17.23
 958000000,  17.21
 959000000,  17.32
 960000000,  17.24
 961000000,  17.19
 962000000,  17.27
 963000000,  17.12
 964000000,  17.07
 965000000,  17.07
 966000000,  17.02
 967000000,  17.10
 968000000,  17.03
 969000000,  16.98
 970000000,  16.96
 971000000,  16.94
 972000000,  16.92
 973000000,  16.81
 974000000,  16.70
 975000000,  16.73
 976000000,  16.89
 977000000,  16.87
 978000000,  16.71
 979000000,  16.65
 980000000,  16.65
 981000000,  16.60
 982000000,  16.64
 983000000,  16.64
 984000000,  16.59
 985000000,  16.56
 986000000,  16.61
 987000000,  16.64
 988000000,  16.63
 989000000,  16.70
 990000000,  16.74
 991000000,  16.67
 992000000,  16.53
 993000000,  16.52
 994000000,  16.58
 995000000,  16.58
 996000000,  16.53
 997000000,  16.52
