#RxL_SN4016_calculated_noise_H_chan
# f (Hz),T_e_cal (K)
 900000000,  21.65
 901000000,  21.59
 902000000,  21.60
 903000000,  21.67
 904000000,  21.70
 905000000,  21.70
 906000000,  21.72
 907000000,  21.57
 908000000,  21.37
 909000000,  21.30
 910000000,  21.34
 911000000,  21.49
 912000000,  21.54
 913000000,  21.53
 914000000,  21.48
 915000000,  21.39
 916000000,  21.44
 917000000,  21.56
 918000000,  21.51
 919000000,  21.47
 920000000,  21.63
 921000000,  21.63
 922000000,  21.41
 923000000,  21.46
 924000000,  21.54
 925000000,  21.41
 926000000,  21.47
 927000000,  21.65
 928000000,  21.59
 929000000,  21.52
 930000000,  21.48
 931000000,  21.67
 932000000,  21.78
 933000000,  21.66
 934000000,  21.57
 935000000,  21.75
 936000000,  21.81
 937000000,  21.68
 938000000,  21.77
 939000000,  21.85
 940000000,  21.81
 941000000,  22.03
 942000000,  22.10
 943000000,  21.97
 944000000,  21.92
 945000000,  21.96
 946000000,  22.01
 947000000,  22.11
 948000000,  22.32
 949000000,  22.32
 950000000,  22.24
 951000000,  22.28
 952000000,  22.30
 953000000,  22.17
 954000000,  22.32
 955000000,  22.31
 956000000,  22.35
 957000000,  22.49
 958000000,  22.53
 959000000,  22.54
 960000000,  22.33
 961000000,  22.39
 962000000,  22.50
 963000000,  22.37
 964000000,  22.42
 965000000,  22.40
 966000000,  22.23
 967000000,  22.14
 968000000,  22.14
 969000000,  22.13
 970000000,  21.95
 971000000,  21.93
 972000000,  21.94
 973000000,  21.84
 974000000,  21.71
 975000000,  21.61
 976000000,  21.69
 977000000,  21.74
 978000000,  21.82
 979000000,  21.86
 980000000,  21.81
 981000000,  21.63
 982000000,  21.52
 983000000,  21.47
 984000000,  21.53
 985000000,  21.50
 986000000,  21.46
 987000000,  21.40
 988000000,  21.29
 989000000,  21.25
 990000000,  21.37
 991000000,  21.44
 992000000,  21.39
 993000000,  21.27
 994000000,  21.31
 995000000,  21.40
 996000000,  21.45
 997000000,  21.23
 998000000,  21.25
 999000000,  21.23
1000000000,  21.15
1001000000,  21.20
1002000000,  21.30
1003000000,  21.16
1004000000,  21.09
1005000000,  21.21
1006000000,  21.12
1007000000,  20.99
1008000000,  21.02
1009000000,  21.18
1010000000,  21.21
1011000000,  21.26
1012000000,  21.19
1013000000,  21.19
1014000000,  21.21
1015000000,  21.24
1016000000,  21.34
1017000000,  21.28
1018000000,  21.21
1019000000,  21.33
1020000000,  21.21
1021000000,  21.22
1022000000,  21.29
1023000000,  21.41
1024000000,  21.43
1025000000,  21.32
1026000000,  21.30
1027000000,  21.38
1028000000,  21.44
1029000000,  21.50
1030000000,  21.39
1031000000,  21.37
1032000000,  21.51
1033000000,  21.71
