#RxL_SN4013_calculated_noise_V_chan
# f (Hz),T_e_cal (K)
 900000000,  22.38
 901000000,  22.36
 902000000,  22.33
 903000000,  22.68
 904000000,  22.25
 905000000,  22.62
 906000000,  22.35
 907000000,  22.67
 908000000,  22.55
 909000000,  22.46
 910000000,  22.65
 911000000,  22.64
 912000000,  22.42
 913000000,  22.57
 914000000,  22.73
 915000000,  22.51
 916000000,  22.52
 917000000,  22.72
 918000000,  22.68
 919000000,  22.43
 920000000,  22.90
 921000000,  22.69
 922000000,  22.75
 923000000,  22.62
 924000000,  22.77
 925000000,  22.60
 926000000,  22.83
 927000000,  22.95
 928000000,  22.87
 929000000,  22.91
 930000000,  22.91
 931000000,  22.98
 932000000,  23.02
 933000000,  23.14
 934000000,  22.94
 935000000,  23.06
 936000000,  23.28
 937000000,  23.34
 938000000,  23.11
 939000000,  23.10
 940000000,  23.09
 941000000,  23.32
 942000000,  23.17
 943000000,  23.32
 944000000,  22.99
 945000000,  23.24
 946000000,  23.00
 947000000,  23.37
 948000000,  23.27
 949000000,  23.22
 950000000,  22.97
 951000000,  23.05
 952000000,  23.29
 953000000,  22.99
 954000000,  22.96
 955000000,  23.02
 956000000,  22.98
 957000000,  22.98
 958000000,  22.80
 959000000,  22.78
 960000000,  22.74
 961000000,  22.64
 962000000,  22.65
 963000000,  22.37
 964000000,  22.36
 965000000,  22.33
 966000000,  22.30
 967000000,  22.11
 968000000,  22.05
 969000000,  21.98
 970000000,  22.03
 971000000,  22.04
 972000000,  21.99
 973000000,  21.71
 974000000,  21.67
 975000000,  21.88
 976000000,  21.86
 977000000,  21.70
 978000000,  21.63
 979000000,  21.71
 980000000,  21.59
 981000000,  21.52
 982000000,  21.53
 983000000,  21.38
 984000000,  21.58
 985000000,  21.36
 986000000,  21.22
 987000000,  21.08
 988000000,  21.43
 989000000,  21.40
 990000000,  21.41
 991000000,  21.37
 992000000,  21.38
 993000000,  21.26
 994000000,  21.24
 995000000,  21.28
 996000000,  21.31
 997000000,  21.18
 998000000,  21.41
 999000000,  21.35
1000000000,  21.17
1001000000,  21.19
1002000000,  21.34
1003000000,  21.27
1004000000,  21.51
1005000000,  21.53
1006000000,  21.73
