#RxL_SN4058_calculated_noise_V_chan
# f (Hz),T_e_cal (K)
  900000000,	21.46
  901000000,	21.47
  902000000,	21.72
  903000000,	21.71
  904000000,	21.57
  905000000,	21.47
  906000000,	21.50
  907000000,	21.65
  908000000,	21.67
  909000000,	21.63
  910000000,	21.53
  911000000,	21.54
  912000000,	21.60
  913000000,	21.49
  914000000,	21.61
  915000000,	21.75
  916000000,	21.73
  917000000,	21.81
  918000000,	21.91
  919000000,	21.70
  920000000,	22.01
  921000000,	22.10
  922000000,	22.02
  923000000,	22.12
  924000000,	22.04
  925000000,	22.17
  926000000,	22.19
  927000000,	22.26
  928000000,	22.26
  929000000,	22.52
  930000000,	22.26
  931000000,	22.61
  932000000,	22.41
  933000000,	22.53
  934000000,	22.57
  935000000,	22.57
  936000000,	22.62
  937000000,	22.79
  938000000,	22.68
  939000000,	22.93
  940000000,	22.89
  941000000,	22.73
  942000000,	22.95
  943000000,	22.87
  944000000,	23.06
  945000000,	22.92
  946000000,	22.88
  947000000,	22.84
  948000000,	22.92
  949000000,	22.76
  950000000,	22.73
  951000000,	22.73
  952000000,	22.73
  953000000,	22.78
  954000000,	22.90
  955000000,	22.64
  956000000,	22.44
  957000000,	22.54
  958000000,	22.41
  959000000,	22.42
  960000000,	22.39
  961000000,	22.45
  962000000,	22.30
  963000000,	22.55
  964000000,	22.28
  965000000,	22.02
  966000000,	22.00
  967000000,	22.07
  968000000,	21.85
  969000000,	21.65
  970000000,	21.83
  971000000,	21.71
  972000000,	21.84
  973000000,	21.67
  974000000,	21.64
  975000000,	21.42
  976000000,	21.63
  977000000,	21.15
  978000000,	21.20
  979000000,	21.03
  980000000,	21.03
  981000000,	21.18
  982000000,	21.10
  983000000,	21.04
  984000000,	21.00
  985000000,	20.97
  986000000,	20.88
  987000000,	20.84
  988000000,	20.89
  989000000,	21.02
  990000000,	20.89
  991000000,	20.88
  992000000,	20.93
  993000000,	20.81
  994000000,	20.72
  995000000,	20.88
  996000000,	20.82
  997000000,	20.87
  998000000,	20.78
  999000000,	20.82
 1000000000,	21.14
 1001000000,	20.91
 1002000000,	20.80
 1003000000,	20.92
 1004000000,	20.93
 1005000000,	20.90
 1006000000,	21.07
 1007000000,	20.99
 1008000000,	20.90
 1009000000,	20.86
 1010000000,	21.12
 1011000000,	20.93
 1012000000,	21.22
 1013000000,	21.44
 1014000000,	21.40
 1015000000,	21.34
 1016000000,	21.37
 1017000000,	21.36
 1018000000,	21.51
 1019000000,	21.31
 1020000000,	21.57
 1021000000,	21.43
 1022000000,	21.48
 1023000000,	21.73
 1024000000,	21.40
 1025000000,	21.71
 1026000000,	21.66
 1027000000,	21.77
 1028000000,	21.89
 1029000000,	21.76
 1030000000,	21.79
 1031000000,	21.79
 1032000000,	21.86
 1033000000,	22.02
 1034000000,	21.95
 1035000000,	21.91
 1036000000,	21.92
 1037000000,	22.11
 1038000000,	21.91
 1039000000,	21.93
 1040000000,	21.93
 1041000000,	22.00
 1042000000,	22.31
 1043000000,	22.15
 1044000000,	22.05
 1045000000,	22.06
 1046000000,	21.98
 1047000000,	22.08
 1048000000,	22.05
 1049000000,	22.01
 1050000000,	22.25
 1051000000,	22.01
 1052000000,	21.81
 1053000000,	22.11
 1054000000,	22.10
 1055000000,	22.07
 1056000000,	21.87
 1057000000,	21.72
 1058000000,	21.95
 1059000000,	21.90
 1060000000,	21.91
 1061000000,	21.81
 1062000000,	21.69
 1063000000,	21.68
 1064000000,	21.63
 1065000000,	21.71
 1066000000,	21.77
 1067000000,	21.52
 1068000000,	21.74
 1069000000,	21.69
 1070000000,	21.22
 1071000000,	21.33
 1072000000,	21.44
 1073000000,	21.20
 1074000000,	21.09
 1075000000,	21.15
 1076000000,	21.16
 1077000000,	21.28
 1078000000,	21.18
 1079000000,	21.22
 1080000000,	21.19
 1081000000,	21.03
 1082000000,	21.16
 1083000000,	20.98
 1084000000,	21.00
 1085000000,	20.95
 1086000000,	20.96
 1087000000,	21.13
 1088000000,	21.11
 1089000000,	20.88
 1090000000,	20.98
 1091000000,	20.68
 1092000000,	20.85
 1093000000,	20.94
 1094000000,	20.79
 1095000000,	20.75
 1096000000,	20.92
 1097000000,	20.66
 1098000000,	20.67
 1099000000,	20.72
 1100000000,	20.60
 1101000000,	20.73
 1102000000,	20.74
 1103000000,	20.75
 1104000000,	20.70
 1105000000,	20.83
 1106000000,	20.73
 1107000000,	20.74
 1108000000,	20.83
 1109000000,	20.70
 1110000000,	20.56
 1111000000,	20.82
 1112000000,	20.64
 1113000000,	20.67
 1114000000,	20.65
 1115000000,	20.80
 1116000000,	20.85
 1117000000,	20.71
 1118000000,	20.68
 1119000000,	20.70
 1120000000,	20.88
 1121000000,	20.61
 1122000000,	20.68
 1123000000,	20.72
 1124000000,	20.59
 1125000000,	20.73
 1126000000,	20.72
 1127000000,	20.70
 1128000000,	20.92
 1129000000,	20.67
 1130000000,	20.62
 1131000000,	20.73
 1132000000,	20.51
 1133000000,	20.84
 1134000000,	20.69
 1135000000,	20.73
 1136000000,	20.72
 1137000000,	20.70
 1138000000,	20.42
 1139000000,	20.63
 1140000000,	20.54
 1141000000,	20.98
 1142000000,	20.56
 1143000000,	20.72
 1144000000,	20.55
 1145000000,	20.53
 1146000000,	20.73
 1147000000,	20.68
 1148000000,	20.31
 1149000000,	20.42
 1150000000,	20.78
 1151000000,	20.36
 1152000000,	20.43
