#RxL_SN4010_calculated_noise_H_chan
# f (Hz),T_e_cal (K)
 900000000,  22.33
 901000000,  22.35
 902000000,  22.37
 903000000,  22.41
 904000000,  22.42
 905000000,  22.31
 906000000,  22.36
 907000000,  22.40
 908000000,  22.43
 909000000,  22.46
 910000000,  22.28
 911000000,  22.24
 912000000,  22.36
 913000000,  22.42
 914000000,  22.31
 915000000,  22.26
 916000000,  22.40
 917000000,  22.48
 918000000,  22.35
 919000000,  22.33
 920000000,  22.38
 921000000,  22.47
 922000000,  22.51
 923000000,  22.51
 924000000,  22.52
 925000000,  22.47
 926000000,  22.43
 927000000,  22.41
 928000000,  22.51
 929000000,  22.64
 930000000,  22.64
 931000000,  22.63
 932000000,  22.64
 933000000,  22.73
 934000000,  22.71
 935000000,  22.61
 936000000,  22.68
 937000000,  22.67
 938000000,  22.78
 939000000,  22.79
 940000000,  22.72
 941000000,  22.72
 942000000,  22.81
 943000000,  22.91
 944000000,  23.00
 945000000,  23.12
 946000000,  23.11
 947000000,  23.16
 948000000,  23.05
 949000000,  23.09
 950000000,  23.13
 951000000,  23.16
 952000000,  23.15
 953000000,  22.98
 954000000,  22.99
 955000000,  23.19
 956000000,  23.25
 957000000,  23.09
 958000000,  22.94
 959000000,  23.06
 960000000,  23.16
 961000000,  23.17
 962000000,  23.10
 963000000,  23.05
 964000000,  23.13
 965000000,  23.08
 966000000,  22.95
 967000000,  22.94
 968000000,  22.94
 969000000,  22.80
 970000000,  22.84
 971000000,  22.76
 972000000,  22.67
 973000000,  22.69
 974000000,  22.62
 975000000,  22.55
 976000000,  22.61
 977000000,  22.53
 978000000,  22.40
 979000000,  22.48
 980000000,  22.50
 981000000,  22.29
 982000000,  22.23
 983000000,  22.29
 984000000,  22.23
 985000000,  22.19
 986000000,  22.20
 987000000,  22.27
 988000000,  22.27
 989000000,  22.23
 990000000,  22.21
 991000000,  22.11
 992000000,  22.01
 993000000,  22.15
 994000000,  22.01
 995000000,  21.94
 996000000,  21.92
 997000000,  22.02
 998000000,  22.05
 999000000,  21.88
1000000000,  21.93
1001000000,  22.05
1002000000,  21.98
1003000000,  21.92
1004000000,  21.82
1005000000,  21.95
1006000000,  22.09
1007000000,  22.02
1008000000,  21.95
1009000000,  21.99
1010000000,  22.06
1011000000,  22.12
1012000000,  21.82
1013000000,  21.79
1014000000,  21.90
1015000000,  21.88
1016000000,  21.88
1017000000,  22.07
1018000000,  22.16
1019000000,  22.17
1020000000,  22.14
1021000000,  22.17
1022000000,  22.14
1023000000,  22.10
1024000000,  22.05
1025000000,  22.09
1026000000,  22.19
1027000000,  22.13
1028000000,  22.05
1029000000,  22.18
1030000000,  22.29
1031000000,  22.31
1032000000,  22.25
1033000000,  22.29
1034000000,  22.38
1035000000,  22.31
1036000000,  22.47
1037000000,  22.38
1038000000,  22.34
1039000000,  22.40
1040000000,  22.46
1041000000,  22.49
1042000000,  22.45
1043000000,  22.44
1044000000,  22.42
1045000000,  22.40
1046000000,  22.31
1047000000,  22.26
1048000000,  22.34
1049000000,  22.38
1050000000,  22.48
1051000000,  22.27
1052000000,  22.35
1053000000,  22.46
1054000000,  22.36
1055000000,  22.23
1056000000,  22.39
1057000000,  22.28
1058000000,  22.24
1059000000,  22.14
1060000000,  22.03
1061000000,  22.25
1062000000,  22.14
1063000000,  22.09
1064000000,  22.11
1065000000,  22.12
1066000000,  21.97
1067000000,  22.01
1068000000,  22.06
1069000000,  21.96
1070000000,  21.93
1071000000,  21.95
1072000000,  21.91
1073000000,  21.91
1074000000,  21.83
1075000000,  21.67
1076000000,  21.65
1077000000,  21.75
1078000000,  21.83
1079000000,  21.94
1080000000,  21.62
1081000000,  21.69
1082000000,  21.70
1083000000,  21.50
1084000000,  21.52
1085000000,  21.53
1086000000,  21.61
1087000000,  21.45
1088000000,  21.41
1089000000,  21.40
1090000000,  21.39
1091000000,  21.57
1092000000,  21.62
1093000000,  21.51
1094000000,  21.38
1095000000,  21.54
1096000000,  21.43
1097000000,  21.60
1098000000,  21.50
1099000000,  21.43
1100000000,  21.28
1101000000,  21.46
1102000000,  21.49
1103000000,  21.41
1104000000,  21.44
1105000000,  21.40
1106000000,  21.41
1107000000,  21.36
1108000000,  21.50
1109000000,  21.79
1110000000,  21.66
1111000000,  21.71
1112000000,  21.80
1113000000,  21.81
1114000000,  21.63
1115000000,  21.74
1116000000,  21.66
1117000000,  21.70
1118000000,  21.70
1119000000,  21.86
1120000000,  21.90
1121000000,  22.06
1122000000,  21.95
1123000000,  21.94
1124000000,  21.90
1125000000,  21.98
1126000000,  22.04
1127000000,  22.00
1128000000,  22.01
1129000000,  22.27
1130000000,  22.15
1131000000,  22.08
1132000000,  22.11
1133000000,  22.15
1134000000,  22.25
1135000000,  22.27
1136000000,  22.23
1137000000,  22.43
1138000000,  22.65
1139000000,  22.47
1140000000,  22.41
1141000000,  22.69
1142000000,  22.57
1143000000,  22.36
1144000000,  22.67
1145000000,  22.85
1146000000,  22.91
1147000000,  22.62
1148000000,  22.73
1149000000,  22.84
1150000000,  22.86
1151000000,  22.90
1152000000,  22.69
1153000000,  22.64
1154000000,  22.70
1155000000,  22.77
1156000000,  22.86
1157000000,  22.71
1158000000,  22.53
1159000000,  22.74
1160000000,  22.79
1161000000,  22.67
1162000000,  22.68
1163000000,  22.69
1164000000,  22.70
1165000000,  22.60
1166000000,  22.52
1167000000,  22.55
1168000000,  22.45
1169000000,  22.61
1170000000,  22.44
1171000000,  22.47
1172000000,  22.34
1173000000,  22.50
1174000000,  22.25
1175000000,  22.19
1176000000,  22.22
1177000000,  22.15
1178000000,  22.20
1179000000,  22.06
1180000000,  21.99
1181000000,  21.96
1182000000,  21.74
1183000000,  21.81
1184000000,  21.81
1185000000,  21.60
1186000000,  21.78
1187000000,  21.59
1188000000,  21.63
1189000000,  21.59
1190000000,  21.66
1191000000,  21.45
1192000000,  21.41
1193000000,  21.33
1194000000,  21.28
1195000000,  21.15
1196000000,  21.12
1197000000,  21.09
1198000000,  20.90
1199000000,  20.77
1200000000,  20.85
1201000000,  21.00
1202000000,  20.92
1203000000,  20.94
1204000000,  20.67
1205000000,  20.67
1206000000,  20.67
1207000000,  20.57
1208000000,  20.60
1209000000,  20.46
1210000000,  20.28
1211000000,  20.43
1212000000,  20.26
1213000000,  20.34
1214000000,  20.29
1215000000,  20.13
1216000000,  20.30
1217000000,  19.91
1218000000,  19.99
1219000000,  20.11
1220000000,  20.02
1221000000,  19.94
1222000000,  20.12
1223000000,  19.98
1224000000,  19.99
1225000000,  20.02
1226000000,  20.01
1227000000,  20.20
1228000000,  20.17
1229000000,  20.11
1230000000,  20.23
1231000000,  20.21
1232000000,  20.14
1233000000,  20.38
1234000000,  20.17
1235000000,  20.34
1236000000,  20.16
1237000000,  20.36
1238000000,  20.35
1239000000,  20.37
1240000000,  20.30
1241000000,  20.33
1242000000,  20.52
1243000000,  20.42
1244000000,  20.61
1245000000,  20.39
1246000000,  20.77
1247000000,  20.92
1248000000,  20.75
1249000000,  20.86
1250000000,  21.01
1251000000,  21.14
1252000000,  20.86
1253000000,  21.01
1254000000,  21.18
1255000000,  21.30
1256000000,  21.25
1257000000,  21.07
1258000000,  21.34
1259000000,  21.39
1260000000,  21.66
1261000000,  21.74
1262000000,  21.67
1263000000,  21.82
1264000000,  21.88
1265000000,  21.85
1266000000,  22.25
1267000000,  22.15
1268000000,  22.16
1269000000,  22.39
1270000000,  22.47
1271000000,  22.42
1272000000,  22.63
1273000000,  22.68
1274000000,  22.67
1275000000,  22.95
1276000000,  22.64
1277000000,  22.88
1278000000,  22.90
1279000000,  23.07
1280000000,  22.96
1281000000,  23.31
1282000000,  22.94
1283000000,  23.25
1284000000,  23.39
1285000000,  23.32
1286000000,  23.34
1287000000,  23.45
1288000000,  23.33
1289000000,  23.70
1290000000,  23.68
1291000000,  23.54
1292000000,  23.64
1293000000,  23.78
1294000000,  23.66
1295000000,  23.76
1296000000,  23.72
1297000000,  23.72
1298000000,  23.80
