#RxL_SN4007_calculated_noise_H_chan
# f (Hz),T_e_cal (K)
 900000000,  20.42
 901000000,  20.29
 902000000,  20.12
 903000000,  20.19
 904000000,  20.26
 905000000,  20.26
 906000000,  20.23
 907000000,  20.29
 908000000,  19.98
 909000000,  20.08
 910000000,  20.25
 911000000,  20.38
 912000000,  20.20
 913000000,  20.14
 914000000,  20.02
 915000000,  20.09
 916000000,  19.73
 917000000,  19.96
 918000000,  20.45
 919000000,  20.13
 920000000,  19.95
 921000000,  20.71
 922000000,  20.32
 923000000,  20.39
 924000000,  20.24
 925000000,  20.39
 926000000,  20.46
 927000000,  20.45
 928000000,  20.34
 929000000,  20.77
 930000000,  20.72
 931000000,  20.83
 932000000,  20.89
 933000000,  20.86
 934000000,  20.77
 935000000,  20.75
 936000000,  21.04
 937000000,  21.10
 938000000,  21.17
 939000000,  21.08
 940000000,  21.19
 941000000,  20.98
 942000000,  21.28
 943000000,  21.16
 944000000,  21.17
 945000000,  21.34
 946000000,  21.09
 947000000,  21.29
 948000000,  21.48
 949000000,  21.42
 950000000,  21.38
 951000000,  21.28
 952000000,  21.66
 953000000,  21.24
 954000000,  21.40
 955000000,  21.36
 956000000,  21.52
 957000000,  21.29
 958000000,  21.25
 959000000,  21.63
 960000000,  21.28
 961000000,  21.52
 962000000,  21.31
 963000000,  21.20
 964000000,  21.33
 965000000,  21.22
 966000000,  21.02
 967000000,  20.95
 968000000,  21.16
 969000000,  20.84
 970000000,  20.68
 971000000,  20.80
 972000000,  20.82
 973000000,  20.78
 974000000,  20.80
 975000000,  20.56
 976000000,  20.49
 977000000,  20.65
 978000000,  20.55
 979000000,  20.38
 980000000,  20.58
 981000000,  20.40
 982000000,  20.55
 983000000,  20.22
 984000000,  20.06
 985000000,  20.29
 986000000,  20.31
 987000000,  20.32
 988000000,  20.06
 989000000,  20.16
 990000000,  20.25
 991000000,  19.91
 992000000,  20.10
 993000000,  20.01
 994000000,  19.97
 995000000,  20.06
 996000000,  19.82
 997000000,  19.91
 998000000,  19.79
 999000000,  19.59
1000000000,  19.75
1001000000,  19.67
1002000000,  19.89
1003000000,  20.04
1004000000,  19.93
1005000000,  19.93
1006000000,  19.90
1007000000,  20.04
1008000000,  20.01
1009000000,  20.13
1010000000,  19.89
1011000000,  20.17
1012000000,  20.15
1013000000,  20.02
1014000000,  20.01
1015000000,  20.10
1016000000,  20.12
1017000000,  20.03
1018000000,  19.99
1019000000,  20.38
1020000000,  20.11
1021000000,  20.26
1022000000,  20.65
1023000000,  20.32
1024000000,  20.46
1025000000,  20.38
1026000000,  20.28
1027000000,  20.45
1028000000,  20.66
1029000000,  20.70
1030000000,  20.93
1031000000,  20.70
1032000000,  20.85
1033000000,  20.89
1034000000,  21.08
1035000000,  21.00
1036000000,  20.92
1037000000,  20.97
1038000000,  21.13
1039000000,  21.05
1040000000,  21.26
1041000000,  20.86
1042000000,  21.10
1043000000,  21.09
1044000000,  21.30
1045000000,  21.31
1046000000,  21.25
