#RxL_SN4016_calculated_noise_V_chan
# f (Hz),T_e_cal (K)
 900000000,  21.79
 901000000,  21.60
 902000000,  21.63
 903000000,  21.66
 904000000,  21.61
 905000000,  21.56
 906000000,  21.53
 907000000,  21.50
 908000000,  21.36
 909000000,  21.27
 910000000,  21.38
 911000000,  21.46
 912000000,  21.41
 913000000,  21.40
 914000000,  21.37
 915000000,  21.35
 916000000,  21.43
 917000000,  21.31
 918000000,  21.14
 919000000,  21.17
 920000000,  21.36
 921000000,  21.37
 922000000,  21.29
 923000000,  21.29
 924000000,  21.53
 925000000,  21.60
 926000000,  21.55
 927000000,  21.53
 928000000,  21.48
 929000000,  21.55
 930000000,  21.55
 931000000,  21.63
 932000000,  21.58
 933000000,  21.51
 934000000,  21.68
 935000000,  21.80
 936000000,  21.72
 937000000,  21.78
 938000000,  21.81
 939000000,  21.67
 940000000,  21.59
 941000000,  21.62
 942000000,  21.76
 943000000,  21.71
 944000000,  21.65
 945000000,  21.69
 946000000,  21.79
 947000000,  21.77
 948000000,  21.78
 949000000,  21.79
 950000000,  21.70
 951000000,  21.71
 952000000,  21.73
 953000000,  21.69
 954000000,  21.83
 955000000,  21.71
 956000000,  21.50
 957000000,  21.63
 958000000,  21.56
 959000000,  21.49
 960000000,  21.44
 961000000,  21.34
 962000000,  21.25
 963000000,  21.24
 964000000,  21.20
 965000000,  21.24
 966000000,  21.20
 967000000,  21.20
 968000000,  21.23
 969000000,  21.04
 970000000,  21.11
 971000000,  21.03
 972000000,  20.93
 973000000,  20.91
 974000000,  20.93
 975000000,  20.74
 976000000,  20.69
 977000000,  20.74
 978000000,  20.75
 979000000,  20.67
 980000000,  20.70
 981000000,  20.61
 982000000,  20.55
 983000000,  20.56
 984000000,  20.49
 985000000,  20.58
 986000000,  20.47
 987000000,  20.40
 988000000,  20.54
 989000000,  20.47
 990000000,  20.54
 991000000,  20.46
 992000000,  20.39
 993000000,  20.40
 994000000,  20.44
 995000000,  20.51
 996000000,  20.46
 997000000,  20.43
 998000000,  20.49
 999000000,  20.57
1000000000,  20.54
1001000000,  20.41
1002000000,  20.37
1003000000,  20.42
1004000000,  20.43
1005000000,  20.47
1006000000,  20.56
1007000000,  20.57
1008000000,  20.63
1009000000,  20.54
1010000000,  20.64
1011000000,  20.71
1012000000,  20.66
1013000000,  20.58
1014000000,  20.80
1015000000,  20.77
1016000000,  20.67
1017000000,  20.78
1018000000,  20.86
1019000000,  20.78
1020000000,  20.91
1021000000,  20.92
1022000000,  20.93
1023000000,  21.00
1024000000,  21.01
1025000000,  21.07
1026000000,  21.09
1027000000,  20.90
1028000000,  21.23
1029000000,  21.23
1030000000,  21.19
1031000000,  21.19
1032000000,  21.13
1033000000,  21.27
1034000000,  21.24
1035000000,  21.26
1036000000,  21.29
1037000000,  21.31
1038000000,  21.22
1039000000,  21.34
1040000000,  21.38
1041000000,  21.36
1042000000,  21.36
1043000000,  21.25
1044000000,  21.32
1045000000,  21.37
1046000000,  21.31
1047000000,  21.38
1048000000,  21.45
1049000000,  21.31
1050000000,  21.31
1051000000,  21.14
1052000000,  21.12
1053000000,  21.17
1054000000,  21.32
1055000000,  21.36
1056000000,  21.15
1057000000,  21.18
1058000000,  21.16
1059000000,  21.30
1060000000,  21.30
1061000000,  21.31
1062000000,  21.33
1063000000,  21.34
1064000000,  21.18
1065000000,  21.11
1066000000,  21.18
1067000000,  21.26
1068000000,  21.03
1069000000,  21.14
1070000000,  21.10
1071000000,  21.06
1072000000,  21.32
1073000000,  21.17
1074000000,  21.12
1075000000,  21.16
1076000000,  21.16
1077000000,  21.21
1078000000,  21.05
1079000000,  21.28
1080000000,  21.37
1081000000,  21.26
1082000000,  21.27
1083000000,  21.30
1084000000,  21.42
1085000000,  21.42
1086000000,  21.25
1087000000,  21.29
1088000000,  21.34
1089000000,  21.25
1090000000,  21.27
1091000000,  21.28
1092000000,  21.27
1093000000,  21.40
1094000000,  21.39
1095000000,  21.34
1096000000,  21.46
1097000000,  21.47
1098000000,  21.48
1099000000,  21.60
1100000000,  21.53
1101000000,  21.46
1102000000,  21.53
1103000000,  21.58
1104000000,  21.57
1105000000,  21.47
1106000000,  21.72
1107000000,  21.77
1108000000,  21.69
1109000000,  21.64
1110000000,  21.77
1111000000,  21.74
1112000000,  21.85
1113000000,  21.93
1114000000,  22.03
1115000000,  22.05
1116000000,  22.05
1117000000,  21.99
1118000000,  22.09
1119000000,  22.26
1120000000,  22.17
1121000000,  22.10
1122000000,  22.29
1123000000,  22.39
1124000000,  22.34
1125000000,  22.20
1126000000,  22.14
1127000000,  22.15
1128000000,  22.33
1129000000,  22.30
1130000000,  22.21
1131000000,  22.45
1132000000,  22.49
1133000000,  22.53
1134000000,  22.49
1135000000,  22.44
1136000000,  22.57
1137000000,  22.48
1138000000,  22.62
1139000000,  22.49
1140000000,  22.48
1141000000,  22.60
1142000000,  22.37
1143000000,  22.48
1144000000,  22.47
1145000000,  22.38
1146000000,  22.53
1147000000,  22.42
1148000000,  22.14
1149000000,  22.19
1150000000,  22.14
1151000000,  22.32
1152000000,  22.03
1153000000,  21.99
1154000000,  22.07
1155000000,  22.16
1156000000,  21.77
1157000000,  21.77
1158000000,  21.66
1159000000,  21.63
1160000000,  21.58
1161000000,  21.62
1162000000,  21.49
1163000000,  21.64
1164000000,  21.63
1165000000,  21.55
1166000000,  21.42
1167000000,  21.42
1168000000,  21.37
1169000000,  21.22
1170000000,  21.30
1171000000,  21.20
1172000000,  21.45
1173000000,  21.34
1174000000,  21.15
1175000000,  21.08
1176000000,  21.13
1177000000,  21.19
1178000000,  20.93
1179000000,  20.87
1180000000,  20.90
1181000000,  20.76
1182000000,  20.80
1183000000,  20.74
1184000000,  20.76
1185000000,  20.60
1186000000,  20.53
1187000000,  20.62
1188000000,  20.56
1189000000,  20.45
1190000000,  20.69
1191000000,  20.59
1192000000,  20.48
1193000000,  20.33
1194000000,  20.50
1195000000,  20.66
1196000000,  20.46
1197000000,  20.42
1198000000,  20.38
1199000000,  20.44
1200000000,  20.51
1201000000,  20.48
1202000000,  20.30
1203000000,  20.42
1204000000,  20.31
1205000000,  20.25
1206000000,  20.33
1207000000,  20.37
1208000000,  20.22
1209000000,  20.17
1210000000,  20.30
1211000000,  20.41
1212000000,  20.11
1213000000,  20.41
1214000000,  20.30
1215000000,  20.26
1216000000,  20.09
1217000000,  20.36
1218000000,  20.36
1219000000,  20.44
1220000000,  20.39
1221000000,  20.50
1222000000,  20.47
1223000000,  20.60
1224000000,  20.66
1225000000,  20.65
1226000000,  20.70
1227000000,  20.84
1228000000,  20.90
1229000000,  20.78
1230000000,  20.92
1231000000,  21.18
1232000000,  21.09
1233000000,  21.13
1234000000,  21.10
1235000000,  21.09
1236000000,  21.25
1237000000,  21.65
1238000000,  21.64
1239000000,  21.60
1240000000,  21.58
1241000000,  21.68
1242000000,  21.92
1243000000,  21.78
1244000000,  22.23
1245000000,  22.05
1246000000,  22.09
1247000000,  22.32
1248000000,  22.23
1249000000,  22.24
1250000000,  22.29
1251000000,  22.51
1252000000,  22.52
1253000000,  22.58
1254000000,  22.59
1255000000,  22.62
1256000000,  22.81
1257000000,  22.73
1258000000,  22.88
1259000000,  22.94
1260000000,  22.85
1261000000,  22.94
1262000000,  22.90
1263000000,  23.13
1264000000,  22.73
1265000000,  23.14
1266000000,  23.01
1267000000,  23.14
1268000000,  23.18
1269000000,  23.00
1270000000,  23.16
1271000000,  23.43
1272000000,  23.16
1273000000,  23.52
1274000000,  23.58
1275000000,  23.42
1276000000,  23.55
1277000000,  23.64
1278000000,  23.65
1279000000,  23.65
1280000000,  23.71
1281000000,  23.80
1282000000,  23.71
1283000000,  23.58
1284000000,  23.80
1285000000,  23.70
1286000000,  23.65
1287000000,  23.76
1288000000,  23.74
1289000000,  23.67
1290000000,  23.58
1291000000,  23.44
1292000000,  23.60
1293000000,  23.56
1294000000,  23.78
1295000000,  23.40
1296000000,  23.50
1297000000,  23.53
1298000000,  23.36
1299000000,  23.71
1300000000,  23.40
1301000000,  23.46
1302000000,  23.18
1303000000,  23.20
1304000000,  23.20
1305000000,  23.15
1306000000,  23.01
1307000000,  22.94
1308000000,  22.83
1309000000,  23.01
1310000000,  22.73
1311000000,  22.76
1312000000,  22.79
1313000000,  22.85
1314000000,  22.82
1315000000,  22.71
1316000000,  22.78
1317000000,  22.78
1318000000,  22.69
1319000000,  22.76
1320000000,  22.82
1321000000,  22.61
1322000000,  22.69
1323000000,  22.76
1324000000,  22.64
1325000000,  22.62
