#RxL_SN4010_calculated_noise_V_chan
# f (Hz),T_e_cal (K)
 900000000,  22.16
 901000000,  22.05
 902000000,  22.13
 903000000,  22.18
 904000000,  22.14
 905000000,  22.05
 906000000,  22.08
 907000000,  22.06
 908000000,  21.96
 909000000,  22.05
 910000000,  21.94
 911000000,  21.90
 912000000,  21.95
 913000000,  21.95
 914000000,  22.01
 915000000,  22.06
 916000000,  22.05
 917000000,  22.04
 918000000,  22.14
 919000000,  22.22
 920000000,  22.22
 921000000,  22.07
 922000000,  22.07
 923000000,  22.23
 924000000,  22.20
 925000000,  22.09
 926000000,  22.11
 927000000,  22.25
 928000000,  22.25
 929000000,  22.16
 930000000,  22.26
 931000000,  22.21
 932000000,  22.25
 933000000,  22.49
 934000000,  22.47
 935000000,  22.45
 936000000,  22.51
 937000000,  22.47
 938000000,  22.40
 939000000,  22.30
 940000000,  22.33
 941000000,  22.48
 942000000,  22.37
 943000000,  22.25
 944000000,  22.36
 945000000,  22.39
 946000000,  22.52
 947000000,  22.56
 948000000,  22.43
 949000000,  22.44
 950000000,  22.39
 951000000,  22.29
 952000000,  22.45
 953000000,  22.38
 954000000,  22.21
 955000000,  22.26
 956000000,  22.34
 957000000,  22.13
 958000000,  22.16
 959000000,  22.17
 960000000,  21.96
 961000000,  21.96
 962000000,  22.08
 963000000,  22.08
 964000000,  21.93
 965000000,  21.76
 966000000,  21.79
 967000000,  21.84
 968000000,  21.66
 969000000,  21.58
 970000000,  21.59
 971000000,  21.61
 972000000,  21.46
 973000000,  21.43
 974000000,  21.58
 975000000,  21.46
 976000000,  21.36
 977000000,  21.36
 978000000,  21.35
 979000000,  21.19
 980000000,  21.10
 981000000,  21.12
 982000000,  21.12
 983000000,  21.18
 984000000,  21.11
 985000000,  21.01
 986000000,  21.03
 987000000,  21.06
 988000000,  21.01
 989000000,  20.96
 990000000,  21.05
 991000000,  21.09
 992000000,  21.16
 993000000,  21.03
 994000000,  20.96
 995000000,  21.00
 996000000,  20.95
 997000000,  20.97
 998000000,  20.96
 999000000,  21.07
1000000000,  21.03
1001000000,  20.87
1002000000,  20.91
1003000000,  20.89
1004000000,  20.87
1005000000,  20.90
1006000000,  20.98
1007000000,  21.01
1008000000,  20.98
1009000000,  20.96
1010000000,  21.11
1011000000,  21.02
1012000000,  21.07
1013000000,  21.16
1014000000,  21.20
1015000000,  21.11
1016000000,  21.01
1017000000,  21.16
1018000000,  21.25
1019000000,  21.23
1020000000,  21.29
1021000000,  21.38
1022000000,  21.21
1023000000,  21.35
1024000000,  21.31
1025000000,  21.28
1026000000,  21.40
1027000000,  21.36
1028000000,  21.33
1029000000,  21.43
1030000000,  21.45
1031000000,  21.47
1032000000,  21.54
1033000000,  21.53
1034000000,  21.55
1035000000,  21.50
1036000000,  21.62
1037000000,  21.68
1038000000,  21.51
1039000000,  21.49
1040000000,  21.65
1041000000,  21.63
1042000000,  21.65
1043000000,  21.62
1044000000,  21.60
1045000000,  21.62
1046000000,  21.53
1047000000,  21.46
1048000000,  21.49
1049000000,  21.53
1050000000,  21.59
1051000000,  21.44
1052000000,  21.58
1053000000,  21.66
1054000000,  21.62
1055000000,  21.64
1056000000,  21.48
1057000000,  21.53
1058000000,  21.43
1059000000,  21.47
1060000000,  21.44
1061000000,  21.42
1062000000,  21.36
1063000000,  21.41
1064000000,  21.39
1065000000,  21.39
1066000000,  21.30
1067000000,  21.33
1068000000,  21.27
1069000000,  21.14
1070000000,  21.17
1071000000,  21.19
1072000000,  21.28
1073000000,  21.38
1074000000,  21.28
1075000000,  21.16
1076000000,  21.26
1077000000,  21.29
1078000000,  21.15
1079000000,  21.19
1080000000,  21.15
1081000000,  21.13
1082000000,  21.17
1083000000,  21.19
1084000000,  21.14
1085000000,  21.26
1086000000,  21.23
1087000000,  21.26
1088000000,  21.26
1089000000,  21.25
1090000000,  21.11
1091000000,  21.16
1092000000,  21.25
1093000000,  21.35
1094000000,  21.29
1095000000,  21.46
1096000000,  21.32
1097000000,  21.29
1098000000,  21.39
1099000000,  21.45
1100000000,  21.41
1101000000,  21.36
1102000000,  21.61
1103000000,  21.48
1104000000,  21.45
1105000000,  21.48
1106000000,  21.57
1107000000,  21.47
1108000000,  21.49
1109000000,  21.73
1110000000,  21.60
1111000000,  21.75
1112000000,  21.75
1113000000,  21.77
1114000000,  21.89
1115000000,  22.01
1116000000,  21.88
1117000000,  21.86
1118000000,  21.91
1119000000,  22.01
1120000000,  21.85
1121000000,  21.87
1122000000,  21.93
1123000000,  22.04
1124000000,  21.84
1125000000,  22.06
1126000000,  22.10
1127000000,  21.99
1128000000,  22.21
1129000000,  22.16
1130000000,  22.26
1131000000,  22.26
1132000000,  22.05
1133000000,  22.18
1134000000,  22.21
1135000000,  22.18
1136000000,  22.26
1137000000,  22.22
1138000000,  22.11
1139000000,  22.14
1140000000,  22.20
1141000000,  22.27
1142000000,  22.30
1143000000,  22.18
1144000000,  22.19
1145000000,  22.18
1146000000,  22.16
1147000000,  22.17
1148000000,  22.00
1149000000,  22.15
1150000000,  22.05
1151000000,  21.88
1152000000,  21.81
1153000000,  21.57
1154000000,  21.80
1155000000,  21.82
1156000000,  21.77
1157000000,  21.76
1158000000,  21.89
1159000000,  21.58
1160000000,  21.58
1161000000,  21.78
1162000000,  21.66
1163000000,  21.55
1164000000,  21.45
1165000000,  21.51
1166000000,  21.57
1167000000,  21.23
1168000000,  21.07
1169000000,  21.28
1170000000,  21.20
1171000000,  21.02
1172000000,  21.02
1173000000,  20.86
1174000000,  21.01
1175000000,  20.88
1176000000,  20.79
1177000000,  20.68
1178000000,  20.78
1179000000,  20.77
1180000000,  20.64
1181000000,  20.64
1182000000,  20.61
1183000000,  20.33
1184000000,  20.39
1185000000,  20.43
1186000000,  20.31
1187000000,  20.17
1188000000,  20.20
1189000000,  20.10
1190000000,  20.07
1191000000,  20.16
1192000000,  19.94
1193000000,  20.05
1194000000,  20.13
1195000000,  19.95
1196000000,  19.87
1197000000,  20.01
1198000000,  20.01
1199000000,  19.92
1200000000,  19.95
1201000000,  19.82
1202000000,  19.69
1203000000,  19.74
1204000000,  19.90
1205000000,  19.96
1206000000,  19.81
1207000000,  19.98
1208000000,  19.80
1209000000,  19.96
1210000000,  19.85
1211000000,  20.11
1212000000,  20.05
1213000000,  20.00
1214000000,  19.94
1215000000,  19.92
1216000000,  19.96
1217000000,  20.08
1218000000,  20.19
1219000000,  20.14
1220000000,  20.16
1221000000,  20.28
1222000000,  20.20
1223000000,  20.37
1224000000,  20.41
1225000000,  20.42
1226000000,  20.39
1227000000,  20.47
1228000000,  20.57
1229000000,  20.55
1230000000,  20.69
1231000000,  20.80
1232000000,  20.80
1233000000,  20.65
1234000000,  20.82
1235000000,  20.98
1236000000,  20.97
1237000000,  21.03
1238000000,  21.11
1239000000,  21.32
1240000000,  21.38
1241000000,  21.27
1242000000,  21.42
1243000000,  21.24
1244000000,  21.41
1245000000,  21.49
1246000000,  21.72
1247000000,  21.66
1248000000,  21.53
1249000000,  21.88
1250000000,  21.86
1251000000,  22.13
1252000000,  21.85
1253000000,  22.07
1254000000,  22.09
1255000000,  22.25
1256000000,  22.35
1257000000,  22.60
1258000000,  22.46
1259000000,  22.50
1260000000,  22.71
1261000000,  22.60
1262000000,  22.92
1263000000,  22.93
1264000000,  22.90
1265000000,  23.03
1266000000,  22.98
1267000000,  23.03
1268000000,  23.05
1269000000,  23.02
1270000000,  23.03
1271000000,  23.25
1272000000,  23.17
1273000000,  23.20
1274000000,  23.47
1275000000,  23.36
1276000000,  23.44
1277000000,  23.53
1278000000,  23.44
1279000000,  23.47
1280000000,  23.38
1281000000,  23.59
1282000000,  23.39
1283000000,  23.34
1284000000,  23.22
1285000000,  23.53
1286000000,  23.62
1287000000,  23.41
1288000000,  23.49
1289000000,  23.05
1290000000,  23.15
1291000000,  23.43
1292000000,  23.15
1293000000,  23.36
1294000000,  23.24
1295000000,  23.25
1296000000,  23.07
1297000000,  22.95
1298000000,  22.92
1299000000,  22.81
1300000000,  23.09
1301000000,  22.89
1302000000,  23.06
1303000000,  22.81
1304000000,  22.67
1305000000,  22.85
1306000000,  22.70
1307000000,  22.62
1308000000,  22.76
1309000000,  22.77
1310000000,  22.73
1311000000,  22.44
1312000000,  22.45
1313000000,  22.42
1314000000,  22.35
1315000000,  22.38
1316000000,  22.34
1317000000,  22.11
1318000000,  22.05
1319000000,  22.13
1320000000,  22.27
1321000000,  21.96
1322000000,  22.03
1323000000,  21.91
1324000000,  21.90
1325000000,  22.15
1326000000,  22.11
1327000000,  21.78
1328000000,  21.94
1329000000,  21.85
1330000000,  21.62
1331000000,  21.87
1332000000,  21.73
1333000000,  21.71
1334000000,  21.86
1335000000,  21.57
1336000000,  21.48
1337000000,  21.62
1338000000,  21.52
1339000000,  21.12
1340000000,  21.42
1341000000,  21.30
1342000000,  21.25
1343000000,  21.26
1344000000,  21.35
1345000000,  21.15
1346000000,  20.95
1347000000,  21.17
1348000000,  21.36
1349000000,  21.15
1350000000,  21.08
1351000000,  21.04
1352000000,  21.19
1353000000,  21.10
1354000000,  21.24
1355000000,  21.26
1356000000,  21.04
1357000000,  21.25
1358000000,  21.11
1359000000,  21.18
1360000000,  21.35
1361000000,  21.22
1362000000,  21.06
1363000000,  21.08
1364000000,  21.17
1365000000,  21.12
1366000000,  21.29
1367000000,  21.28
1368000000,  21.26
1369000000,  21.24
1370000000,  21.24
1371000000,  21.20
1372000000,  21.34
1373000000,  21.34
1374000000,  21.52
1375000000,  21.45
1376000000,  21.25
1377000000,  21.18
1378000000,  21.43
1379000000,  21.25
1380000000,  21.39
1381000000,  21.33
1382000000,  21.25
1383000000,  21.37
1384000000,  21.21
1385000000,  21.28
1386000000,  21.33
1387000000,  21.19
1388000000,  21.26
1389000000,  21.20
1390000000,  21.31
1391000000,  21.24
1392000000,  21.17
1393000000,  21.34
1394000000,  21.39
1395000000,  21.08
1396000000,  21.42
1397000000,  21.43
1398000000,  21.46
1399000000,  21.39
1400000000,  21.46
1401000000,  21.43
1402000000,  21.46
1403000000,  21.55
1404000000,  21.42
1405000000,  21.61
1406000000,  21.56
1407000000,  21.75
1408000000,  21.70
1409000000,  21.79
1410000000,  21.66
1411000000,  21.76
1412000000,  21.99
