#RxL_SN4013_calculated_noise_H_chan
# f (Hz),T_e_cal (K)
 900000000,  19.92
 901000000,  19.92
 902000000,  20.01
 903000000,  19.75
 904000000,  19.85
 905000000,  19.72
 906000000,  19.71
 907000000,  19.83
 908000000,  19.77
 909000000,  19.54
 910000000,  19.76
 911000000,  19.70
 912000000,  19.76
 913000000,  19.70
 914000000,  19.63
 915000000,  20.02
 916000000,  19.79
 917000000,  19.73
 918000000,  19.79
 919000000,  19.76
 920000000,  19.82
 921000000,  19.94
 922000000,  19.88
 923000000,  20.00
 924000000,  20.11
 925000000,  20.01
 926000000,  20.13
 927000000,  20.21
 928000000,  20.04
 929000000,  20.09
 930000000,  20.32
 931000000,  20.12
 932000000,  20.33
 933000000,  20.48
 934000000,  20.44
 935000000,  20.68
 936000000,  20.45
 937000000,  20.55
 938000000,  20.56
 939000000,  20.42
 940000000,  20.61
 941000000,  20.65
 942000000,  20.85
 943000000,  20.64
 944000000,  20.69
 945000000,  20.74
 946000000,  20.74
 947000000,  20.89
 948000000,  20.78
 949000000,  20.64
 950000000,  20.77
 951000000,  20.77
 952000000,  20.83
 953000000,  20.86
 954000000,  20.71
 955000000,  20.68
 956000000,  20.79
 957000000,  20.46
 958000000,  20.73
 959000000,  20.53
 960000000,  20.71
 961000000,  20.72
 962000000,  20.58
 963000000,  20.51
 964000000,  20.35
 965000000,  20.49
 966000000,  20.35
 967000000,  20.32
 968000000,  20.19
 969000000,  20.14
 970000000,  20.10
 971000000,  20.05
 972000000,  20.16
 973000000,  19.70
 974000000,  19.74
 975000000,  19.75
 976000000,  19.63
 977000000,  19.48
 978000000,  19.59
 979000000,  19.48
 980000000,  19.45
 981000000,  19.21
 982000000,  19.44
 983000000,  19.31
 984000000,  19.16
 985000000,  19.16
 986000000,  19.12
 987000000,  19.08
 988000000,  19.04
 989000000,  18.97
 990000000,  18.97
 991000000,  18.86
 992000000,  19.02
 993000000,  18.86
 994000000,  18.82
 995000000,  18.78
 996000000,  18.81
 997000000,  18.76
 998000000,  18.63
 999000000,  18.58
1000000000,  18.78
1001000000,  18.92
1002000000,  18.63
1003000000,  18.80
1004000000,  18.66
1005000000,  18.77
1006000000,  18.86
1007000000,  18.78
1008000000,  18.75
1009000000,  18.75
1010000000,  18.85
1011000000,  18.90
1012000000,  18.91
1013000000,  18.97
1014000000,  18.95
1015000000,  18.79
1016000000,  18.93
1017000000,  18.95
1018000000,  18.99
1019000000,  19.17
1020000000,  19.19
1021000000,  19.39
1022000000,  19.34
1023000000,  19.22
1024000000,  19.27
1025000000,  19.42
1026000000,  19.45
1027000000,  19.53
1028000000,  19.48
1029000000,  19.41
1030000000,  19.54
1031000000,  19.45
1032000000,  19.65
1033000000,  19.63
1034000000,  19.76
1035000000,  19.74
1036000000,  19.68
1037000000,  19.90
1038000000,  19.89
1039000000,  19.88
1040000000,  19.92
1041000000,  20.03
1042000000,  20.15
1043000000,  19.98
1044000000,  20.25
1045000000,  20.27
1046000000,  20.27
1047000000,  20.43
1048000000,  20.25
1049000000,  20.33
1050000000,  20.29
