#RxL_SN3_calculated_noise_H_chan
# f (Hz),T_e_cal (K)
 900000000,  19.32
 901000000,  19.63
 902000000,  19.68
 903000000,  19.49
 904000000,  19.43
 905000000,  19.45
 906000000,  19.46
 907000000,  19.54
 908000000,  19.51
 909000000,  19.41
 910000000,  19.41
 911000000,  19.39
 912000000,  19.36
 913000000,  19.36
 914000000,  19.37
 915000000,  19.41
 916000000,  19.48
 917000000,  19.45
 918000000,  19.44
 919000000,  19.37
 920000000,  19.32
 921000000,  19.48
 922000000,  19.43
 923000000,  19.33
 924000000,  19.43
 925000000,  19.49
 926000000,  19.42
 927000000,  19.45
 928000000,  19.40
 929000000,  19.42
 930000000,  19.44
 931000000,  19.43
 932000000,  19.45
 933000000,  19.59
 934000000,  19.74
 935000000,  19.73
 936000000,  19.70
 937000000,  19.69
 938000000,  19.80
 939000000,  19.82
 940000000,  19.83
 941000000,  19.83
 942000000,  19.82
 943000000,  19.83
 944000000,  20.02
 945000000,  20.04
 946000000,  19.96
 947000000,  20.06
 948000000,  20.06
 949000000,  19.97
 950000000,  19.96
 951000000,  19.97
 952000000,  20.08
 953000000,  20.30
 954000000,  20.25
 955000000,  20.08
 956000000,  20.11
 957000000,  20.10
 958000000,  20.16
 959000000,  20.19
 960000000,  20.12
 961000000,  20.04
 962000000,  20.01
 963000000,  20.07
 964000000,  20.08
 965000000,  19.97
 966000000,  20.01
 967000000,  20.03
 968000000,  20.01
 969000000,  19.91
 970000000,  19.84
 971000000,  19.95
 972000000,  20.03
 973000000,  19.90
 974000000,  19.67
 975000000,  19.79
 976000000,  19.89
 977000000,  19.87
 978000000,  19.66
 979000000,  19.53
 980000000,  19.60
 981000000,  19.54
 982000000,  19.42
 983000000,  19.55
 984000000,  19.53
 985000000,  19.45
 986000000,  19.46
 987000000,  19.37
 988000000,  19.26
 989000000,  19.26
 990000000,  19.27
 991000000,  19.29
 992000000,  19.34
 993000000,  19.32
 994000000,  19.41
 995000000,  19.47
 996000000,  19.29
 997000000,  19.22
 998000000,  19.29
 999000000,  19.33
1000000000,  19.14
1001000000,  19.16
1002000000,  19.21
1003000000,  19.24
1004000000,  19.20
1005000000,  19.27
1006000000,  19.35
1007000000,  19.24
1008000000,  19.30
1009000000,  19.25
1010000000,  19.27
1011000000,  19.27
1012000000,  19.24
1013000000,  19.22
1014000000,  19.23
1015000000,  19.24
1016000000,  19.20
1017000000,  19.10
1018000000,  19.35
1019000000,  19.32
1020000000,  19.24
1021000000,  19.33
1022000000,  19.46
1023000000,  19.39
1024000000,  19.53
1025000000,  19.52
1026000000,  19.38
1027000000,  19.40
1028000000,  19.57
1029000000,  19.52
1030000000,  19.54
1031000000,  19.59
1032000000,  19.55
1033000000,  19.68
1034000000,  19.71
1035000000,  19.61
1036000000,  19.58
1037000000,  19.51
1038000000,  19.51
1039000000,  19.63
1040000000,  19.75
1041000000,  19.51
1042000000,  19.55
1043000000,  19.63
1044000000,  19.58
1045000000,  19.68
1046000000,  19.58
1047000000,  19.53
1048000000,  19.48
1049000000,  19.50
1050000000,  19.61
1051000000,  19.38
1052000000,  19.35
1053000000,  19.36
1054000000,  19.40
1055000000,  19.27
1056000000,  19.37
1057000000,  19.44
1058000000,  19.30
1059000000,  19.31
1060000000,  19.25
1061000000,  19.29
1062000000,  19.15
1063000000,  19.07
1064000000,  19.23
1065000000,  19.29
1066000000,  19.04
1067000000,  19.03
1068000000,  19.20
1069000000,  19.12
1070000000,  18.95
1071000000,  19.03
1072000000,  19.10
1073000000,  18.96
1074000000,  18.86
1075000000,  18.79
1076000000,  18.86
1077000000,  18.84
1078000000,  18.81
1079000000,  18.80
1080000000,  18.70
1081000000,  18.66
1082000000,  18.77
1083000000,  18.62
1084000000,  18.59
1085000000,  18.71
1086000000,  18.66
1087000000,  18.69
1088000000,  18.59
1089000000,  18.53
1090000000,  18.55
1091000000,  18.55
1092000000,  18.44
1093000000,  18.32
1094000000,  18.45
1095000000,  18.51
1096000000,  18.53
1097000000,  18.56
1098000000,  18.43
1099000000,  18.51
1100000000,  18.49
1101000000,  18.54
1102000000,  18.63
1103000000,  18.55
1104000000,  18.60
1105000000,  18.62
1106000000,  18.60
1107000000,  18.41
