#RxL_SN4_calculated_noise_V_chan
# f (Hz),T_e_cal (K)
 900000000,  17.36
 901000000,  17.20
 902000000,  17.31
 903000000,  17.26
 904000000,  17.23
 905000000,  17.28
 906000000,  17.17
 907000000,  17.00
 908000000,  17.31
 909000000,  17.16
 910000000,  17.13
 911000000,  17.29
 912000000,  16.94
 913000000,  17.22
 914000000,  17.10
 915000000,  17.13
 916000000,  17.28
 917000000,  16.94
 918000000,  17.04
 919000000,  17.05
 920000000,  17.24
 921000000,  16.96
 922000000,  17.01
 923000000,  17.28
 924000000,  17.08
 925000000,  17.30
 926000000,  17.28
 927000000,  17.27
 928000000,  17.14
 929000000,  17.36
 930000000,  17.21
 931000000,  17.40
 932000000,  17.06
 933000000,  17.46
 934000000,  17.42
 935000000,  17.32
 936000000,  17.28
 937000000,  17.31
 938000000,  17.23
 939000000,  17.34
 940000000,  17.31
 941000000,  17.32
 942000000,  17.43
 943000000,  17.31
 944000000,  17.65
 945000000,  17.50
 946000000,  17.51
 947000000,  17.56
 948000000,  17.47
 949000000,  17.22
 950000000,  17.51
 951000000,  17.70
 952000000,  17.30
 953000000,  17.48
 954000000,  17.30
 955000000,  17.48
 956000000,  17.44
 957000000,  17.31
 958000000,  17.18
 959000000,  17.41
 960000000,  17.20
 961000000,  17.37
 962000000,  17.05
 963000000,  16.99
 964000000,  17.21
 965000000,  17.14
 966000000,  16.96
 967000000,  16.86
 968000000,  16.81
 969000000,  17.04
 970000000,  16.91
 971000000,  16.90
 972000000,  16.65
 973000000,  16.75
 974000000,  16.72
 975000000,  16.49
 976000000,  16.71
 977000000,  16.60
 978000000,  16.28
 979000000,  16.62
 980000000,  16.26
 981000000,  16.40
 982000000,  16.40
 983000000,  16.44
 984000000,  16.41
 985000000,  16.54
 986000000,  16.55
 987000000,  16.36
 988000000,  16.25
 989000000,  16.46
 990000000,  16.45
 991000000,  16.40
 992000000,  16.29
 993000000,  16.31
 994000000,  16.47
 995000000,  16.48
 996000000,  16.45
 997000000,  16.37
 998000000,  16.46
 999000000,  16.50
1000000000,  16.39
1001000000,  16.47
1002000000,  16.65
1003000000,  16.51
1004000000,  16.46
1005000000,  16.57
1006000000,  16.43
1007000000,  16.44
1008000000,  16.41
1009000000,  16.43
1010000000,  16.59
1011000000,  16.47
1012000000,  16.50
1013000000,  16.56
1014000000,  16.69
1015000000,  16.48
1016000000,  16.50
1017000000,  16.64
1018000000,  16.66
1019000000,  16.44
1020000000,  16.77
1021000000,  16.66
1022000000,  16.72
1023000000,  16.67
1024000000,  16.67
1025000000,  16.70
1026000000,  16.85
1027000000,  16.81
1028000000,  16.72
1029000000,  16.76
1030000000,  16.85
1031000000,  16.86
1032000000,  16.77
1033000000,  16.72
1034000000,  16.79
1035000000,  16.75
1036000000,  16.87
1037000000,  16.95
1038000000,  16.66
1039000000,  16.68
1040000000,  16.86
1041000000,  16.78
1042000000,  16.73
1043000000,  16.89
1044000000,  16.76
1045000000,  16.74
1046000000,  16.73
1047000000,  16.71
1048000000,  16.60
1049000000,  16.50
1050000000,  16.45
1051000000,  16.68
1052000000,  16.55
1053000000,  16.62
1054000000,  16.62
1055000000,  16.65
1056000000,  16.65
1057000000,  16.46
1058000000,  16.56
1059000000,  16.69
1060000000,  16.73
1061000000,  16.57
1062000000,  16.49
1063000000,  16.55
1064000000,  16.52
1065000000,  16.54
1066000000,  16.41
1067000000,  16.28
1068000000,  16.53
1069000000,  16.45
1070000000,  16.30
1071000000,  16.24
1072000000,  16.60
1073000000,  16.41
1074000000,  16.40
1075000000,  16.44
1076000000,  16.43
1077000000,  16.36
1078000000,  16.59
1079000000,  16.31
1080000000,  16.37
1081000000,  16.38
1082000000,  16.41
1083000000,  16.18
1084000000,  16.50
1085000000,  16.35
1086000000,  16.33
1087000000,  16.57
1088000000,  16.41
1089000000,  16.38
1090000000,  16.52
1091000000,  16.37
1092000000,  16.44
1093000000,  16.17
1094000000,  16.28
1095000000,  16.53
1096000000,  16.60
1097000000,  16.44
1098000000,  16.55
1099000000,  16.29
1100000000,  16.60
1101000000,  16.44
1102000000,  16.59
1103000000,  16.44
1104000000,  16.56
1105000000,  16.66
1106000000,  16.79
1107000000,  16.75
1108000000,  16.75
1109000000,  16.66
1110000000,  16.60
1111000000,  16.78
1112000000,  16.87
1113000000,  16.86
1114000000,  16.81
