#RxL_SN4005_calculated_noise_H_chan
# f (Hz),T_e_cal (K)
 900000000,  20.54
 901000000,  20.68
 902000000,  20.64
 903000000,  20.52
 904000000,  20.59
 905000000,  20.60
 906000000,  20.53
 907000000,  20.45
 908000000,  20.44
 909000000,  20.58
 910000000,  20.60
 911000000,  20.57
 912000000,  20.43
 913000000,  20.40
 914000000,  20.55
 915000000,  20.61
 916000000,  20.62
 917000000,  20.55
 918000000,  20.41
 919000000,  20.41
 920000000,  20.48
 921000000,  20.43
 922000000,  20.44
 923000000,  20.62
 924000000,  20.70
 925000000,  20.70
 926000000,  20.64
 927000000,  20.68
 928000000,  20.64
 929000000,  20.58
 930000000,  20.66
 931000000,  20.75
 932000000,  20.76
 933000000,  20.72
 934000000,  20.82
 935000000,  20.74
 936000000,  20.72
 937000000,  20.78
 938000000,  20.85
 939000000,  20.95
 940000000,  20.93
 941000000,  20.84
 942000000,  20.96
 943000000,  21.06
 944000000,  21.09
 945000000,  21.13
 946000000,  21.19
 947000000,  21.26
 948000000,  21.28
 949000000,  21.33
 950000000,  21.46
 951000000,  21.55
 952000000,  21.68
 953000000,  21.71
 954000000,  21.58
 955000000,  21.57
 956000000,  21.57
 957000000,  21.59
 958000000,  21.60
 959000000,  21.49
 960000000,  21.52
 961000000,  21.54
 962000000,  21.55
 963000000,  21.57
 964000000,  21.59
 965000000,  21.52
 966000000,  21.40
 967000000,  21.46
 968000000,  21.41
 969000000,  21.47
 970000000,  21.57
 971000000,  21.55
 972000000,  21.45
 973000000,  21.28
 974000000,  21.19
 975000000,  21.27
 976000000,  21.35
 977000000,  21.20
 978000000,  21.24
 979000000,  21.21
 980000000,  21.11
 981000000,  20.98
 982000000,  20.92
 983000000,  21.08
 984000000,  21.10
 985000000,  21.00
 986000000,  20.92
 987000000,  20.85
 988000000,  20.94
 989000000,  20.91
 990000000,  20.87
 991000000,  20.94
 992000000,  20.80
 993000000,  20.90
 994000000,  20.91
 995000000,  20.86
 996000000,  20.79
 997000000,  20.76
 998000000,  20.81
 999000000,  20.84
1000000000,  20.82
1001000000,  20.71
1002000000,  20.64
1003000000,  20.71
1004000000,  20.72
1005000000,  20.74
1006000000,  20.84
1007000000,  20.65
1008000000,  20.69
1009000000,  20.82
1010000000,  20.71
1011000000,  20.78
1012000000,  20.72
1013000000,  20.68
1014000000,  20.69
1015000000,  20.74
1016000000,  20.74
1017000000,  20.77
1018000000,  20.73
1019000000,  20.64
1020000000,  20.71
1021000000,  20.71
1022000000,  20.66
1023000000,  20.76
1024000000,  20.71
1025000000,  20.82
1026000000,  20.91
1027000000,  20.87
1028000000,  20.95
1029000000,  20.91
1030000000,  20.89
1031000000,  20.85
1032000000,  20.75
1033000000,  20.74
1034000000,  20.85
1035000000,  20.95
1036000000,  20.88
1037000000,  20.92
1038000000,  21.08
1039000000,  20.97
1040000000,  21.06
1041000000,  20.90
1042000000,  20.84
1043000000,  20.94
1044000000,  20.92
1045000000,  20.83
1046000000,  20.83
1047000000,  20.78
1048000000,  20.75
1049000000,  20.75
1050000000,  20.79
1051000000,  20.79
1052000000,  20.66
1053000000,  20.69
1054000000,  20.63
1055000000,  20.71
1056000000,  20.67
1057000000,  20.81
1058000000,  20.81
1059000000,  20.64
1060000000,  20.58
1061000000,  20.63
1062000000,  20.61
1063000000,  20.52
1064000000,  20.46
1065000000,  20.51
1066000000,  20.52
1067000000,  20.41
1068000000,  20.39
1069000000,  20.44
1070000000,  20.27
1071000000,  20.41
1072000000,  20.54
1073000000,  20.50
1074000000,  20.44
1075000000,  20.38
1076000000,  20.41
1077000000,  20.21
1078000000,  20.19
1079000000,  20.29
1080000000,  20.13
1081000000,  20.14
1082000000,  20.22
1083000000,  20.10
1084000000,  20.11
1085000000,  20.00
1086000000,  19.98
1087000000,  20.03
1088000000,  19.99
1089000000,  19.88
1090000000,  20.05
1091000000,  20.19
1092000000,  19.91
1093000000,  19.85
1094000000,  19.98
1095000000,  19.94
1096000000,  20.01
1097000000,  20.06
1098000000,  19.95
1099000000,  19.95
1100000000,  20.02
1101000000,  20.08
1102000000,  20.08
1103000000,  20.09
1104000000,  20.04
1105000000,  20.00
1106000000,  20.11
1107000000,  20.06
1108000000,  20.01
1109000000,  20.21
1110000000,  20.21
1111000000,  20.41
1112000000,  20.27
1113000000,  20.25
1114000000,  20.24
1115000000,  20.31
1116000000,  20.36
1117000000,  20.38
1118000000,  20.35
1119000000,  20.35
1120000000,  20.50
1121000000,  20.39
1122000000,  20.33
1123000000,  20.51
1124000000,  20.59
1125000000,  20.59
1126000000,  20.54
1127000000,  20.45
1128000000,  20.63
1129000000,  20.64
1130000000,  20.75
1131000000,  20.63
1132000000,  20.69
1133000000,  20.67
1134000000,  20.95
1135000000,  21.09
1136000000,  20.97
1137000000,  20.81
1138000000,  20.95
1139000000,  21.26
1140000000,  21.18
1141000000,  21.17
1142000000,  21.03
1143000000,  21.23
1144000000,  21.25
1145000000,  21.11
1146000000,  21.22
1147000000,  21.29
1148000000,  21.27
1149000000,  21.20
1150000000,  21.44
1151000000,  21.16
1152000000,  21.12
1153000000,  21.18
1154000000,  21.14
1155000000,  21.28
1156000000,  21.25
1157000000,  21.11
1158000000,  21.13
1159000000,  21.26
1160000000,  21.11
1161000000,  21.05
1162000000,  20.99
1163000000,  21.20
1164000000,  21.13
1165000000,  21.13
1166000000,  21.13
1167000000,  21.12
1168000000,  21.02
1169000000,  21.04
1170000000,  21.05
1171000000,  20.91
1172000000,  20.96
1173000000,  20.77
1174000000,  20.92
1175000000,  20.87
1176000000,  20.88
1177000000,  20.77
1178000000,  20.68
1179000000,  20.62
1180000000,  20.57
1181000000,  20.43
1182000000,  20.30
1183000000,  20.33
1184000000,  20.22
1185000000,  20.42
1186000000,  20.24
1187000000,  20.11
1188000000,  20.12
1189000000,  20.12
1190000000,  19.84
1191000000,  19.92
1192000000,  19.99
1193000000,  20.10
1194000000,  19.97
1195000000,  19.76
1196000000,  19.63
1197000000,  19.68
1198000000,  19.52
1199000000,  19.36
1200000000,  19.48
1201000000,  19.52
1202000000,  19.47
1203000000,  19.17
1204000000,  19.31
1205000000,  19.30
1206000000,  19.28
1207000000,  18.97
1208000000,  19.14
1209000000,  19.20
1210000000,  19.01
1211000000,  18.86
1212000000,  18.98
1213000000,  18.86
1214000000,  18.96
1215000000,  18.67
1216000000,  18.98
1217000000,  18.96
1218000000,  18.78
1219000000,  18.83
1220000000,  18.77
1221000000,  18.87
1222000000,  18.96
1223000000,  18.89
1224000000,  18.83
1225000000,  18.92
1226000000,  18.89
1227000000,  18.92
1228000000,  19.11
1229000000,  18.92
1230000000,  18.85
1231000000,  18.93
1232000000,  18.97
1233000000,  19.07
1234000000,  19.06
1235000000,  19.19
1236000000,  19.18
1237000000,  19.32
1238000000,  19.41
1239000000,  19.38
1240000000,  19.48
1241000000,  19.32
1242000000,  19.42
1243000000,  19.36
1244000000,  19.60
1245000000,  19.58
1246000000,  19.61
1247000000,  19.89
1248000000,  20.11
1249000000,  20.00
1250000000,  19.91
1251000000,  20.10
1252000000,  20.06
1253000000,  20.06
1254000000,  20.06
1255000000,  20.26
1256000000,  20.25
1257000000,  20.42
1258000000,  20.42
1259000000,  20.30
1260000000,  20.50
1261000000,  20.63
1262000000,  20.72
1263000000,  20.82
1264000000,  20.93
1265000000,  21.09
1266000000,  21.08
1267000000,  20.95
1268000000,  21.22
1269000000,  21.11
1270000000,  21.43
1271000000,  21.42
1272000000,  21.59
1273000000,  21.43
1274000000,  21.53
1275000000,  21.82
1276000000,  21.92
1277000000,  21.78
1278000000,  21.87
1279000000,  21.90
1280000000,  22.01
1281000000,  21.98
1282000000,  22.02
1283000000,  22.12
1284000000,  22.25
1285000000,  22.20
1286000000,  22.50
1287000000,  22.33
1288000000,  22.48
1289000000,  22.37
1290000000,  22.58
1291000000,  22.56
1292000000,  22.54
1293000000,  22.78
1294000000,  22.65
1295000000,  22.74
1296000000,  22.58
1297000000,  22.83
1298000000,  22.80
1299000000,  22.84
1300000000,  22.92
1301000000,  22.89
1302000000,  22.87
1303000000,  22.70
1304000000,  23.04
1305000000,  22.91
1306000000,  22.90
1307000000,  22.82
1308000000,  22.85
1309000000,  22.93
1310000000,  22.84
1311000000,  22.83
1312000000,  22.88
1313000000,  23.06
1314000000,  22.77
1315000000,  23.11
1316000000,  22.69
1317000000,  22.68
1318000000,  22.70
1319000000,  22.54
1320000000,  22.68
1321000000,  22.61
1322000000,  22.52
1323000000,  22.36
1324000000,  22.66
1325000000,  22.58
1326000000,  22.38
1327000000,  22.34
1328000000,  22.28
1329000000,  22.19
1330000000,  22.37
1331000000,  22.32
1332000000,  22.56
1333000000,  22.47
1334000000,  22.34
1335000000,  22.16
1336000000,  22.08
1337000000,  22.18
1338000000,  22.20
1339000000,  22.12
1340000000,  22.12
1341000000,  22.08
1342000000,  21.86
1343000000,  22.00
1344000000,  22.24
1345000000,  21.85
1346000000,  21.80
1347000000,  21.83
1348000000,  21.57
1349000000,  21.80
1350000000,  21.78
1351000000,  21.61
1352000000,  21.64
1353000000,  21.65
1354000000,  21.53
1355000000,  21.79
1356000000,  21.70
1357000000,  21.56
1358000000,  21.50
1359000000,  21.47
1360000000,  21.40
1361000000,  21.48
1362000000,  21.57
1363000000,  21.54
1364000000,  21.53
1365000000,  21.66
1366000000,  21.37
1367000000,  21.29
1368000000,  21.40
1369000000,  21.27
1370000000,  21.32
1371000000,  21.04
1372000000,  21.20
1373000000,  21.22
1374000000,  21.25
1375000000,  21.04
1376000000,  21.14
1377000000,  21.22
1378000000,  21.14
1379000000,  21.05
1380000000,  21.12
1381000000,  21.24
1382000000,  21.24
1383000000,  20.98
1384000000,  20.98
1385000000,  21.04
1386000000,  20.91
1387000000,  20.93
1388000000,  21.05
1389000000,  20.77
1390000000,  20.77
1391000000,  20.92
1392000000,  20.74
1393000000,  20.65
1394000000,  20.71
1395000000,  20.91
1396000000,  20.88
1397000000,  20.77
1398000000,  20.64
1399000000,  20.61
1400000000,  20.57
1401000000,  20.70
1402000000,  20.66
1403000000,  20.54
1404000000,  20.49
1405000000,  20.52
1406000000,  20.57
1407000000,  20.71
1408000000,  20.55
1409000000,  20.70
1410000000,  20.78
1411000000,  20.85
1412000000,  20.86
1413000000,  21.13
1414000000,  21.08
1415000000,  21.36
1416000000,  21.59
1417000000,  21.76
1418000000,  21.77
1419000000,  21.97
1420000000,  21.89
1421000000,  21.91
1422000000,  21.89
1423000000,  21.52
1424000000,  21.44
1425000000,  21.24
1426000000,  21.18
1427000000,  21.10
1428000000,  20.96
1429000000,  20.70
1430000000,  20.80
1431000000,  20.67
1432000000,  20.70
1433000000,  20.54
1434000000,  20.36
1435000000,  20.22
1436000000,  20.21
1437000000,  20.33
1438000000,  20.20
1439000000,  19.95
1440000000,  20.04
1441000000,  20.08
1442000000,  19.92
1443000000,  19.84
1444000000,  19.94
1445000000,  20.00
1446000000,  19.87
1447000000,  19.58
1448000000,  19.69
1449000000,  19.58
1450000000,  19.47
1451000000,  19.63
1452000000,  19.65
1453000000,  19.53
1454000000,  19.74
1455000000,  19.60
1456000000,  19.54
1457000000,  19.56
1458000000,  19.63
1459000000,  19.62
1460000000,  19.56
1461000000,  19.59
1462000000,  19.38
1463000000,  19.46
1464000000,  19.61
1465000000,  19.62
1466000000,  19.67
1467000000,  19.52
1468000000,  19.53
1469000000,  19.54
1470000000,  19.56
1471000000,  19.53
1472000000,  19.61
1473000000,  19.45
1474000000,  19.63
1475000000,  19.69
1476000000,  19.53
1477000000,  19.75
1478000000,  19.75
1479000000,  19.69
1480000000,  19.73
1481000000,  19.75
1482000000,  19.84
1483000000,  19.82
1484000000,  19.93
1485000000,  19.97
1486000000,  20.06
1487000000,  19.91
1488000000,  19.93
1489000000,  19.95
1490000000,  20.06
1491000000,  20.17
1492000000,  20.24
1493000000,  20.20
1494000000,  20.17
1495000000,  20.15
1496000000,  20.18
1497000000,  20.37
1498000000,  20.27
1499000000,  20.22
1500000000,  20.12
1501000000,  20.14
1502000000,  20.31
1503000000,  20.35
1504000000,  20.48
1505000000,  20.36
1506000000,  20.38
1507000000,  20.45
1508000000,  20.40
1509000000,  20.53
1510000000,  20.56
1511000000,  20.69
1512000000,  20.57
1513000000,  20.69
1514000000,  20.82
1515000000,  20.74
1516000000,  20.70
1517000000,  20.84
1518000000,  21.02
1519000000,  20.93
1520000000,  20.86
1521000000,  20.77
1522000000,  21.00
1523000000,  21.12
1524000000,  20.96
1525000000,  20.98
1526000000,  21.09
1527000000,  21.01
1528000000,  21.12
1529000000,  21.31
1530000000,  21.27
1531000000,  21.31
1532000000,  21.29
1533000000,  21.12
1534000000,  21.06
1535000000,  21.22
1536000000,  21.38
1537000000,  21.37
1538000000,  21.27
1539000000,  21.25
1540000000,  21.33
1541000000,  21.45
1542000000,  21.65
1543000000,  21.72
1544000000,  21.59
1545000000,  21.46
1546000000,  21.53
1547000000,  21.68
1548000000,  21.69
1549000000,  21.67
1550000000,  21.86
1551000000,  21.87
1552000000,  21.92
1553000000,  21.88
1554000000,  21.93
1555000000,  21.85
1556000000,  21.95
1557000000,  22.05
1558000000,  22.08
1559000000,  22.07
1560000000,  22.00
1561000000,  22.01
1562000000,  21.90
1563000000,  21.94
1564000000,  22.19
1565000000,  22.10
1566000000,  22.15
1567000000,  22.27
1568000000,  22.24
1569000000,  22.28
1570000000,  22.23
1571000000,  22.30
1572000000,  22.41
1573000000,  22.43
1574000000,  22.37
1575000000,  22.53
1576000000,  22.62
1577000000,  22.52
1578000000,  22.44
1579000000,  22.51
1580000000,  22.57
1581000000,  22.59
1582000000,  22.62
1583000000,  22.65
1584000000,  22.63
1585000000,  22.68
1586000000,  22.78
1587000000,  22.83
1588000000,  22.89
1589000000,  22.97
1590000000,  22.95
