#RxL_SN4008_calculated_noise_V_chan
# f (Hz),T_e_cal (K)
 900000000,  19.53
 901000000,  19.38
 902000000,  19.20
 903000000,  19.18
 904000000,  19.37
 905000000,  19.46
 906000000,  19.28
 907000000,  19.10
 908000000,  19.22
 909000000,  19.18
 910000000,  18.94
 911000000,  19.04
 912000000,  19.19
 913000000,  18.99
 914000000,  18.93
 915000000,  19.02
 916000000,  19.03
 917000000,  19.04
 918000000,  19.02
 919000000,  19.05
 920000000,  19.10
 921000000,  19.00
 922000000,  18.94
 923000000,  19.09
 924000000,  19.11
 925000000,  18.91
 926000000,  18.99
 927000000,  19.08
 928000000,  19.17
 929000000,  19.31
 930000000,  19.28
 931000000,  19.34
 932000000,  19.40
 933000000,  19.39
 934000000,  19.43
 935000000,  19.66
 936000000,  19.72
 937000000,  19.66
 938000000,  19.78
 939000000,  19.81
 940000000,  19.76
 941000000,  19.86
 942000000,  19.96
 943000000,  19.77
 944000000,  19.66
 945000000,  19.67
 946000000,  19.78
 947000000,  19.88
 948000000,  19.83
 949000000,  19.67
 950000000,  19.67
 951000000,  19.82
 952000000,  19.85
 953000000,  19.88
 954000000,  19.98
 955000000,  19.81
 956000000,  19.63
 957000000,  19.62
 958000000,  19.62
 959000000,  19.67
 960000000,  19.58
 961000000,  19.56
 962000000,  19.44
 963000000,  19.32
 964000000,  19.30
 965000000,  19.29
 966000000,  19.32
 967000000,  19.43
 968000000,  19.35
 969000000,  19.24
 970000000,  19.14
 971000000,  19.12
 972000000,  19.20
 973000000,  19.09
 974000000,  18.93
 975000000,  18.91
 976000000,  19.04
 977000000,  18.80
 978000000,  18.69
 979000000,  18.77
 980000000,  18.63
 981000000,  18.67
 982000000,  18.63
 983000000,  18.47
 984000000,  18.47
 985000000,  18.49
 986000000,  18.53
 987000000,  18.48
 988000000,  18.41
 989000000,  18.36
 990000000,  18.41
 991000000,  18.34
 992000000,  18.35
 993000000,  18.28
 994000000,  18.27
 995000000,  18.20
 996000000,  18.20
 997000000,  18.26
 998000000,  18.23
 999000000,  18.22
1000000000,  18.15
1001000000,  18.08
1002000000,  18.10
1003000000,  18.20
1004000000,  18.29
1005000000,  18.32
1006000000,  18.33
1007000000,  18.25
1008000000,  18.23
1009000000,  18.28
1010000000,  18.15
1011000000,  18.15
1012000000,  18.22
1013000000,  18.27
1014000000,  18.27
1015000000,  18.26
1016000000,  18.40
1017000000,  18.27
1018000000,  18.25
1019000000,  18.42
1020000000,  18.47
1021000000,  18.42
1022000000,  18.40
1023000000,  18.46
1024000000,  18.46
1025000000,  18.42
1026000000,  18.37
1027000000,  18.45
1028000000,  18.47
1029000000,  18.54
1030000000,  18.62
1031000000,  18.63
1032000000,  18.54
1033000000,  18.55
1034000000,  18.65
1035000000,  18.51
1036000000,  18.56
1037000000,  18.52
1038000000,  18.61
1039000000,  18.70
1040000000,  18.56
1041000000,  18.66
1042000000,  18.67
1043000000,  18.46
1044000000,  18.59
1045000000,  18.65
1046000000,  18.64
1047000000,  18.58
1048000000,  18.59
1049000000,  18.49
1050000000,  18.64
1051000000,  18.59
1052000000,  18.46
1053000000,  18.50
1054000000,  18.42
1055000000,  18.44
1056000000,  18.56
1057000000,  18.37
1058000000,  18.36
1059000000,  18.51
1060000000,  18.46
1061000000,  18.50
1062000000,  18.53
1063000000,  18.41
1064000000,  18.30
1065000000,  18.23
1066000000,  18.33
1067000000,  18.37
1068000000,  18.43
1069000000,  18.40
1070000000,  18.40
1071000000,  18.34
1072000000,  18.17
1073000000,  18.22
1074000000,  18.37
1075000000,  18.32
1076000000,  18.14
1077000000,  18.26
1078000000,  18.33
1079000000,  18.33
1080000000,  18.20
1081000000,  18.20
1082000000,  18.17
1083000000,  18.35
1084000000,  18.36
1085000000,  18.32
1086000000,  18.40
1087000000,  18.32
1088000000,  18.14
1089000000,  18.10
1090000000,  18.18
1091000000,  18.23
1092000000,  18.27
1093000000,  18.40
1094000000,  18.37
1095000000,  18.28
1096000000,  18.21
1097000000,  18.33
1098000000,  18.62
1099000000,  18.49
1100000000,  18.39
1101000000,  18.38
1102000000,  18.45
1103000000,  18.55
1104000000,  18.51
1105000000,  18.54
1106000000,  18.70
1107000000,  18.57
1108000000,  18.66
1109000000,  18.62
1110000000,  18.60
1111000000,  18.64
1112000000,  18.73
1113000000,  18.63
1114000000,  18.83
1115000000,  18.88
1116000000,  18.86
1117000000,  18.92
1118000000,  18.78
1119000000,  18.70
1120000000,  18.72
1121000000,  18.84
1122000000,  18.84
1123000000,  19.08
1124000000,  18.96
1125000000,  19.01
1126000000,  18.99
1127000000,  18.99
1128000000,  18.94
1129000000,  19.18
1130000000,  19.02
1131000000,  19.03
1132000000,  19.10
1133000000,  19.08
1134000000,  19.09
1135000000,  19.13
1136000000,  18.94
1137000000,  18.88
1138000000,  18.95
1139000000,  18.95
1140000000,  18.83
1141000000,  18.84
1142000000,  18.83
1143000000,  18.91
1144000000,  18.91
1145000000,  18.99
1146000000,  18.94
1147000000,  18.74
1148000000,  18.79
1149000000,  18.85
1150000000,  18.72
1151000000,  18.64
1152000000,  18.84
1153000000,  18.66
1154000000,  18.75
1155000000,  18.58
1156000000,  18.47
1157000000,  18.48
1158000000,  18.50
1159000000,  18.55
1160000000,  18.56
1161000000,  18.38
1162000000,  18.22
1163000000,  18.33
1164000000,  18.33
1165000000,  18.15
1166000000,  18.27
1167000000,  18.16
1168000000,  18.04
1169000000,  18.02
1170000000,  17.95
1171000000,  18.02
1172000000,  17.95
1173000000,  17.80
1174000000,  17.88
1175000000,  17.72
1176000000,  17.82
1177000000,  17.71
1178000000,  17.61
1179000000,  17.59
1180000000,  17.54
1181000000,  17.56
1182000000,  17.27
1183000000,  17.22
1184000000,  17.30
1185000000,  17.27
1186000000,  17.21
1187000000,  17.13
1188000000,  17.17
1189000000,  17.24
1190000000,  17.19
1191000000,  17.08
1192000000,  16.92
1193000000,  17.07
1194000000,  17.07
1195000000,  17.07
1196000000,  17.10
1197000000,  17.06
1198000000,  16.88
1199000000,  17.04
1200000000,  16.89
1201000000,  17.12
1202000000,  17.11
1203000000,  17.10
1204000000,  17.00
1205000000,  17.17
1206000000,  17.08
1207000000,  17.13
1208000000,  17.12
1209000000,  17.15
1210000000,  17.16
1211000000,  17.32
1212000000,  17.16
1213000000,  17.20
1214000000,  17.25
1215000000,  17.33
1216000000,  17.23
1217000000,  17.23
1218000000,  17.34
1219000000,  17.32
1220000000,  17.35
1221000000,  17.56
1222000000,  17.63
1223000000,  17.78
1224000000,  17.85
1225000000,  17.78
1226000000,  17.85
1227000000,  18.05
1228000000,  18.12
1229000000,  18.00
1230000000,  18.14
1231000000,  18.45
1232000000,  18.23
1233000000,  18.20
1234000000,  18.54
1235000000,  18.61
1236000000,  18.68
1237000000,  18.64
1238000000,  18.92
1239000000,  18.86
1240000000,  18.89
1241000000,  19.11
1242000000,  19.05
1243000000,  19.32
1244000000,  19.12
1245000000,  19.36
1246000000,  19.36
1247000000,  19.43
1248000000,  19.42
1249000000,  19.65
1250000000,  19.48
1251000000,  19.55
1252000000,  19.78
1253000000,  20.00
1254000000,  19.90
1255000000,  19.99
1256000000,  20.01
1257000000,  20.40
1258000000,  20.22
1259000000,  20.51
1260000000,  20.43
1261000000,  20.51
1262000000,  20.50
1263000000,  20.56
1264000000,  20.80
1265000000,  20.78
1266000000,  20.77
1267000000,  20.93
1268000000,  21.16
1269000000,  21.01
1270000000,  21.01
1271000000,  21.20
1272000000,  21.31
1273000000,  21.13
1274000000,  21.43
1275000000,  21.25
1276000000,  21.56
1277000000,  21.54
1278000000,  21.60
1279000000,  21.52
1280000000,  21.48
1281000000,  21.40
1282000000,  21.73
1283000000,  21.41
1284000000,  21.56
1285000000,  21.36
1286000000,  21.66
1287000000,  21.53
1288000000,  21.53
1289000000,  21.52
1290000000,  21.41
1291000000,  21.63
1292000000,  21.41
1293000000,  21.34
1294000000,  21.50
1295000000,  21.33
