% f (Hz),G_rec (dB),T_e_rec (K)
 900000000,  57.89,   8.42
 901000000,  57.87,   8.43
 902000000,  57.85,   8.39
 903000000,  57.84,   8.32
 904000000,  57.80,   8.25
 905000000,  57.80,   8.17
 906000000,  57.78,   8.21
 907000000,  57.76,   8.16
 908000000,  57.75,   8.04
 909000000,  57.74,   7.97
 910000000,  57.72,   7.99
 911000000,  57.70,   8.11
 912000000,  57.70,   8.04
 913000000,  57.68,   7.98
 914000000,  57.67,   7.97
 915000000,  57.66,   7.95
 916000000,  57.65,   7.98
 917000000,  57.65,   7.94
 918000000,  57.64,   7.90
 919000000,  57.64,   7.96
 920000000,  57.63,   7.95
 921000000,  57.62,   7.83
 922000000,  57.62,   7.84
 923000000,  57.61,   7.83
 924000000,  57.60,   7.84
 925000000,  57.61,   7.83
 926000000,  57.60,   7.78
 927000000,  57.60,   7.83
 928000000,  57.60,   7.87
 929000000,  57.60,   7.91
 930000000,  57.60,   7.91
 931000000,  57.60,   7.87
 932000000,  57.61,   7.82
 933000000,  57.60,   7.83
 934000000,  57.60,   7.86
 935000000,  57.61,   7.85
 936000000,  57.61,   7.84
 937000000,  57.61,   7.89
 938000000,  57.61,   7.94
 939000000,  57.61,   7.91
 940000000,  57.60,   7.78
 941000000,  57.61,   7.82
 942000000,  57.62,   7.90
 943000000,  57.61,   7.82
 944000000,  57.61,   7.73
 945000000,  57.61,   7.78
 946000000,  57.60,   7.76
 947000000,  57.60,   7.79
 948000000,  57.59,   7.81
 949000000,  57.59,   7.90
 950000000,  57.59,   7.90
 951000000,  57.59,   7.81
 952000000,  57.58,   7.74
 953000000,  57.57,   7.67
 954000000,  57.56,   7.64
 955000000,  57.55,   7.58
 956000000,  57.56,   7.56
 957000000,  57.55,   7.49
 958000000,  57.54,   7.47
 959000000,  57.53,   7.45
 960000000,  57.52,   7.48
 961000000,  57.50,   7.54
 962000000,  57.49,   7.56
 963000000,  57.48,   7.50
 964000000,  57.47,   7.39
 965000000,  57.45,   7.34
 966000000,  57.44,   7.37
 967000000,  57.42,   7.34
 968000000,  57.41,   7.29
 969000000,  57.39,   7.29
 970000000,  57.38,   7.29
 971000000,  57.37,   7.24
 972000000,  57.35,   7.14
 973000000,  57.34,   7.26
 974000000,  57.31,   7.27
 975000000,  57.30,   7.22
 976000000,  57.28,   7.21
 977000000,  57.26,   7.17
 978000000,  57.25,   7.29
 979000000,  57.23,   7.28
 980000000,  57.21,   7.22
 981000000,  57.19,   7.22
 982000000,  57.17,   7.19
 983000000,  57.16,   7.16
 984000000,  57.13,   7.14
 985000000,  57.12,   7.10
 986000000,  57.11,   7.07
 987000000,  57.09,   7.21
 988000000,  57.09,   7.25
 989000000,  57.08,   7.26
 990000000,  57.07,   7.32
 991000000,  57.06,   7.27
 992000000,  57.06,   7.20
 993000000,  57.05,   7.31
 994000000,  57.04,   7.30
 995000000,  57.03,   7.27
 996000000,  57.03,   7.36
 997000000,  57.02,   7.26
 998000000,  57.02,   7.31
 999000000,  57.01,   7.33
1000000000,  57.01,   7.35
1001000000,  57.00,   7.39
1002000000,  57.00,   7.43
1003000000,  57.00,   7.42
1004000000,  57.00,   7.53
1005000000,  57.00,   7.53
1006000000,  57.00,   7.45
1007000000,  57.00,   7.42
1008000000,  57.01,   7.47
1009000000,  57.01,   7.52
1010000000,  56.99,   7.57
1011000000,  57.01,   7.60
1012000000,  57.00,   7.73
1013000000,  57.01,   7.62
1014000000,  57.02,   7.46
1015000000,  57.01,   7.57
1016000000,  57.01,   7.62
1017000000,  57.02,   7.65
1018000000,  57.03,   7.69
1019000000,  57.02,   7.66
1020000000,  57.03,   7.61
1021000000,  57.04,   7.50
1022000000,  57.04,   7.64
1023000000,  57.05,   7.61
1024000000,  57.05,   7.76
1025000000,  57.06,   7.77
1026000000,  57.06,   7.75
1027000000,  57.06,   7.74
1028000000,  57.06,   7.66
1029000000,  57.06,   7.61
1030000000,  57.07,   7.76
1031000000,  57.07,   7.78
1032000000,  57.08,   7.70
1033000000,  57.08,   7.70
1034000000,  57.07,   7.69
1035000000,  57.09,   7.49
1036000000,  57.08,   7.66
1037000000,  57.08,   7.68
1038000000,  57.10,   7.64
1039000000,  57.08,   7.65
1040000000,  57.10,   7.68
1041000000,  57.10,   7.70
1042000000,  57.09,   7.73
1043000000,  57.10,   7.73
1044000000,  57.09,   7.61
1045000000,  57.10,   7.52
1046000000,  57.09,   7.58
1047000000,  57.09,   7.54
1048000000,  57.09,   7.50
1049000000,  57.09,   7.47
1050000000,  57.08,   7.47
1051000000,  57.08,   7.48
1052000000,  57.08,   7.54
1053000000,  57.09,   7.59
1054000000,  57.07,   7.54
1055000000,  57.08,   7.47
1056000000,  57.06,   7.49
1057000000,  57.07,   7.65
1058000000,  57.06,   7.64
1059000000,  57.05,   7.42
1060000000,  57.04,   7.39
1061000000,  57.03,   7.44
1062000000,  57.03,   7.40
1063000000,  57.02,   7.45
1064000000,  57.01,   7.48
1065000000,  57.00,   7.52
1066000000,  56.99,   7.40
1067000000,  56.99,   7.41
1068000000,  56.98,   7.40
1069000000,  56.97,   7.40
1070000000,  56.96,   7.41
1071000000,  56.94,   7.43
1072000000,  56.93,   7.45
1073000000,  56.92,   7.50
1074000000,  56.90,   7.51
1075000000,  56.90,   7.37
1076000000,  56.88,   7.45
1077000000,  56.87,   7.57
1078000000,  56.87,   7.55
1079000000,  56.86,   7.45
1080000000,  56.85,   7.54
1081000000,  56.84,   7.59
1082000000,  56.83,   7.65
1083000000,  56.82,   7.65
1084000000,  56.81,   7.46
1085000000,  56.80,   7.55
1086000000,  56.79,   7.64
1087000000,  56.77,   7.57
1088000000,  56.78,   7.57
1089000000,  56.77,   7.69
1090000000,  56.76,   7.67
1091000000,  56.74,   7.66
1092000000,  56.74,   7.59
1093000000,  56.72,   7.62
1094000000,  56.73,   7.82
1095000000,  56.71,   7.80
1096000000,  56.71,   7.75
1097000000,  56.72,   7.63
1098000000,  56.72,   7.71
1099000000,  56.72,   7.72
1100000000,  56.72,   7.74
1101000000,  56.71,   7.92
1102000000,  56.72,   8.01
1103000000,  56.71,   7.88
1104000000,  56.73,   7.81
1105000000,  56.71,   7.90
1106000000,  56.72,   7.90
1107000000,  56.72,   7.85
1108000000,  56.73,   7.95
1109000000,  56.73,   8.02
1110000000,  56.74,   7.91
1111000000,  56.74,   7.88
1112000000,  56.75,   7.87
1113000000,  56.76,   8.05
1114000000,  56.75,   7.98
1115000000,  56.76,   7.96
1116000000,  56.77,   7.97
1117000000,  56.78,   8.10
1118000000,  56.78,   7.95
1119000000,  56.79,   8.00
1120000000,  56.80,   7.97
1121000000,  56.81,   8.08
1122000000,  56.82,   8.12
1123000000,  56.83,   8.01
1124000000,  56.84,   8.03
1125000000,  56.86,   7.96
1126000000,  56.87,   8.04
1127000000,  56.88,   8.03
1128000000,  56.90,   8.01
1129000000,  56.91,   8.12
1130000000,  56.91,   7.98
1131000000,  56.93,   8.06
1132000000,  56.94,   8.07
1133000000,  56.95,   8.13
1134000000,  56.96,   8.09
1135000000,  56.98,   7.96
1136000000,  56.98,   7.90
1137000000,  56.99,   7.95
1138000000,  57.01,   7.99
1139000000,  57.00,   7.99
1140000000,  57.02,   8.01
1141000000,  57.03,   8.06
1142000000,  57.03,   8.16
1143000000,  57.06,   8.04
1144000000,  57.07,   7.85
1145000000,  57.07,   7.84
1146000000,  57.08,   7.78
1147000000,  57.09,   7.93
1148000000,  57.10,   7.85
1149000000,  57.10,   7.84
1150000000,  57.11,   7.80
1151000000,  57.12,   7.82
1152000000,  57.12,   7.88
1153000000,  57.13,   7.78
1154000000,  57.15,   7.68
1155000000,  57.15,   7.77
1156000000,  57.16,   7.73
1157000000,  57.16,   7.66
1158000000,  57.17,   7.49
1159000000,  57.17,   7.62
1160000000,  57.17,   7.58
1161000000,  57.17,   7.50
1162000000,  57.18,   7.54
1163000000,  57.19,   7.68
1164000000,  57.18,   7.57
1165000000,  57.18,   7.46
1166000000,  57.17,   7.47
1167000000,  57.18,   7.61
1168000000,  57.17,   7.62
1169000000,  57.17,   7.50
1170000000,  57.17,   7.40
1171000000,  57.18,   7.47
1172000000,  57.18,   7.38
1173000000,  57.18,   7.58
1174000000,  57.17,   7.58
1175000000,  57.17,   7.57
1176000000,  57.17,   7.41
1177000000,  57.16,   7.47
1178000000,  57.16,   7.47
1179000000,  57.16,   7.48
1180000000,  57.15,   7.57
1181000000,  57.14,   7.43
1182000000,  57.13,   7.46
1183000000,  57.12,   7.42
1184000000,  57.10,   7.52
1185000000,  57.09,   7.56
1186000000,  57.09,   7.58
1187000000,  57.06,   7.47
1188000000,  57.06,   7.55
1189000000,  57.05,   7.53
1190000000,  57.05,   7.34
1191000000,  57.04,   7.50
1192000000,  57.03,   7.46
1193000000,  57.02,   7.59
1194000000,  57.02,   7.51
1195000000,  57.01,   7.48
1196000000,  57.00,   7.61
1197000000,  56.99,   7.54
1198000000,  56.98,   7.60
1199000000,  56.99,   7.77
1200000000,  56.96,   7.56
1201000000,  56.96,   7.52
1202000000,  56.95,   7.68
1203000000,  56.94,   7.52
1204000000,  56.93,   7.56
1205000000,  56.92,   7.71
1206000000,  56.91,   7.77
1207000000,  56.89,   7.70
1208000000,  56.88,   7.74
1209000000,  56.88,   7.78
1210000000,  56.87,   7.69
1211000000,  56.87,   7.73
1212000000,  56.87,   7.75
1213000000,  56.86,   7.76
1214000000,  56.85,   7.90
1215000000,  56.84,   7.83
1216000000,  56.84,   7.92
1217000000,  56.84,   7.91
1218000000,  56.84,   8.04
1219000000,  56.84,   7.77
1220000000,  56.85,   7.91
1221000000,  56.85,   7.98
1222000000,  56.85,   8.01
1223000000,  56.85,   7.95
1224000000,  56.85,   7.91
1225000000,  56.87,   8.03
1226000000,  56.87,   8.02
1227000000,  56.88,   8.22
1228000000,  56.87,   8.10
1229000000,  56.88,   8.12
1230000000,  56.90,   7.98
1231000000,  56.90,   8.09
1232000000,  56.90,   8.15
1233000000,  56.91,   8.17
1234000000,  56.91,   8.18
1235000000,  56.92,   8.30
1236000000,  56.93,   8.37
1237000000,  56.94,   8.34
1238000000,  56.94,   8.29
1239000000,  56.96,   8.52
1240000000,  56.96,   8.38
1241000000,  56.97,   8.22
1242000000,  56.99,   8.33
1243000000,  56.99,   8.46
1244000000,  57.00,   8.45
1245000000,  57.01,   8.28
1246000000,  57.02,   8.43
1247000000,  57.04,   8.42
1248000000,  57.05,   8.32
1249000000,  57.07,   8.34
1250000000,  57.07,   8.46
1251000000,  57.09,   8.24
1252000000,  57.09,   8.39
1253000000,  57.11,   8.51
1254000000,  57.12,   8.25
1255000000,  57.14,   8.36
1256000000,  57.15,   8.52
1257000000,  57.15,   8.55
1258000000,  57.17,   8.39
1259000000,  57.18,   8.45
1260000000,  57.20,   8.41
1261000000,  57.22,   8.42
1262000000,  57.22,   8.45
1263000000,  57.24,   8.40
1264000000,  57.25,   8.33
1265000000,  57.27,   8.41
1266000000,  57.29,   8.38
1267000000,  57.29,   8.36
1268000000,  57.31,   8.33
1269000000,  57.33,   8.37
1270000000,  57.34,   8.18
1271000000,  57.36,   8.13
1272000000,  57.38,   8.30
1273000000,  57.38,   8.34
1274000000,  57.41,   8.16
1275000000,  57.43,   8.09
1276000000,  57.44,   8.21
1277000000,  57.45,   8.23
1278000000,  57.47,   7.98
1279000000,  57.48,   8.18
1280000000,  57.49,   8.20
1281000000,  57.51,   7.93
1282000000,  57.52,   8.12
1283000000,  57.52,   8.05
1284000000,  57.53,   7.89
1285000000,  57.54,   7.83
1286000000,  57.54,   7.93
1287000000,  57.56,   7.84
1288000000,  57.57,   7.84
1289000000,  57.58,   7.70
1290000000,  57.58,   7.76
1291000000,  57.59,   7.76
1292000000,  57.59,   7.63
1293000000,  57.59,   7.53
1294000000,  57.61,   7.52
1295000000,  57.62,   7.50
1296000000,  57.61,   7.65
1297000000,  57.62,   7.48
1298000000,  57.62,   7.47
1299000000,  57.63,   7.53
1300000000,  57.64,   7.38
1301000000,  57.64,   7.40
1302000000,  57.63,   7.37
1303000000,  57.64,   7.31
1304000000,  57.63,   7.26
1305000000,  57.64,   7.24
1306000000,  57.62,   7.24
1307000000,  57.63,   7.20
1308000000,  57.63,   7.15
1309000000,  57.62,   7.10
1310000000,  57.64,   7.27
1311000000,  57.62,   7.12
1312000000,  57.63,   7.16
1313000000,  57.62,   7.11
1314000000,  57.61,   6.97
1315000000,  57.61,   7.07
1316000000,  57.61,   6.94
1317000000,  57.61,   6.96
1318000000,  57.60,   6.97
1319000000,  57.61,   6.94
1320000000,  57.60,   7.06
1321000000,  57.59,   7.00
1322000000,  57.58,   6.86
1323000000,  57.58,   6.98
1324000000,  57.58,   7.02
1325000000,  57.56,   7.04
1326000000,  57.56,   6.92
1327000000,  57.55,   6.90
1328000000,  57.55,   7.00
1329000000,  57.54,   7.11
1330000000,  57.52,   7.06
1331000000,  57.52,   6.91
1332000000,  57.51,   7.07
1333000000,  57.51,   7.08
1334000000,  57.50,   7.04
1335000000,  57.49,   7.03
1336000000,  57.49,   7.01
1337000000,  57.48,   7.01
1338000000,  57.47,   7.17
1339000000,  57.47,   7.03
1340000000,  57.46,   7.00
1341000000,  57.46,   7.05
1342000000,  57.45,   7.11
1343000000,  57.44,   7.30
1344000000,  57.43,   7.17
1345000000,  57.43,   7.19
1346000000,  57.43,   7.20
1347000000,  57.42,   7.27
1348000000,  57.40,   7.30
1349000000,  57.41,   7.39
1350000000,  57.40,   7.28
1351000000,  57.40,   7.42
1352000000,  57.39,   7.50
1353000000,  57.39,   7.50
1354000000,  57.38,   7.47
1355000000,  57.37,   7.60
1356000000,  57.36,   7.53
1357000000,  57.37,   7.65
1358000000,  57.34,   7.55
1359000000,  57.34,   7.72
1360000000,  57.34,   7.81
1361000000,  57.34,   7.69
1362000000,  57.32,   7.78
1363000000,  57.32,   7.79
1364000000,  57.31,   7.95
1365000000,  57.32,   7.88
1366000000,  57.32,   7.91
1367000000,  57.31,   7.80
1368000000,  57.31,   7.78
1369000000,  57.31,   7.91
1370000000,  57.31,   7.79
1371000000,  57.31,   7.80
1372000000,  57.31,   7.98
1373000000,  57.30,   7.85
1374000000,  57.31,   7.87
1375000000,  57.31,   7.91
1376000000,  57.30,   7.87
1377000000,  57.31,   7.95
1378000000,  57.30,   8.00
1379000000,  57.30,   8.09
1380000000,  57.29,   7.91
1381000000,  57.30,   7.98
1382000000,  57.29,   8.09
1383000000,  57.28,   8.12
1384000000,  57.28,   8.08
1385000000,  57.29,   8.09
1386000000,  57.29,   8.17
1387000000,  57.27,   8.27
1388000000,  57.29,   8.28
1389000000,  57.29,   8.22
1390000000,  57.28,   8.19
1391000000,  57.29,   8.31
1392000000,  57.29,   8.24
1393000000,  57.29,   8.24
1394000000,  57.30,   8.24
1395000000,  57.30,   8.57
1396000000,  57.29,   8.34
1397000000,  57.29,   8.60
1398000000,  57.29,   8.64
1399000000,  57.29,   8.72
1400000000,  57.30,   8.79
1401000000,  57.31,   8.81
1402000000,  57.30,   9.16
1403000000,  57.29,   9.34
1404000000,  57.30,   9.45
1405000000,  57.29,   9.57
1406000000,  57.28,   9.76
