% f (Hz),G_rec (dB),T_e_rec (K)
 900000000,  55.17,   9.85
 901000000,  55.17,   9.94
 902000000,  55.16,  10.02
 903000000,  55.15,   9.93
 904000000,  55.12,   9.79
 905000000,  55.12,   9.79
 906000000,  55.10,   9.75
 907000000,  55.10,   9.71
 908000000,  55.09,   9.71
 909000000,  55.09,   9.66
 910000000,  55.08,   9.69
 911000000,  55.06,   9.72
 912000000,  55.07,   9.67
 913000000,  55.06,   9.62
 914000000,  55.06,   9.56
 915000000,  55.05,   9.53
 916000000,  55.05,   9.52
 917000000,  55.05,   9.60
 918000000,  55.05,   9.53
 919000000,  55.06,   9.46
 920000000,  55.06,   9.58
 921000000,  55.05,   9.49
 922000000,  55.06,   9.41
 923000000,  55.06,   9.40
 924000000,  55.06,   9.43
 925000000,  55.07,   9.48
 926000000,  55.06,   9.53
 927000000,  55.08,   9.48
 928000000,  55.08,   9.36
 929000000,  55.09,   9.30
 930000000,  55.08,   9.39
 931000000,  55.08,   9.47
 932000000,  55.10,   9.38
 933000000,  55.09,   9.33
 934000000,  55.10,   9.42
 935000000,  55.10,   9.43
 936000000,  55.10,   9.35
 937000000,  55.10,   9.34
 938000000,  55.11,   9.40
 939000000,  55.10,   9.35
 940000000,  55.09,   9.38
 941000000,  55.09,   9.32
 942000000,  55.09,   9.25
 943000000,  55.07,   9.35
 944000000,  55.07,   9.44
 945000000,  55.06,   9.32
 946000000,  55.06,   9.23
 947000000,  55.05,   9.27
 948000000,  55.04,   9.16
 949000000,  55.04,   9.12
 950000000,  55.03,   9.18
 951000000,  55.02,   9.14
 952000000,  55.02,   9.08
 953000000,  55.00,   9.17
 954000000,  54.99,   9.18
 955000000,  54.98,   9.20
 956000000,  54.98,   9.16
 957000000,  54.97,   9.07
 958000000,  54.96,   9.00
 959000000,  54.94,   9.07
 960000000,  54.93,   9.12
 961000000,  54.91,   9.12
 962000000,  54.89,   8.97
 963000000,  54.88,   8.96
 964000000,  54.86,   9.04
 965000000,  54.85,   8.97
 966000000,  54.83,   8.92
 967000000,  54.81,   8.98
 968000000,  54.80,   9.01
 969000000,  54.78,   8.97
 970000000,  54.78,   8.92
 971000000,  54.77,   8.89
 972000000,  54.75,   8.89
 973000000,  54.74,   8.89
 974000000,  54.71,   8.87
 975000000,  54.71,   8.84
 976000000,  54.69,   8.91
 977000000,  54.68,   8.87
 978000000,  54.67,   8.83
 979000000,  54.65,   8.85
 980000000,  54.64,   8.96
 981000000,  54.62,   8.95
 982000000,  54.62,   8.98
 983000000,  54.61,   8.95
 984000000,  54.59,   8.89
 985000000,  54.59,   8.88
 986000000,  54.58,   8.94
 987000000,  54.57,   8.86
 988000000,  54.57,   8.85
 989000000,  54.56,   8.91
 990000000,  54.55,   8.93
 991000000,  54.55,   9.03
 992000000,  54.55,   9.07
 993000000,  54.54,   9.04
 994000000,  54.54,   9.15
 995000000,  54.54,   9.21
 996000000,  54.53,   9.08
 997000000,  54.53,   9.07
 998000000,  54.54,   9.30
 999000000,  54.53,   9.26
1000000000,  54.54,   9.11
1001000000,  54.54,   9.24
1002000000,  54.54,   9.20
1003000000,  54.55,   9.26
1004000000,  54.55,   9.17
1005000000,  54.55,   9.22
1006000000,  54.56,   9.41
1007000000,  54.56,   9.49
1008000000,  54.57,   9.47
1009000000,  54.57,   9.45
1010000000,  54.57,   9.41
1011000000,  54.60,   9.45
1012000000,  54.60,   9.50
1013000000,  54.61,   9.41
1014000000,  54.63,   9.44
1015000000,  54.63,   9.50
1016000000,  54.63,   9.61
1017000000,  54.65,   9.51
1018000000,  54.67,   9.46
1019000000,  54.67,   9.47
1020000000,  54.68,   9.57
1021000000,  54.69,   9.56
1022000000,  54.70,   9.58
1023000000,  54.71,   9.56
1024000000,  54.72,   9.53
1025000000,  54.73,   9.56
1026000000,  54.73,   9.56
1027000000,  54.74,   9.54
1028000000,  54.74,   9.72
1029000000,  54.75,   9.61
1030000000,  54.76,   9.57
1031000000,  54.76,   9.58
1032000000,  54.78,   9.50
1033000000,  54.77,   9.48
1034000000,  54.76,   9.53
1035000000,  54.78,   9.57
1036000000,  54.78,   9.54
1037000000,  54.77,   9.56
1038000000,  54.79,   9.63
1039000000,  54.78,   9.53
1040000000,  54.78,   9.61
1041000000,  54.79,   9.57
1042000000,  54.78,   9.63
1043000000,  54.78,   9.50
1044000000,  54.78,   9.44
1045000000,  54.78,   9.44
1046000000,  54.78,   9.51
1047000000,  54.77,   9.54
1048000000,  54.77,   9.48
1049000000,  54.77,   9.33
1050000000,  54.75,   9.36
1051000000,  54.75,   9.45
1052000000,  54.75,   9.46
1053000000,  54.75,   9.41
1054000000,  54.74,   9.36
1055000000,  54.74,   9.42
1056000000,  54.73,   9.47
1057000000,  54.74,   9.50
1058000000,  54.73,   9.54
1059000000,  54.72,   9.48
1060000000,  54.71,   9.40
1061000000,  54.71,   9.41
1062000000,  54.71,   9.44
1063000000,  54.70,   9.46
1064000000,  54.69,   9.53
1065000000,  54.69,   9.60
1066000000,  54.68,   9.51
1067000000,  54.69,   9.44
1068000000,  54.68,   9.42
1069000000,  54.67,   9.38
1070000000,  54.67,   9.50
1071000000,  54.66,   9.43
1072000000,  54.66,   9.41
1073000000,  54.64,   9.39
1074000000,  54.64,   9.39
1075000000,  54.65,   9.47
1076000000,  54.63,   9.58
1077000000,  54.63,   9.51
1078000000,  54.63,   9.44
1079000000,  54.63,   9.44
1080000000,  54.62,   9.53
