% f (Hz),G_rec (dB),T_e_rec (K)
1074000000,  54.53,   9.15
1075000000,  54.53,   9.20
1076000000,  54.51,   9.27
1077000000,  54.50,   9.20
1078000000,  54.50,   9.15
1079000000,  54.49,   9.16
1080000000,  54.47,   9.24
1081000000,  54.47,   9.19
1082000000,  54.45,   9.20
1083000000,  54.45,   9.26
1084000000,  54.44,   9.25
1085000000,  54.42,   9.18
1086000000,  54.41,   9.16
1087000000,  54.39,   9.36
1088000000,  54.40,   9.23
1089000000,  54.39,   9.27
1090000000,  54.38,   9.38
1091000000,  54.37,   9.26
1092000000,  54.37,   9.33
1093000000,  54.35,   9.26
1094000000,  54.36,   9.27
1095000000,  54.34,   9.34
1096000000,  54.34,   9.32
1097000000,  54.35,   9.43
1098000000,  54.34,   9.46
1099000000,  54.33,   9.42
1100000000,  54.33,   9.45
1101000000,  54.32,   9.54
1102000000,  54.33,   9.32
1103000000,  54.31,   9.32
1104000000,  54.32,   9.47
1105000000,  54.30,   9.52
1106000000,  54.31,   9.60
1107000000,  54.30,   9.54
1108000000,  54.31,   9.56
1109000000,  54.31,   9.57
1110000000,  54.31,   9.57
1111000000,  54.32,   9.55
1112000000,  54.32,   9.51
1113000000,  54.33,   9.56
1114000000,  54.32,   9.68
1115000000,  54.33,   9.66
1116000000,  54.34,   9.59
1117000000,  54.35,   9.53
1118000000,  54.35,   9.63
1119000000,  54.36,   9.75
1120000000,  54.37,   9.63
1121000000,  54.38,   9.50
1122000000,  54.38,   9.66
1123000000,  54.40,   9.70
1124000000,  54.40,   9.61
1125000000,  54.42,   9.75
1126000000,  54.43,   9.80
1127000000,  54.44,   9.77
1128000000,  54.46,   9.72
1129000000,  54.47,   9.69
1130000000,  54.48,   9.73
1131000000,  54.50,   9.72
1132000000,  54.51,   9.76
1133000000,  54.53,   9.70
1134000000,  54.54,   9.78
1135000000,  54.56,   9.71
1136000000,  54.57,   9.74
1137000000,  54.58,   9.67
1138000000,  54.60,   9.75
1139000000,  54.60,   9.75
1140000000,  54.61,   9.78
1141000000,  54.62,   9.81
1142000000,  54.64,   9.69
1143000000,  54.66,   9.78
1144000000,  54.67,   9.84
1145000000,  54.69,   9.66
1146000000,  54.70,   9.71
1147000000,  54.71,   9.72
1148000000,  54.73,   9.64
1149000000,  54.74,   9.53
1150000000,  54.76,   9.64
1151000000,  54.77,   9.59
1152000000,  54.77,   9.60
1153000000,  54.78,   9.55
1154000000,  54.82,   9.43
1155000000,  54.81,   9.50
1156000000,  54.83,   9.46
1157000000,  54.85,   9.57
1158000000,  54.86,   9.50
1159000000,  54.86,   9.40
1160000000,  54.87,   9.32
1161000000,  54.88,   9.57
1162000000,  54.90,   9.32
1163000000,  54.91,   9.39
1164000000,  54.91,   9.39
1165000000,  54.93,   9.36
1166000000,  54.92,   9.45
1167000000,  54.94,   9.44
1168000000,  54.93,   9.27
1169000000,  54.94,   9.24
1170000000,  54.94,   9.39
1171000000,  54.96,   9.35
1172000000,  54.96,   9.38
1173000000,  54.96,   9.29
1174000000,  54.96,   9.38
1175000000,  54.96,   9.26
1176000000,  54.96,   9.25
1177000000,  54.96,   9.24
1178000000,  54.96,   9.32
1179000000,  54.96,   9.26
1180000000,  54.96,   9.37
1181000000,  54.96,   9.35
1182000000,  54.95,   9.33
1183000000,  54.95,   9.26
1184000000,  54.94,   9.28
1185000000,  54.93,   9.13
1186000000,  54.93,   9.26
1187000000,  54.91,   9.12
1188000000,  54.91,   9.11
1189000000,  54.91,   9.13
1190000000,  54.90,   9.32
1191000000,  54.89,   9.17
1192000000,  54.88,   9.22
1193000000,  54.87,   9.36
1194000000,  54.86,   9.20
1195000000,  54.85,   9.22
1196000000,  54.85,   9.18
1197000000,  54.83,   9.22
1198000000,  54.82,   9.35
1199000000,  54.82,   9.31
1200000000,  54.80,   9.28
1201000000,  54.80,   9.17
1202000000,  54.79,   9.26
1203000000,  54.78,   9.33
1204000000,  54.77,   9.29
1205000000,  54.77,   9.19
1206000000,  54.76,   9.19
1207000000,  54.74,   9.26
1208000000,  54.72,   9.33
1209000000,  54.72,   9.39
1210000000,  54.71,   9.41
1211000000,  54.70,   9.20
1212000000,  54.70,   9.34
1213000000,  54.68,   9.33
1214000000,  54.67,   9.33
1215000000,  54.66,   9.41
1216000000,  54.65,   9.32
1217000000,  54.64,   9.45
1218000000,  54.63,   9.47
1219000000,  54.63,   9.38
1220000000,  54.63,   9.42
1221000000,  54.62,   9.46
1222000000,  54.62,   9.45
1223000000,  54.61,   9.41
1224000000,  54.60,   9.26
1225000000,  54.61,   9.43
1226000000,  54.61,   9.35
1227000000,  54.60,   9.53
1228000000,  54.59,   9.60
1229000000,  54.59,   9.58
1230000000,  54.60,   9.45
1231000000,  54.60,   9.56
1232000000,  54.59,   9.78
1233000000,  54.60,   9.64
1234000000,  54.60,   9.81
1235000000,  54.60,   9.77
1236000000,  54.60,   9.70
1237000000,  54.61,   9.69
1238000000,  54.60,   9.76
1239000000,  54.61,   9.65
1240000000,  54.61,   9.75
1241000000,  54.62,   9.70
1242000000,  54.63,   9.77
1243000000,  54.63,   9.73
1244000000,  54.63,   9.78
1245000000,  54.63,   9.84
1246000000,  54.64,   9.84
1247000000,  54.65,   9.84
1248000000,  54.66,   9.69
1249000000,  54.68,   9.84
1250000000,  54.67,   9.99
1251000000,  54.68,   9.69
1252000000,  54.68,  10.02
1253000000,  54.70,   9.96
1254000000,  54.70,   9.90
1255000000,  54.72,   9.80
1256000000,  54.73,   9.90
1257000000,  54.73,   9.86
1258000000,  54.74,   9.84
1259000000,  54.75,   9.77
1260000000,  54.76,   9.86
1261000000,  54.77,   9.86
1262000000,  54.77,   9.90
1263000000,  54.79,   9.85
1264000000,  54.79,   9.95
1265000000,  54.81,   9.84
1266000000,  54.83,   9.82
1267000000,  54.82,   9.79
1268000000,  54.84,   9.76
1269000000,  54.86,   9.91
1270000000,  54.86,   9.95
1271000000,  54.88,   9.82
1272000000,  54.89,   9.78
1273000000,  54.90,   9.83
1274000000,  54.92,   9.75
1275000000,  54.93,   9.77
1276000000,  54.94,   9.77
1277000000,  54.95,   9.80
1278000000,  54.96,   9.83
1279000000,  54.97,   9.65
1280000000,  54.98,   9.62
1281000000,  55.00,   9.63
1282000000,  55.01,   9.64
1283000000,  55.01,   9.64
1284000000,  55.03,   9.67
1285000000,  55.03,   9.61
1286000000,  55.04,   9.60
1287000000,  55.06,   9.71
1288000000,  55.07,   9.45
1289000000,  55.08,   9.46
1290000000,  55.08,   9.52
1291000000,  55.10,   9.50
1292000000,  55.10,   9.40
1293000000,  55.09,   9.43
1294000000,  55.12,   9.43
1295000000,  55.12,   9.53
1296000000,  55.12,   9.19
1297000000,  55.12,   9.41
1298000000,  55.13,   9.38
1299000000,  55.13,   9.23
1300000000,  55.14,   9.43
1301000000,  55.14,   9.12
1302000000,  55.14,   9.22
1303000000,  55.15,   9.09
1304000000,  55.15,   9.11
1305000000,  55.16,   9.06
1306000000,  55.14,   9.22
1307000000,  55.15,   9.01
1308000000,  55.15,   9.16
1309000000,  55.14,   9.10
1310000000,  55.16,   9.14
1311000000,  55.14,   9.03
1312000000,  55.15,   8.88
1313000000,  55.15,   8.97
1314000000,  55.14,   8.96
1315000000,  55.14,   8.91
1316000000,  55.13,   8.99
1317000000,  55.13,   8.87
1318000000,  55.12,   8.94
1319000000,  55.12,   8.90
1320000000,  55.11,   9.05
1321000000,  55.10,   8.90
1322000000,  55.09,   8.86
1323000000,  55.09,   8.88
1324000000,  55.08,   8.84
1325000000,  55.06,   8.77
1326000000,  55.06,   8.76
1327000000,  55.05,   8.89
1328000000,  55.04,   8.97
1329000000,  55.03,   8.84
1330000000,  55.01,   8.81
1331000000,  55.01,   8.85
1332000000,  55.00,   8.83
1333000000,  54.99,   8.87
1334000000,  54.98,   8.95
1335000000,  54.97,   8.80
1336000000,  54.96,   8.80
1337000000,  54.94,   8.87
1338000000,  54.93,   8.85
1339000000,  54.93,   8.95
1340000000,  54.92,   9.02
1341000000,  54.91,   8.74
1342000000,  54.90,   8.78
1343000000,  54.89,   8.86
1344000000,  54.88,   8.95
1345000000,  54.87,   9.05
1346000000,  54.87,   8.85
1347000000,  54.86,   8.93
1348000000,  54.84,   9.14
1349000000,  54.84,   9.06
1350000000,  54.83,   9.00
1351000000,  54.83,   9.08
1352000000,  54.82,   9.09
1353000000,  54.82,   9.16
1354000000,  54.81,   9.13
1355000000,  54.80,   9.13
1356000000,  54.80,   9.20
1357000000,  54.80,   9.08
1358000000,  54.78,   9.13
1359000000,  54.77,   9.09
1360000000,  54.77,   9.06
1361000000,  54.77,   9.09
1362000000,  54.76,   9.19
1363000000,  54.75,   9.15
1364000000,  54.74,   9.18
1365000000,  54.74,   9.28
1366000000,  54.75,   9.19
1367000000,  54.74,   9.17
1368000000,  54.73,   9.21
1369000000,  54.73,   9.24
1370000000,  54.73,   9.23
1371000000,  54.72,   9.23
1372000000,  54.72,   9.28
1373000000,  54.72,   9.28
1374000000,  54.72,   9.41
1375000000,  54.72,   9.38
1376000000,  54.71,   9.34
1377000000,  54.72,   9.39
1378000000,  54.71,   9.22
1379000000,  54.71,   9.36
1380000000,  54.71,   9.41
1381000000,  54.72,   9.55
1382000000,  54.71,   9.38
1383000000,  54.71,   9.43
1384000000,  54.71,   9.53
1385000000,  54.72,   9.44
1386000000,  54.73,   9.55
1387000000,  54.71,   9.61
1388000000,  54.73,   9.45
1389000000,  54.74,   9.43
1390000000,  54.73,   9.64
1391000000,  54.74,   9.68
1392000000,  54.74,   9.50
1393000000,  54.74,   9.53
1394000000,  54.76,   9.55
1395000000,  54.76,   9.55
1396000000,  54.76,   9.62
1397000000,  54.76,   9.60
1398000000,  54.77,   9.67
1399000000,  54.77,   9.71
1400000000,  54.78,   9.80
1401000000,  54.79,   9.82
1402000000,  54.79,   9.88
1403000000,  54.78,   9.77
1404000000,  54.80,   9.91
1405000000,  54.80,   9.98
1406000000,  54.79,   9.92
1407000000,  54.79,   9.99
1408000000,  54.80,  10.14
1409000000,  54.80,  10.34
1410000000,  54.80,  10.30
1411000000,  54.80,  10.43
1412000000,  54.81,  10.44
1413000000,  54.80,  10.54
1414000000,  54.81,  10.59
1415000000,  54.82,  10.67
1416000000,  54.82,  10.77
1417000000,  54.82,  10.68
1418000000,  54.83,  10.87
1419000000,  54.84,  10.90
1420000000,  54.84,  10.93
1421000000,  54.85,  11.06
1422000000,  54.85,  10.98
1423000000,  54.86,  10.90
1424000000,  54.86,  10.82
1425000000,  54.86,  10.95
1426000000,  54.87,  10.84
1427000000,  54.87,  10.76
1428000000,  54.87,  10.66
1429000000,  54.87,  10.58
1430000000,  54.88,  10.63
1431000000,  54.88,  10.44
1432000000,  54.87,  10.53
1433000000,  54.87,  10.44
1434000000,  54.88,  10.28
1435000000,  54.87,  10.31
1436000000,  54.86,  10.40
1437000000,  54.87,  10.41
1438000000,  54.87,  10.40
1439000000,  54.86,  10.41
1440000000,  54.86,  10.50
1441000000,  54.86,  10.51
1442000000,  54.86,  10.48
1443000000,  54.85,  10.52
1444000000,  54.85,  10.55
1445000000,  54.85,  10.63
1446000000,  54.85,  10.61
1447000000,  54.84,  10.65
1448000000,  54.84,  10.72
1449000000,  54.85,  10.78
1450000000,  54.83,  10.65
1451000000,  54.84,  10.63
1452000000,  54.83,  10.65
1453000000,  54.82,  10.69
1454000000,  54.82,  10.66
1455000000,  54.82,  10.65
1456000000,  54.82,  10.65
1457000000,  54.81,  10.46
1458000000,  54.80,  10.54
1459000000,  54.80,  10.46
1460000000,  54.79,  10.51
1461000000,  54.80,  10.54
1462000000,  54.79,  10.52
1463000000,  54.78,  10.57
1464000000,  54.77,  10.46
1465000000,  54.76,  10.62
1466000000,  54.75,  10.60
1467000000,  54.75,  10.48
1468000000,  54.75,  10.44
1469000000,  54.73,  10.40
1470000000,  54.72,  10.41
1471000000,  54.71,  10.53
1472000000,  54.71,  10.64
1473000000,  54.70,  10.61
1474000000,  54.69,  10.55
1475000000,  54.68,  10.47
1476000000,  54.67,  10.54
1477000000,  54.67,  10.51
1478000000,  54.64,  10.45
1479000000,  54.64,  10.55
1480000000,  54.64,  10.66
1481000000,  54.64,  10.49
1482000000,  54.63,  10.64
1483000000,  54.63,  10.63
1484000000,  54.61,  10.56
1485000000,  54.60,  10.66
1486000000,  54.60,  10.69
1487000000,  54.59,  10.71
1488000000,  54.60,  10.68
1489000000,  54.57,  10.78
1490000000,  54.56,  10.76
1491000000,  54.56,  10.72
1492000000,  54.55,  10.78
1493000000,  54.55,  10.89
1494000000,  54.54,  10.73
1495000000,  54.53,  10.71
1496000000,  54.53,  10.80
1497000000,  54.51,  10.65
1498000000,  54.51,  10.64
1499000000,  54.50,  10.75
1500000000,  54.49,  10.67
1501000000,  54.48,  10.78
1502000000,  54.49,  10.81
1503000000,  54.48,  10.67
1504000000,  54.47,  10.66
1505000000,  54.47,  10.69
1506000000,  54.46,  10.67
1507000000,  54.46,  10.74
1508000000,  54.47,  10.70
1509000000,  54.45,  10.71
1510000000,  54.45,  10.74
1511000000,  54.45,  10.79
1512000000,  54.45,  10.70
1513000000,  54.45,  10.77
1514000000,  54.44,  10.74
1515000000,  54.44,  10.69
1516000000,  54.43,  10.65
1517000000,  54.44,  10.69
1518000000,  54.43,  10.69
1519000000,  54.43,  10.70
1520000000,  54.43,  10.73
1521000000,  54.42,  10.76
1522000000,  54.42,  10.78
1523000000,  54.43,  10.71
1524000000,  54.42,  10.71
1525000000,  54.42,  10.71
1526000000,  54.42,  10.74
1527000000,  54.42,  10.73
1528000000,  54.41,  10.74
1529000000,  54.42,  10.74
1530000000,  54.41,  10.64
1531000000,  54.41,  10.60
1532000000,  54.41,  10.58
1533000000,  54.40,  10.59
1534000000,  54.40,  10.60
1535000000,  54.40,  10.58
1536000000,  54.39,  10.46
1537000000,  54.39,  10.48
1538000000,  54.39,  10.45
1539000000,  54.38,  10.30
1540000000,  54.38,  10.35
1541000000,  54.38,  10.40
1542000000,  54.38,  10.37
1543000000,  54.37,  10.29
1544000000,  54.37,  10.28
1545000000,  54.36,  10.29
1546000000,  54.37,  10.32
1547000000,  54.36,  10.34
1548000000,  54.36,  10.27
1549000000,  54.35,  10.14
1550000000,  54.36,  10.10
1551000000,  54.35,  10.17
1552000000,  54.34,  10.19
1553000000,  54.34,  10.17
1554000000,  54.34,  10.22
1555000000,  54.34,  10.11
1556000000,  54.33,  10.13
1557000000,  54.33,  10.13
1558000000,  54.33,  10.06
1559000000,  54.33,  10.02
1560000000,  54.33,  10.12
1561000000,  54.32,  10.12
1562000000,  54.31,  10.04
1563000000,  54.31,  10.08
1564000000,  54.30,  10.11
1565000000,  54.30,  10.02
1566000000,  54.29,   9.93
1567000000,  54.27,  10.02
1568000000,  54.28,  10.02
1569000000,  54.29,   9.93
1570000000,  54.27,   9.99
1571000000,  54.26,  10.00
1572000000,  54.26,  10.02
1573000000,  54.26,  10.02
1574000000,  54.25,  10.01
1575000000,  54.24,  10.10
1576000000,  54.24,  10.06
1577000000,  54.22,   9.92
1578000000,  54.22,   9.97
1579000000,  54.21,   9.98
1580000000,  54.20,   9.95
1581000000,  54.20,   9.97
1582000000,  54.19,  10.04
1583000000,  54.17,  10.08
1584000000,  54.17,  10.21
1585000000,  54.16,  10.10
1586000000,  54.15,  10.06
1587000000,  54.15,  10.08
1588000000,  54.14,  10.11
1589000000,  54.12,  10.12
1590000000,  54.11,  10.16
1591000000,  54.11,  10.10
1592000000,  54.09,  10.02
1593000000,  54.07,  10.12
1594000000,  54.07,  10.23
1595000000,  54.06,  10.30
1596000000,  54.05,  10.30
1597000000,  54.03,  10.33
1598000000,  54.02,  10.27
1599000000,  54.00,  10.30
1600000000,  54.01,  10.29
1601000000,  53.99,  10.27
1602000000,  53.97,  10.30
1603000000,  53.97,  10.43
1604000000,  53.96,  10.42
1605000000,  53.95,  10.41
1606000000,  53.93,  10.52
1607000000,  53.92,  10.45
1608000000,  53.91,  10.43
1609000000,  53.90,  10.44
1610000000,  53.88,  10.53
1611000000,  53.88,  10.53
1612000000,  53.86,  10.56
1613000000,  53.84,  10.63
1614000000,  53.83,  10.56
1615000000,  53.82,  10.62
1616000000,  53.80,  10.72
1617000000,  53.79,  10.73
1618000000,  53.77,  10.83
1619000000,  53.76,  10.90
1620000000,  53.74,  10.88
1621000000,  53.71,  10.95
1622000000,  53.70,  10.94
1623000000,  53.68,  10.89
1624000000,  53.66,  11.04
1625000000,  53.64,  11.11
1626000000,  53.62,  11.07
1627000000,  53.61,  11.08
1628000000,  53.60,  11.08
1629000000,  53.58,  11.05
1630000000,  53.58,  11.03
1631000000,  53.59,  10.98
1632000000,  53.57,  10.98
1633000000,  53.57,  10.87
1634000000,  53.56,  10.77
1635000000,  53.55,  10.76
1636000000,  53.55,  10.71
1637000000,  53.55,  10.67
1638000000,  53.54,  10.73
1639000000,  53.53,  10.71
1640000000,  53.53,  10.59
1641000000,  53.53,  10.66
1642000000,  53.51,  10.76
1643000000,  53.50,  10.75
1644000000,  53.49,  10.68
1645000000,  53.48,  10.66
1646000000,  53.49,  10.63
1647000000,  53.48,  10.74
1648000000,  53.47,  10.88
1649000000,  53.47,  10.77
1650000000,  53.47,  10.70
1651000000,  53.47,  10.74
1652000000,  53.47,  10.73
1653000000,  53.46,  10.84
1654000000,  53.46,  10.80
1655000000,  53.46,  10.83
1656000000,  53.45,  10.80
1657000000,  53.45,  10.70
1658000000,  53.45,  10.80
1659000000,  53.45,  10.89
1660000000,  53.45,  10.88
1661000000,  53.45,  10.94
1662000000,  53.45,  10.99
1663000000,  53.46,  11.04
1664000000,  53.45,  11.10
1665000000,  53.47,  11.17
1666000000,  53.46,  11.23
1667000000,  53.47,  11.21
1668000000,  53.48,  11.21
1669000000,  53.48,  11.37
1670000000,  53.48,  11.61
