% f (Hz),G_rec (dB),T_e_rec (K)
 900000000,  55.39,   9.70
 901000000,  55.37,   9.64
 902000000,  55.35,   9.57
 903000000,  55.34,   9.50
 904000000,  55.30,   9.44
 905000000,  55.30,   9.39
 906000000,  55.28,   9.39
 907000000,  55.26,   9.35
 908000000,  55.25,   9.38
 909000000,  55.24,   9.40
 910000000,  55.23,   9.27
 911000000,  55.21,   9.18
 912000000,  55.21,   9.23
 913000000,  55.19,   9.22
 914000000,  55.18,   9.10
 915000000,  55.17,   9.08
 916000000,  55.17,   9.08
 917000000,  55.16,   9.09
 918000000,  55.16,   9.00
 919000000,  55.16,   8.96
 920000000,  55.15,   9.00
 921000000,  55.15,   8.92
 922000000,  55.15,   8.90
 923000000,  55.15,   8.96
 924000000,  55.14,   8.94
 925000000,  55.15,   8.88
 926000000,  55.13,   8.86
 927000000,  55.14,   8.85
 928000000,  55.14,   8.97
 929000000,  55.14,   8.96
 930000000,  55.14,   8.90
 931000000,  55.14,   8.95
 932000000,  55.15,   8.88
 933000000,  55.14,   8.90
 934000000,  55.14,   8.91
 935000000,  55.15,   8.97
 936000000,  55.14,   8.86
 937000000,  55.14,   8.81
 938000000,  55.14,   8.93
 939000000,  55.14,   8.86
 940000000,  55.13,   8.78
 941000000,  55.13,   8.74
 942000000,  55.14,   8.79
 943000000,  55.13,   8.81
 944000000,  55.13,   8.83
 945000000,  55.13,   8.85
 946000000,  55.12,   8.91
 947000000,  55.11,   8.77
 948000000,  55.10,   8.68
 949000000,  55.10,   8.70
 950000000,  55.09,   8.74
 951000000,  55.08,   8.80
 952000000,  55.08,   8.82
 953000000,  55.06,   8.75
 954000000,  55.05,   8.76
 955000000,  55.04,   8.80
 956000000,  55.04,   8.74
 957000000,  55.02,   8.75
 958000000,  55.01,   8.71
 959000000,  55.00,   8.74
 960000000,  54.98,   8.68
 961000000,  54.97,   8.71
 962000000,  54.95,   8.73
 963000000,  54.94,   8.75
 964000000,  54.93,   8.69
 965000000,  54.91,   8.62
 966000000,  54.90,   8.65
 967000000,  54.88,   8.68
 968000000,  54.87,   8.63
 969000000,  54.86,   8.64
 970000000,  54.85,   8.60
 971000000,  54.83,   8.53
 972000000,  54.82,   8.58
 973000000,  54.80,   8.61
 974000000,  54.77,   8.58
 975000000,  54.77,   8.53
 976000000,  54.75,   8.48
 977000000,  54.74,   8.45
 978000000,  54.73,   8.50
 979000000,  54.71,   8.50
 980000000,  54.70,   8.51
 981000000,  54.68,   8.50
 982000000,  54.66,   8.46
 983000000,  54.65,   8.47
 984000000,  54.64,   8.50
 985000000,  54.63,   8.49
 986000000,  54.62,   8.57
 987000000,  54.60,   8.61
 988000000,  54.60,   8.54
 989000000,  54.59,   8.47
 990000000,  54.58,   8.48
 991000000,  54.56,   8.49
 992000000,  54.56,   8.54
 993000000,  54.55,   8.53
 994000000,  54.54,   8.53
 995000000,  54.54,   8.57
 996000000,  54.54,   8.55
 997000000,  54.54,   8.58
 998000000,  54.54,   8.56
 999000000,  54.54,   8.59
1000000000,  54.54,   8.69
1001000000,  54.54,   8.77
1002000000,  54.54,   8.73
1003000000,  54.54,   8.69
1004000000,  54.54,   8.74
1005000000,  54.54,   8.72
1006000000,  54.55,   8.77
1007000000,  54.54,   8.80
1008000000,  54.55,   8.72
1009000000,  54.55,   8.76
1010000000,  54.54,   8.79
1011000000,  54.56,   8.68
1012000000,  54.56,   8.76
1013000000,  54.57,   8.88
1014000000,  54.59,   8.92
1015000000,  54.58,   8.89
1016000000,  54.59,   8.81
1017000000,  54.60,   8.82
1018000000,  54.61,   8.98
1019000000,  54.60,   8.90
1020000000,  54.61,   8.88
1021000000,  54.62,   8.79
1022000000,  54.63,   8.83
1023000000,  54.63,   8.84
1024000000,  54.64,   8.91
1025000000,  54.64,   8.95
1026000000,  54.66,   8.92
1027000000,  54.66,   8.93
1028000000,  54.66,   8.92
1029000000,  54.66,   8.95
1030000000,  54.68,   8.96
1031000000,  54.68,   9.01
1032000000,  54.70,   9.00
1033000000,  54.69,   9.04
1034000000,  54.69,   9.02
1035000000,  54.71,   8.91
1036000000,  54.70,   9.02
1037000000,  54.71,   8.96
1038000000,  54.72,   8.93
1039000000,  54.72,   8.94
1040000000,  54.73,   9.05
1041000000,  54.73,   9.09
1042000000,  54.73,   8.96
1043000000,  54.73,   8.81
1044000000,  54.73,   8.80
1045000000,  54.73,   8.86
1046000000,  54.73,   9.01
1047000000,  54.74,   8.98
1048000000,  54.74,   8.88
1049000000,  54.73,   8.76
1050000000,  54.72,   8.82
