% f (Hz),G_rec (dB),T_e_rec (K)
 900000000,  55.55,   9.63
 901000000,  55.54,   9.47
 902000000,  55.53,   9.34
 903000000,  55.53,   9.32
 904000000,  55.50,   9.34
 905000000,  55.50,   9.31
 906000000,  55.50,   9.33
 907000000,  55.49,   9.26
 908000000,  55.48,   9.13
 909000000,  55.48,   9.14
 910000000,  55.47,   9.17
 911000000,  55.46,   9.16
 912000000,  55.46,   9.10
 913000000,  55.45,   8.99
 914000000,  55.44,   8.92
 915000000,  55.43,   8.95
 916000000,  55.43,   8.93
 917000000,  55.42,   8.88
 918000000,  55.41,   8.94
 919000000,  55.40,   9.01
 920000000,  55.39,   8.97
 921000000,  55.37,   8.89
 922000000,  55.37,   8.90
 923000000,  55.35,   8.95
 924000000,  55.34,   8.92
 925000000,  55.34,   8.93
 926000000,  55.32,   8.89
 927000000,  55.32,   8.84
 928000000,  55.31,   8.84
 929000000,  55.30,   8.86
 930000000,  55.30,   8.84
 931000000,  55.28,   8.86
 932000000,  55.29,   8.88
 933000000,  55.27,   8.81
 934000000,  55.27,   8.83
 935000000,  55.26,   8.87
 936000000,  55.25,   8.87
 937000000,  55.25,   8.91
 938000000,  55.24,   8.85
 939000000,  55.23,   8.77
 940000000,  55.22,   8.78
 941000000,  55.21,   8.87
 942000000,  55.22,   8.85
 943000000,  55.21,   8.84
 944000000,  55.19,   8.82
 945000000,  55.19,   8.69
 946000000,  55.17,   8.67
 947000000,  55.16,   8.65
 948000000,  55.14,   8.69
 949000000,  55.14,   8.82
 950000000,  55.13,   8.72
 951000000,  55.11,   8.70
 952000000,  55.10,   8.80
 953000000,  55.09,   8.73
 954000000,  55.07,   8.69
 955000000,  55.05,   8.72
 956000000,  55.04,   8.62
 957000000,  55.03,   8.68
 958000000,  55.01,   8.71
 959000000,  54.99,   8.67
 960000000,  54.97,   8.66
 961000000,  54.95,   8.69
 962000000,  54.93,   8.59
 963000000,  54.91,   8.60
 964000000,  54.89,   8.60
 965000000,  54.87,   8.48
 966000000,  54.85,   8.50
 967000000,  54.83,   8.53
 968000000,  54.81,   8.41
 969000000,  54.79,   8.49
 970000000,  54.78,   8.49
 971000000,  54.76,   8.41
 972000000,  54.74,   8.44
 973000000,  54.73,   8.50
 974000000,  54.70,   8.46
 975000000,  54.69,   8.48
 976000000,  54.68,   8.52
 977000000,  54.66,   8.50
 978000000,  54.66,   8.45
 979000000,  54.64,   8.39
 980000000,  54.63,   8.44
 981000000,  54.61,   8.39
 982000000,  54.60,   8.55
 983000000,  54.59,   8.68
 984000000,  54.57,   8.55
 985000000,  54.57,   8.47
 986000000,  54.55,   8.53
 987000000,  54.54,   8.55
 988000000,  54.54,   8.54
 989000000,  54.53,   8.62
 990000000,  54.52,   8.65
 991000000,  54.51,   8.56
 992000000,  54.50,   8.61
 993000000,  54.49,   8.70
 994000000,  54.49,   8.71
 995000000,  54.48,   8.60
 996000000,  54.48,   8.62
 997000000,  54.48,   8.64
 998000000,  54.47,   8.76
 999000000,  54.47,   8.79
1000000000,  54.47,   8.72
1001000000,  54.47,   8.79
1002000000,  54.47,   8.80
1003000000,  54.48,   8.81
1004000000,  54.47,   8.85
1005000000,  54.47,   8.92
1006000000,  54.48,   8.90
1007000000,  54.48,   8.92
1008000000,  54.49,   8.92
1009000000,  54.49,   8.86
1010000000,  54.48,   8.85
1011000000,  54.50,   8.88
1012000000,  54.50,   8.81
1013000000,  54.51,   8.84
1014000000,  54.52,   8.79
1015000000,  54.52,   8.86
1016000000,  54.52,   9.05
1017000000,  54.53,   8.99
1018000000,  54.55,   8.97
1019000000,  54.54,   9.05
1020000000,  54.55,   9.11
1021000000,  54.56,   9.05
1022000000,  54.56,   9.05
1023000000,  54.57,   9.16
1024000000,  54.58,   9.12
1025000000,  54.59,   8.93
1026000000,  54.60,   9.01
1027000000,  54.60,   9.14
1028000000,  54.60,   9.12
1029000000,  54.61,   9.11
1030000000,  54.62,   9.13
1031000000,  54.62,   9.10
1032000000,  54.63,   9.13
1033000000,  54.63,   9.20
1034000000,  54.62,   9.10
1035000000,  54.64,   9.06
1036000000,  54.63,   9.09
1037000000,  54.63,   9.18
1038000000,  54.64,   9.22
1039000000,  54.64,   9.18
