% f (Hz),G_rec (dB),T_e_rec (K)
 900000000,  56.13,   9.46
 901000000,  56.11,   9.31
 902000000,  56.09,   9.29
 903000000,  56.07,   9.27
 904000000,  56.03,   9.23
 905000000,  56.02,   9.22
 906000000,  56.00,   9.17
 907000000,  55.97,   9.17
 908000000,  55.96,   9.15
 909000000,  55.95,   9.08
 910000000,  55.92,   9.04
 911000000,  55.90,   8.96
 912000000,  55.89,   8.86
 913000000,  55.87,   8.85
 914000000,  55.86,   8.91
 915000000,  55.85,   8.85
 916000000,  55.84,   8.82
 917000000,  55.82,   8.81
 918000000,  55.82,   8.67
 919000000,  55.82,   8.67
 920000000,  55.81,   8.75
 921000000,  55.79,   8.66
 922000000,  55.80,   8.65
 923000000,  55.79,   8.76
 924000000,  55.78,   8.72
 925000000,  55.79,   8.64
 926000000,  55.77,   8.71
 927000000,  55.78,   8.83
 928000000,  55.77,   8.74
 929000000,  55.77,   8.65
 930000000,  55.77,   8.60
 931000000,  55.77,   8.66
 932000000,  55.78,   8.62
 933000000,  55.77,   8.54
 934000000,  55.77,   8.57
 935000000,  55.78,   8.54
 936000000,  55.78,   8.56
 937000000,  55.78,   8.52
 938000000,  55.78,   8.51
 939000000,  55.78,   8.63
 940000000,  55.77,   8.71
 941000000,  55.77,   8.71
 942000000,  55.79,   8.63
 943000000,  55.78,   8.54
 944000000,  55.78,   8.46
 945000000,  55.78,   8.37
 946000000,  55.78,   8.38
 947000000,  55.78,   8.50
 948000000,  55.77,   8.57
 949000000,  55.78,   8.43
 950000000,  55.78,   8.37
 951000000,  55.77,   8.49
 952000000,  55.77,   8.41
 953000000,  55.77,   8.54
 954000000,  55.76,   8.54
 955000000,  55.76,   8.44
 956000000,  55.76,   8.35
 957000000,  55.75,   8.37
 958000000,  55.75,   8.50
 959000000,  55.73,   8.41
 960000000,  55.73,   8.26
 961000000,  55.71,   8.25
 962000000,  55.70,   8.31
 963000000,  55.70,   8.31
 964000000,  55.69,   8.26
 965000000,  55.67,   8.27
 966000000,  55.66,   8.24
 967000000,  55.64,   8.24
 968000000,  55.63,   8.21
 969000000,  55.62,   8.14
 970000000,  55.61,   8.18
 971000000,  55.59,   8.29
 972000000,  55.58,   8.30
 973000000,  55.57,   8.14
 974000000,  55.54,   8.10
 975000000,  55.54,   8.19
 976000000,  55.52,   8.14
 977000000,  55.50,   8.16
 978000000,  55.50,   8.11
 979000000,  55.48,   8.13
