% f (Hz),G_rec (dB),T_e_rec (K)
 900000000,  56.53,   6.96
 901000000,  56.50,   6.95
 902000000,  56.48,   6.87
 903000000,  56.45,   7.01
 904000000,  56.40,   7.02
 905000000,  56.38,   6.93
 906000000,  56.36,   6.85
 907000000,  56.33,   6.85
 908000000,  56.31,   7.02
 909000000,  56.29,   6.95
 910000000,  56.27,   6.97
 911000000,  56.24,   7.08
 912000000,  56.23,   6.85
 913000000,  56.21,   6.86
 914000000,  56.20,   6.97
 915000000,  56.17,   6.92
 916000000,  56.16,   6.83
 917000000,  56.15,   6.98
 918000000,  56.13,   6.90
 919000000,  56.13,   6.93
 920000000,  56.11,   6.93
 921000000,  56.10,   6.77
 922000000,  56.09,   6.99
 923000000,  56.08,   6.94
 924000000,  56.07,   6.87
 925000000,  56.07,   6.90
 926000000,  56.05,   6.82
 927000000,  56.05,   6.81
 928000000,  56.04,   7.02
 929000000,  56.04,   6.75
 930000000,  56.03,   6.77
 931000000,  56.02,   6.78
 932000000,  56.03,   6.91
 933000000,  56.02,   6.90
 934000000,  56.01,   6.86
 935000000,  56.02,   6.86
 936000000,  56.01,   6.92
 937000000,  56.01,   6.76
 938000000,  56.01,   6.94
 939000000,  56.00,   6.83
 940000000,  55.99,   6.75
 941000000,  55.99,   6.70
 942000000,  56.00,   6.80
 943000000,  55.99,   6.69
 944000000,  55.99,   6.81
 945000000,  55.99,   6.82
 946000000,  55.99,   6.78
 947000000,  55.99,   6.52
 948000000,  55.98,   6.74
 949000000,  55.98,   6.72
 950000000,  55.98,   6.64
 951000000,  55.98,   6.66
 952000000,  55.98,   6.81
 953000000,  55.97,   6.57
 954000000,  55.96,   6.61
 955000000,  55.96,   6.75
 956000000,  55.97,   6.52
 957000000,  55.97,   6.60
 958000000,  55.96,   6.66
 959000000,  55.96,   6.73
 960000000,  55.95,   6.63
 961000000,  55.95,   6.58
 962000000,  55.94,   6.54
 963000000,  55.93,   6.67
 964000000,  55.93,   6.68
 965000000,  55.91,   6.42
 966000000,  55.90,   6.66
 967000000,  55.89,   6.57
 968000000,  55.89,   6.46
 969000000,  55.87,   6.56
 970000000,  55.87,   6.50
 971000000,  55.85,   6.41
 972000000,  55.84,   6.61
 973000000,  55.83,   6.59
 974000000,  55.81,   6.51
 975000000,  55.80,   6.67
 976000000,  55.79,   6.51
 977000000,  55.77,   6.56
 978000000,  55.77,   6.57
 979000000,  55.75,   6.57
 980000000,  55.74,   6.71
 981000000,  55.73,   6.44
 982000000,  55.71,   6.79
 983000000,  55.70,   6.54
 984000000,  55.69,   6.53
 985000000,  55.69,   6.70
 986000000,  55.67,   6.60
 987000000,  55.66,   6.81
 988000000,  55.66,   6.58
 989000000,  55.65,   6.61
 990000000,  55.64,   6.76
 991000000,  55.63,   6.60
 992000000,  55.63,   6.71
 993000000,  55.61,   6.75
 994000000,  55.61,   6.73
 995000000,  55.60,   6.79
 996000000,  55.59,   6.73
 997000000,  55.59,   6.76
 998000000,  55.58,   6.79
 999000000,  55.58,   6.88
1000000000,  55.57,   6.71
1001000000,  55.56,   6.77
1002000000,  55.56,   6.85
1003000000,  55.56,   6.93
1004000000,  55.55,   6.87
1005000000,  55.55,   6.83
1006000000,  55.55,   6.90
