% f (Hz),G_rec (dB),T_e_rec (K)
 900000000,  55.53,   8.77
 901000000,  55.51,   8.92
 902000000,  55.50,   8.92
 903000000,  55.48,   8.89
 904000000,  55.45,   8.87
 905000000,  55.44,   8.79
 906000000,  55.43,   8.70
 907000000,  55.41,   8.71
 908000000,  55.39,   8.71
 909000000,  55.39,   8.59
 910000000,  55.37,   8.54
 911000000,  55.35,   8.55
 912000000,  55.35,   8.40
 913000000,  55.33,   8.33
 914000000,  55.32,   8.41
 915000000,  55.30,   8.33
 916000000,  55.30,   8.27
 917000000,  55.29,   8.33
 918000000,  55.28,   8.43
 919000000,  55.28,   8.41
 920000000,  55.28,   8.33
 921000000,  55.26,   8.35
 922000000,  55.26,   8.30
 923000000,  55.26,   8.28
 924000000,  55.25,   8.32
 925000000,  55.26,   8.33
 926000000,  55.24,   8.34
 927000000,  55.25,   8.27
 928000000,  55.25,   8.23
 929000000,  55.25,   8.29
 930000000,  55.24,   8.33
 931000000,  55.24,   8.29
 932000000,  55.25,   8.24
 933000000,  55.24,   8.31
 934000000,  55.24,   8.30
 935000000,  55.25,   8.25
 936000000,  55.25,   8.25
 937000000,  55.25,   8.12
 938000000,  55.26,   8.11
 939000000,  55.26,   8.14
 940000000,  55.26,   8.07
 941000000,  55.26,   8.02
 942000000,  55.27,   8.08
 943000000,  55.27,   8.23
 944000000,  55.27,   8.18
 945000000,  55.27,   8.13
 946000000,  55.28,   8.13
 947000000,  55.27,   8.09
 948000000,  55.27,   8.07
 949000000,  55.28,   8.04
 950000000,  55.28,   8.07
 951000000,  55.28,   8.07
 952000000,  55.29,   8.09
 953000000,  55.28,   8.09
 954000000,  55.28,   8.10
 955000000,  55.27,   8.08
 956000000,  55.28,   8.06
 957000000,  55.27,   7.97
 958000000,  55.27,   7.94
 959000000,  55.27,   8.01
 960000000,  55.26,   8.04
 961000000,  55.25,   8.00
 962000000,  55.25,   7.91
 963000000,  55.24,   7.95
 964000000,  55.24,   7.96
 965000000,  55.23,   7.91
 966000000,  55.22,   7.94
 967000000,  55.21,   7.93
 968000000,  55.20,   7.84
 969000000,  55.19,   7.84
 970000000,  55.18,   7.90
 971000000,  55.16,   7.82
 972000000,  55.15,   7.73
 973000000,  55.15,   7.85
 974000000,  55.11,   7.86
 975000000,  55.11,   7.79
 976000000,  55.10,   7.71
 977000000,  55.08,   7.76
 978000000,  55.07,   7.71
 979000000,  55.05,   7.77
 980000000,  55.04,   7.83
 981000000,  55.03,   7.60
 982000000,  55.02,   7.61
 983000000,  55.00,   7.71
 984000000,  54.99,   7.77
 985000000,  54.98,   7.78
 986000000,  54.97,   7.76
 987000000,  54.96,   7.72
 988000000,  54.96,   7.69
 989000000,  54.94,   7.69
 990000000,  54.93,   7.71
 991000000,  54.92,   7.71
 992000000,  54.91,   7.75
 993000000,  54.90,   7.73
 994000000,  54.89,   7.75
 995000000,  54.87,   7.80
 996000000,  54.87,   7.79
 997000000,  54.87,   7.82
 998000000,  54.86,   7.81
 999000000,  54.86,   7.75
1000000000,  54.85,   7.77
1001000000,  54.85,   7.84
1002000000,  54.85,   7.89
