% f (Hz),G_rec (dB),T_e_rec (K)
 900000000,  54.87,   9.32
 901000000,  54.84,   9.34
 902000000,  54.81,   9.34
 903000000,  54.79,   9.31
 904000000,  54.75,   9.29
 905000000,  54.75,   9.27
 906000000,  54.74,   9.20
 907000000,  54.72,   9.18
 908000000,  54.71,   9.21
 909000000,  54.71,   9.14
 910000000,  54.70,   9.10
 911000000,  54.69,   9.16
 912000000,  54.69,   9.16
 913000000,  54.68,   9.12
 914000000,  54.67,   9.10
 915000000,  54.66,   9.04
 916000000,  54.66,   9.03
 917000000,  54.66,   8.99
 918000000,  54.66,   8.93
 919000000,  54.66,   9.03
 920000000,  54.66,   9.13
 921000000,  54.65,   9.12
 922000000,  54.64,   9.14
 923000000,  54.64,   9.08
 924000000,  54.63,   8.95
 925000000,  54.64,   8.88
 926000000,  54.63,   8.91
 927000000,  54.63,   8.99
 928000000,  54.63,   9.00
 929000000,  54.63,   8.96
 930000000,  54.63,   8.96
 931000000,  54.63,   8.99
 932000000,  54.64,   9.02
 933000000,  54.63,   9.05
 934000000,  54.64,   9.02
 935000000,  54.64,   9.01
 936000000,  54.64,   9.00
 937000000,  54.64,   9.01
 938000000,  54.64,   8.94
 939000000,  54.64,   8.84
 940000000,  54.63,   8.92
 941000000,  54.63,   9.05
 942000000,  54.64,   9.04
 943000000,  54.63,   8.95
 944000000,  54.63,   8.91
 945000000,  54.62,   8.96
 946000000,  54.62,   8.92
 947000000,  54.61,   8.79
 948000000,  54.59,   8.80
 949000000,  54.60,   8.88
 950000000,  54.59,   8.82
 951000000,  54.58,   8.84
 952000000,  54.58,   8.80
 953000000,  54.56,   8.86
 954000000,  54.55,   8.76
 955000000,  54.54,   8.70
 956000000,  54.54,   8.81
 957000000,  54.52,   8.87
 958000000,  54.51,   8.75
 959000000,  54.49,   8.67
 960000000,  54.47,   8.75
 961000000,  54.46,   8.73
 962000000,  54.44,   8.81
 963000000,  54.43,   8.83
 964000000,  54.41,   8.69
 965000000,  54.39,   8.67
 966000000,  54.37,   8.66
 967000000,  54.35,   8.60
 968000000,  54.34,   8.63
 969000000,  54.33,   8.64
 970000000,  54.31,   8.56
 971000000,  54.30,   8.60
 972000000,  54.29,   8.72
 973000000,  54.27,   8.71
 974000000,  54.25,   8.67
 975000000,  54.24,   8.65
 976000000,  54.23,   8.60
 977000000,  54.21,   8.58
 978000000,  54.21,   8.57
 979000000,  54.19,   8.58
 980000000,  54.18,   8.70
 981000000,  54.17,   8.73
 982000000,  54.15,   8.69
 983000000,  54.14,   8.68
 984000000,  54.12,   8.72
 985000000,  54.12,   8.67
 986000000,  54.10,   8.65
 987000000,  54.09,   8.78
 988000000,  54.08,   8.82
 989000000,  54.06,   8.85
 990000000,  54.05,   8.89
 991000000,  54.04,   8.89
 992000000,  54.04,   8.97
 993000000,  54.03,   8.92
 994000000,  54.02,   8.98
 995000000,  54.02,   9.02
 996000000,  54.02,   8.92
 997000000,  54.02,   8.87
 998000000,  54.02,   8.95
 999000000,  54.03,   8.99
1000000000,  54.03,   9.17
1001000000,  54.03,   9.20
1002000000,  54.04,   9.14
1003000000,  54.05,   9.18
1004000000,  54.05,   9.17
1005000000,  54.04,   9.22
1006000000,  54.05,   9.10
1007000000,  54.05,   9.12
1008000000,  54.07,   9.27
1009000000,  54.07,   9.35
1010000000,  54.05,   9.38
1011000000,  54.08,   9.39
1012000000,  54.07,   9.47
1013000000,  54.09,   9.38
1014000000,  54.10,   9.41
1015000000,  54.10,   9.40
1016000000,  54.11,   9.30
1017000000,  54.12,   9.31
1018000000,  54.13,   9.34
1019000000,  54.13,   9.46
1020000000,  54.15,   9.37
1021000000,  54.16,   9.39
1022000000,  54.16,   9.40
1023000000,  54.17,   9.52
1024000000,  54.18,   9.53
1025000000,  54.19,   9.54
1026000000,  54.20,   9.62
1027000000,  54.21,   9.48
1028000000,  54.21,   9.43
1029000000,  54.22,   9.40
1030000000,  54.24,   9.47
1031000000,  54.24,   9.54
1032000000,  54.26,   9.58
1033000000,  54.26,   9.55
1034000000,  54.26,   9.42
1035000000,  54.28,   9.55
1036000000,  54.28,   9.53
1037000000,  54.28,   9.59
1038000000,  54.30,   9.56
1039000000,  54.30,   9.60
1040000000,  54.31,   9.54
1041000000,  54.31,   9.46
1042000000,  54.32,   9.47
1043000000,  54.32,   9.55
1044000000,  54.32,   9.55
1045000000,  54.32,   9.50
1046000000,  54.31,   9.40
1047000000,  54.32,   9.42
1048000000,  54.32,   9.40
1049000000,  54.32,   9.38
1050000000,  54.31,   9.47
1051000000,  54.31,   9.50
1052000000,  54.31,   9.42
1053000000,  54.31,   9.42
1054000000,  54.30,   9.43
1055000000,  54.31,   9.50
1056000000,  54.30,   9.46
1057000000,  54.30,   9.43
1058000000,  54.29,   9.30
1059000000,  54.28,   9.40
1060000000,  54.27,   9.42
1061000000,  54.27,   9.44
1062000000,  54.27,   9.46
1063000000,  54.26,   9.55
1064000000,  54.25,   9.55
1065000000,  54.25,   9.48
1066000000,  54.24,   9.46
1067000000,  54.24,   9.42
1068000000,  54.24,   9.34
1069000000,  54.23,   9.42
1070000000,  54.23,   9.49
1071000000,  54.22,   9.48
1072000000,  54.21,   9.49
1073000000,  54.20,   9.52
1074000000,  54.19,   9.49
1075000000,  54.20,   9.40
1076000000,  54.18,   9.44
1077000000,  54.18,   9.55
1078000000,  54.18,   9.48
1079000000,  54.19,   9.50
1080000000,  54.17,   9.62
1081000000,  54.17,   9.58
1082000000,  54.17,   9.67
1083000000,  54.17,   9.59
1084000000,  54.16,   9.70
1085000000,  54.15,   9.69
1086000000,  54.15,   9.58
1087000000,  54.14,   9.73
1088000000,  54.15,   9.65
1089000000,  54.15,   9.70
1090000000,  54.14,   9.73
1091000000,  54.14,   9.76
1092000000,  54.14,   9.57
1093000000,  54.13,   9.64
1094000000,  54.15,   9.64
1095000000,  54.14,   9.76
1096000000,  54.14,   9.85
1097000000,  54.15,   9.78
1098000000,  54.16,   9.79
1099000000,  54.16,   9.83
1100000000,  54.16,   9.84
1101000000,  54.16,   9.84
1102000000,  54.18,   9.84
1103000000,  54.17,   9.81
1104000000,  54.19,   9.82
1105000000,  54.18,   9.92
1106000000,  54.20,   9.87
1107000000,  54.20,  10.03
1108000000,  54.22,   9.89
1109000000,  54.23,   9.87
1110000000,  54.24,  10.07
1111000000,  54.25,   9.93
1112000000,  54.26,   9.94
1113000000,  54.27,   9.96
1114000000,  54.27,   9.99
1115000000,  54.29,   9.97
1116000000,  54.31,   9.92
1117000000,  54.32,  10.03
1118000000,  54.33,  10.11
1119000000,  54.34,  10.02
1120000000,  54.36,   9.92
1121000000,  54.37,  10.02
1122000000,  54.38,   9.89
1123000000,  54.40,   9.88
1124000000,  54.40,   9.88
1125000000,  54.43,   9.97
1126000000,  54.45,   9.98
1127000000,  54.46,  10.00
1128000000,  54.48,   9.86
1129000000,  54.50,   9.97
1130000000,  54.50,   9.98
1131000000,  54.52,   9.80
1132000000,  54.54,   9.90
1133000000,  54.56,   9.94
1134000000,  54.57,   9.94
1135000000,  54.58,  10.01
1136000000,  54.59,   9.94
1137000000,  54.61,   9.81
1138000000,  54.62,   9.71
1139000000,  54.62,   9.72
1140000000,  54.64,   9.83
1141000000,  54.65,   9.78
1142000000,  54.66,   9.76
1143000000,  54.68,   9.67
1144000000,  54.69,   9.63
1145000000,  54.70,   9.80
1146000000,  54.71,   9.75
1147000000,  54.72,   9.73
1148000000,  54.73,   9.59
1149000000,  54.74,   9.54
1150000000,  54.75,   9.54
1151000000,  54.76,   9.51
1152000000,  54.76,   9.48
1153000000,  54.76,   9.56
1154000000,  54.79,   9.48
1155000000,  54.78,   9.35
1156000000,  54.79,   9.45
1157000000,  54.80,   9.55
1158000000,  54.80,   9.46
1159000000,  54.81,   9.48
1160000000,  54.81,   9.32
1161000000,  54.81,   9.32
1162000000,  54.82,   9.36
1163000000,  54.82,   9.42
1164000000,  54.82,   9.46
1165000000,  54.82,   9.39
1166000000,  54.80,   9.35
1167000000,  54.81,   9.32
1168000000,  54.80,   9.37
1169000000,  54.80,   9.45
1170000000,  54.80,   9.43
1171000000,  54.81,   9.31
1172000000,  54.81,   9.37
1173000000,  54.81,   9.37
1174000000,  54.80,   9.32
1175000000,  54.79,   9.30
1176000000,  54.79,   9.39
1177000000,  54.78,   9.30
1178000000,  54.78,   9.44
1179000000,  54.78,   9.37
1180000000,  54.76,   9.38
1181000000,  54.76,   9.58
1182000000,  54.75,   9.37
1183000000,  54.75,   9.47
1184000000,  54.73,   9.35
1185000000,  54.73,   9.46
1186000000,  54.72,   9.41
1187000000,  54.70,   9.53
1188000000,  54.70,   9.56
1189000000,  54.70,   9.64
1190000000,  54.70,   9.60
1191000000,  54.68,   9.56
1192000000,  54.68,   9.58
1193000000,  54.66,   9.60
1194000000,  54.66,   9.64
1195000000,  54.65,   9.63
1196000000,  54.65,   9.70
1197000000,  54.64,   9.73
1198000000,  54.63,   9.71
1199000000,  54.64,   9.65
1200000000,  54.62,   9.79
1201000000,  54.62,   9.69
1202000000,  54.62,   9.74
1203000000,  54.62,   9.71
1204000000,  54.61,   9.73
1205000000,  54.61,   9.78
1206000000,  54.61,   9.77
1207000000,  54.60,   9.91
1208000000,  54.59,   9.94
1209000000,  54.59,   9.88
1210000000,  54.59,   9.91
1211000000,  54.59,   9.86
1212000000,  54.58,  10.01
1213000000,  54.58,  10.03
1214000000,  54.57,   9.99
1215000000,  54.57,   9.96
1216000000,  54.57,   9.83
1217000000,  54.57,   9.86
1218000000,  54.58,   9.95
1219000000,  54.59,   9.90
1220000000,  54.60,   9.97
1221000000,  54.60,  10.10
1222000000,  54.61,  10.16
1223000000,  54.62,   9.93
1224000000,  54.61,  10.03
1225000000,  54.63,   9.99
1226000000,  54.64,  10.12
1227000000,  54.64,  10.11
1228000000,  54.64,  10.22
1229000000,  54.66,  10.12
1230000000,  54.68,  10.24
1231000000,  54.68,  10.18
1232000000,  54.68,  10.35
1233000000,  54.70,  10.25
1234000000,  54.70,  10.22
1235000000,  54.71,  10.11
1236000000,  54.72,  10.21
1237000000,  54.73,  10.15
1238000000,  54.74,  10.35
1239000000,  54.76,  10.44
1240000000,  54.77,  10.36
1241000000,  54.79,  10.43
1242000000,  54.80,  10.38
1243000000,  54.81,  10.35
1244000000,  54.82,  10.24
1245000000,  54.83,  10.37
1246000000,  54.86,  10.51
1247000000,  54.87,  10.35
1248000000,  54.89,  10.34
1249000000,  54.92,  10.25
1250000000,  54.92,  10.20
1251000000,  54.94,  10.33
1252000000,  54.95,  10.27
1253000000,  54.97,  10.28
1254000000,  54.98,  10.29
1255000000,  55.00,  10.19
1256000000,  55.02,  10.09
1257000000,  55.02,  10.01
1258000000,  55.04,  10.21
1259000000,  55.06,  10.22
1260000000,  55.07,  10.24
1261000000,  55.09,  10.10
1262000000,  55.10,  10.16
1263000000,  55.12,  10.19
1264000000,  55.13,  10.02
1265000000,  55.15,  10.02
1266000000,  55.18,  10.13
1267000000,  55.18,  10.07
1268000000,  55.21,   9.89
1269000000,  55.23,  10.08
1270000000,  55.23,  10.03
1271000000,  55.25,   9.99
1272000000,  55.26,   9.85
1273000000,  55.27,   9.78
1274000000,  55.28,   9.83
1275000000,  55.30,   9.68
1276000000,  55.31,   9.81
1277000000,  55.31,   9.77
1278000000,  55.33,   9.71
1279000000,  55.33,   9.78
1280000000,  55.34,   9.55
1281000000,  55.36,   9.65
1282000000,  55.37,   9.52
1283000000,  55.37,   9.49
1284000000,  55.38,   9.52
1285000000,  55.38,   9.60
1286000000,  55.39,   9.30
1287000000,  55.40,   9.49
1288000000,  55.41,   9.40
1289000000,  55.42,   9.28
1290000000,  55.42,   9.24
1291000000,  55.44,   9.22
1292000000,  55.43,   9.21
1293000000,  55.42,   9.25
1294000000,  55.44,   9.28
1295000000,  55.44,   9.08
1296000000,  55.44,   9.16
1297000000,  55.44,   9.12
1298000000,  55.44,   9.08
1299000000,  55.45,   9.01
1300000000,  55.45,   8.92
1301000000,  55.45,   8.92
1302000000,  55.44,   9.01
1303000000,  55.44,   8.93
1304000000,  55.44,   8.76
1305000000,  55.45,   8.94
1306000000,  55.43,   8.84
1307000000,  55.44,   8.83
1308000000,  55.44,   8.97
1309000000,  55.42,   8.82
1310000000,  55.43,   8.89
1311000000,  55.41,   8.84
1312000000,  55.42,   8.91
1313000000,  55.42,   8.74
1314000000,  55.41,   8.85
1315000000,  55.41,   8.87
1316000000,  55.40,   8.79
1317000000,  55.40,   8.79
1318000000,  55.39,   8.90
1319000000,  55.39,   8.89
1320000000,  55.38,   8.83
1321000000,  55.38,   8.86
1322000000,  55.36,   8.91
1323000000,  55.36,   8.89
1324000000,  55.35,   8.80
1325000000,  55.34,   8.68
1326000000,  55.33,   9.02
1327000000,  55.32,   9.14
1328000000,  55.32,   9.16
1329000000,  55.31,   8.92
1330000000,  55.29,   8.92
1331000000,  55.29,   9.11
1332000000,  55.28,   8.89
1333000000,  55.27,   9.07
1334000000,  55.27,   9.09
1335000000,  55.26,   9.03
1336000000,  55.26,   9.05
1337000000,  55.25,   9.27
1338000000,  55.25,   9.17
1339000000,  55.25,   9.20
1340000000,  55.24,   9.22
1341000000,  55.25,   9.19
1342000000,  55.25,   9.37
1343000000,  55.23,   9.27
1344000000,  55.23,   9.32
1345000000,  55.23,   9.30
1346000000,  55.23,   9.48
1347000000,  55.23,   9.65
1348000000,  55.21,   9.46
1349000000,  55.21,   9.47
1350000000,  55.21,   9.59
1351000000,  55.21,   9.62
1352000000,  55.20,   9.69
1353000000,  55.20,   9.64
1354000000,  55.19,   9.57
1355000000,  55.19,   9.61
