|#SOURCE_ID|RA|DEC|NVSS_FLUX|INT_SPEC_INDX|3C_NAME|PKS_JNAME|PKS_1410_FLUX|PKS_635_FLUX|PKS_408_FLUX|PKS_SPEC_INDX 
0|2447|30.050592|-30.890731|3.827065|-0.77605|No-3C|PKS-J0200-3053|3.6|7.1|10.3|-0.775802
1|4389|258.699244|-25.243304|2.792596|-0.871239|No-3C|No-PKS|0.0|0.0|0.0|0.0
2|4414|258.314548|-25.042818|7.426383|-0.685836|No-3C|No-PKS|0.0|0.0|0.0|0.0
3|4472|258.203155|-24.57245|1.229687|-0.508611|No-3C|No-PKS|0.0|0.0|0.0|0.0
4|4614|260.223996|-23.660828|2.003298|-0.816754|No-3C|No-PKS|0.0|0.0|0.0|0.0
5|5136|193.38785|15.708397|1.881995|-0.913199|No-3C|PKS-J1253+1542|1.7|0.0|5.83|-0.861044
6|5236|190.990115|16.381301|2.926873|-0.865892|No-3C|PKS-J1243+1622|2.9|0.0|9.35|-0.893771
7|7331|83.607201|27.539959|1.057389|-0.67705|No-3C|No-PKS|0.0|0.0|0.0|0.0
8|7494|85.311159|28.71101|1.403772|-0.711124|No-3C|No-PKS|0.0|0.0|0.0|0.0
9|10523|133.78942|-7.250851|1.191532|-0.509283|3C209|PKS-J0855-0714|1.2|0.0|2.49|-0.734407
10|11347|187.276513|2.051155|55.339714|-0.322505|3C273|PKS-J1229+0203|42.0|0.0|55.1|-0.333677
11|11544|186.218493|3.513891|1.315544|0.381477|No-3C|PKS-J1224+0330|0.72|0.9|0.0|-0.322421
12|15074|11.172337|-35.509133|2.573455|-0.605852|No-3C|PKS-J0044-3530|2.3|0.0|5.79|-0.691981
13|16585|208.234845|11.11877|1.593823|-0.354839|No-3C|PKS-J1352+1107|0.0|0.0|3.62|-0.587983
14|16776|206.889273|12.289984|5.546404|0.178428|No-3C|PKS-J1347+1217|5.08|7.18|8.78|-0.125112
15|17108|340.97837|18.246014|1.028579|-0.802495|No-3C|PKS-J2243+1814|1.1|0.0|3.04|-0.830776
16|19308|265.995152|-3.834771|1.441269|0.222644|No-3C|PKS-J1743-0350|1.17|0.0|1.43|-0.181195
17|19910|61.991399|-27.951486|1.37935|0.691909|No-3C|PKS-J0407-2757|0.0|0.0|0.0|0.0
19|21920|188.000555|-2.401182|1.683263|-0.728072|No-3C|PKS-J1232-0224|1.9|3.3|3.87|-0.714967
20|22448|198.755346|20.741662|1.140612|-0.541121|No-3C|PKS-J1315+2044|1.0|1.5|0.0|-0.543703
21|24760|302.688033|-24.429255|1.22572|0.333657|No-3C|PKS-J2010-2425|0.0|0.0|1.81|0.0
22|25900|156.123466|-0.882048|1.00352|0.386861|No-3C|PKS-J1024-0052|0.9|0.0|1.2|-0.119032
23|26143|157.541326|0.627813|1.103451|-0.642167|No-3C|PKS-J1030+0037|1.0|0.0|2.72|-0.73
24|26396|102.118827|-17.734753|1.070747|-0.371559|No-3C|No-PKS|0.0|0.0|0.0|0.0
25|26559|102.602381|-16.627789|1.823454|-0.093801|No-3C|PKS-J0650-1637|1.7|0.0|2.03|-0.189532
26|26930|104.117391|-14.109617|2.161624|-0.619856|No-3C|No-PKS|0.0|0.0|0.0|0.0
27|26931|104.122782|-14.144588|1.582138|-0.24463|No-3C|No-PKS|0.0|0.0|0.0|0.0
28|27580|125.239493|-12.982976|1.105597|-0.269236|No-3C|PKS-J0820-1258|0.0|0.0|1.68|-0.586087
29|27944|122.224936|-10.463297|4.204138|-0.659635|3C195|PKS-J0808-1027|4.0|0.0|13.7|-0.7907
31|30262|326.049224|28.172219|3.359887|-0.701183|3C436|No-PKS|0.0|0.0|0.0|0.0
32|30849|264.406838|24.013445|1.737056|-0.556648|No-3C|PKS-J1737+2400|1.8|3.0|0.0|-0.582225
33|32622|127.121792|-32.006437|1.379034|-0.808859|No-3C|PKS-J0828-3200|0.0|0.0|3.77|0.0
34|32906|125.381155|-30.194249|3.257197|-0.782635|No-3C|PKS-J0821-3011|3.1|0.0|6.5|-0.827511
35|32998|65.217236|-5.62228|1.062616|-0.873659|No-3C|PKS-J0420-0537|0.8|0.0|3.42|-0.810617
36|33444|64.70406|-3.003682|1.133745|-0.942202|3C112|PKS-J0418-0259|0.9|2.8|2.69|-0.911581
37|34900|270.74958|-21.801693|6.109029|1.720739|No-3C|No-PKS|0.0|0.0|0.0|0.0
38|35037|272.345631|-20.319133|35.227062|2.264952|No-3C|No-PKS|0.0|0.0|0.0|0.0
39|35065|272.243321|-20.087742|8.024625|1.756664|No-3C|No-PKS|0.0|0.0|0.0|0.0
40|35138|272.879626|-19.427833|13.223433|-0.668774|No-3C|No-PKS|0.0|0.0|0.0|0.0
41|35250|272.971944|-18.605217|1.303117|1.197289|No-3C|No-PKS|0.0|0.0|0.0|0.0
42|35290|272.226271|-18.26557|2.035893|1.053185|No-3C|No-PKS|0.0|0.0|0.0|0.0
43|37472|287.989529|-5.805653|1.635064|-0.460824|No-3C|No-PKS|0.0|0.0|0.0|0.0
44|38306|219.237787|3.403372|2.848497|-0.466747|No-3C|PKS-J1436+0324|2.8|2.5|5.16|-0.720091
45|40017|270.708692|-2.127115|1.694534|-0.751837|No-3C|PKS-J1802-0207|1.81|0.0|4.47|-0.671967
46|41982|286.213919|15.363227|1.082452|-0.826834|No-3C|No-PKS|0.0|0.0|0.0|0.0
47|44752|12.946476|17.786159|1.395268|-0.800672|3C23|PKS-J0051+1747|1.25|0.0|4.64|-0.842101
48|50412|135.606369|-5.277776|1.234688|-0.938439|No-3C|PKS-J0902-0516|1.0|0.0|4.4|-0.906647
49|51965|49.74079|16.475822|8.248794|0.037814|No-3C|PKS-J0318+1628|8.3|0.0|8.06|-0.029389
50|52041|47.500218|17.099614|4.804873|-0.876298|3C79|PKS-J0310+1705|4.9|0.0|14.7|-0.831662
51|52705|250.165835|-2.661806|1.932994|-0.673125|No-3C|PKS-J1640-0239|1.76|3.9|4.55|-0.674486
52|53082|79.890113|27.733792|1.823806|-0.633701|No-3C|No-PKS|0.0|0.0|0.0|0.0
53|53163|81.102313|28.210527|1.230529|-0.960831|No-3C|No-PKS|0.0|0.0|0.0|0.0
54|54038|75.30337|-1.987164|2.446351|-0.188281|No-3C|PKS-J0501-0159|2.2|2.6|2.3|-0.423289
55|54824|99.657433|-16.821674|1.398454|-0.796538|No-3C|PKS-J0638-1649|1.0|0.0|3.91|-0.831868
56|54961|101.434465|-15.837745|1.522903|-0.677302|No-3C|PKS-J0645-1550|0.0|0.0|3.95|-0.657729
57|55440|352.670126|11.005061|1.220819|0.260015|No-3C|PKS-J2330+1100|1.2|1.18|1.21|-0.215201
58|55992|249.592161|10.585487|1.160347|-0.524095|No-3C|PKS-J1638+1034|0.0|0.0|2.51|-0.626775
59|56211|247.938708|11.934201|1.78748|-0.489936|No-3C|PKS-J1631+1156|0.0|0.0|3.71|-0.554952
60|58308|111.320017|14.420376|1.087186|0.047881|No-3C|PKS-J0725+1425|0.0|0.0|0.97|-0.440736
61|58340|112.042765|14.626675|2.394936|-0.836451|3C181|PKS-J0728+1437|2.1|0.0|6.73|-0.859666
62|58435|112.647572|15.253405|1.55977|-0.70134|No-3C|PKS-J0730+1515|1.7|0.0|3.68|-0.641422
63|59500|21.678238|25.983484|1.030185|-0.363176|No-3C|PKS-J0126+2559|0.5|1.1|0.0|-0.777054
64|62020|206.756281|-8.056567|1.947145|-0.764547|No-3C|PKS-J1347-0803|2.0|4.08|5.98|-0.857697
65|69731|324.458598|-20.709025|3.799591|-0.543175|No-3C|PKS-J2137-2042|0.0|0.0|9.76|-0.305081
66|69742|322.756313|-20.615643|2.099969|-0.771439|No-3C|PKS-J2131-2036|2.2|0.0|6.15|-0.813804
67|70012|324.520942|-18.724888|1.502079|-0.757526|No-3C|PKS-J2138-1843|1.4|0.0|4.38|-0.818113
68|70059|322.339223|-18.356386|1.453849|0.559235|No-3C|PKS-J2129-1821|0.0|0.0|1.14|0.0
69|70086|324.674756|-18.179076|2.039452|-0.207964|No-3C|PKS-J2138-1810|0.0|0.0|3.34|0.0
70|70452|161.645756|15.729741|1.097044|-0.547399|No-3C|PKS-J1046+1543|1.0|0.0|2.44|-0.724248
71|71018|4.714096|-12.709337|2.159042|-0.729182|No-3C|PKS-J0018-1242|2.3|0.0|6.87|-0.735573
72|71759|349.094648|-11.953997|1.866688|-0.515158|No-3C|PKS-J2316-1157|0.0|0.0|4.05|-0.586833
73|71976|347.8207|-10.647213|1.179638|-0.549281|No-3C|PKS-J2311-1038|1.2|0.0|3.51|-0.529976
74|73299|296.999755|-9.337607|1.309628|-0.646973|No-3C|PKS-J1947-0920|1.3|0.0|3.51|-0.466745
75|73883|185.164152|-37.671033|1.179852|-0.77181|No-3C|PKS-J1220-3740|1.06|0.0|3.36|-0.735554
76|76246|337.283555|9.239438|1.000083|-0.815198|No-3C|PKS-J2229+0914|0.6|0.0|3.05|-0.83429
77|77415|349.972873|-36.941159|1.080393|-0.516365|No-3C|PKS-J2319-3656|1.09|0.0|2.43|-0.668208
78|78358|177.682849|-0.398456|2.799033|0.105555|No-3C|PKS-J1150-0023|3.1|3.5|3.43|-0.079142
79|78604|175.284306|1.238194|2.753913|-0.609634|No-3C|PKS-J1141+0114|2.49|4.05|5.72|-0.685587
80|78610|174.373542|1.270394|1.095591|-0.843327|No-3C|PKS-J1137+0116|1.12|2.7|3.16|-0.84397
81|78904|5.355892|-0.92791|1.190951|-0.594653|No-3C|PKS-J0021-0055|1.1|1.5|2.02|-0.603948
82|79008|4.045738|-0.254039|1.118193|0.280544|No-3C|PKS-J0016-0015|0.8|0.0|1.09|-0.719206
83|79085|5.605919|0.248949|3.133107|0.362116|No-3C|PKS-J0022+0014|2.8|3.1|2.99|-0.241648
84|79182|3.295347|0.861464|1.647054|-0.635135|3C5|PKS-J0013+0051|1.6|3.1|4.66|-0.778088
85|79985|125.433437|17.805662|1.896739|-0.565719|No-3C|PKS-J0821+1748|1.9|0.0|4.56|-0.530567
86|83494|121.813161|-33.504722|1.105222|-0.820771|No-3C|PKS-J0807-3330|0.0|0.0|0.0|0.0
88|84072|202.529928|-21.701331|1.99305|-0.925856|No-3C|PKS-J1330-2142|1.88|3.28|5.63|-0.824088
89|84584|204.406386|-18.194649|1.563005|-0.558225|No-3C|PKS-J1337-1811|1.7|0.0|4.52|-0.615873
90|85552|1.594169|-0.073666|3.964409|-0.535579|3C2|PKS-J0006-0004|3.7|6.3|10.5|-0.634978
91|86146|279.166628|19.72661|1.548396|-0.158551|No-3C|PKS-J1836+1942|1.78|0.0|4.2|-0.788804
92|91534|2.47061|12.74868|2.039129|-0.72616|No-3C|PKS-J0009+1244|1.9|0.0|4.45|-0.834131
93|91936|256.253303|-24.753631|3.254291|1.014646|No-3C|No-PKS|0.0|0.0|0.0|0.0
94|92329|28.004158|-29.683342|1.026958|-0.636852|No-3C|PKS-J0151-2940|0.0|0.0|2.42|-0.84429
95|92345|27.642636|-29.545025|1.699673|-0.651039|No-3C|PKS-J0150-2932|2.9|0.0|7.04|-0.801495
96|92346|27.65946|-29.519037|1.306831|-0.546633|No-3C|PKS-J0150-2932|2.9|0.0|7.04|-0.801495
97|94627|91.640214|-20.367034|2.99682|-0.590908|No-3C|PKS-J0606-2022|3.2|0.0|7.39|-0.643657
98|97520|237.646912|5.452918|2.348308|-0.051916|No-3C|PKS-J1550+0527|0.0|0.0|2.74|-0.322689
99|97996|315.484595|28.580656|1.811004|-0.705746|No-3C|No-PKS|0.0|0.0|0.0|0.0
100|98045|317.338244|29.07034|1.062826|-0.873539|No-3C|No-PKS|0.0|0.0|0.0|0.0
101|98365|187.462293|11.674432|1.538273|-0.410232|No-3C|PKS-J1229+1140|0.0|0.0|4.31|0.0
103|98434|187.705517|12.388647|153.332825|-0.575785|3C274|PKS-J1230+1223|220.0|0.0|519.0|-0.713582
104|98453|187.72033|12.452509|1.423383|0.081326|3C274|PKS-J1230+1223|220.0|0.0|519.0|-0.713582
105|98503|186.26781|12.885343|6.062761|-0.403029|No-3C|PKS-J1225+1253|6.0|0.0|12.2|-0.557891
106|99713|357.709181|-24.95007|1.300337|-1.028152|No-3C|PKS-J2350-2457|0.0|0.0|4.41|-1.027168
107|101154|258.275178|-8.283579|1.382634|-0.462012|No-3C|No-PKS|0.0|0.0|0.0|0.0
108|101362|260.048835|-7.025339|1.584468|-0.891183|No-3C|PKS-J1720-0701|1.6|0.0|4.46|-0.872974
109|101946|326.323929|4.525527|1.439531|-0.466814|No-3C|PKS-J2145+0431|1.5|0.0|3.54|-0.710082
110|102102|328.353052|5.605183|1.208131|-0.711336|No-3C|PKS-J2153+0536|1.3|0.0|2.94|-0.815841
111|103435|83.630784|22.018364|727.483215|0.699894|3C144|PKS-J0534+2200|0.0|0.0|0.0|0.0
112|103439|83.979901|22.040629|1.335886|0.735233|No-3C|No-PKS|0.0|0.0|0.0|0.0
113|103453|83.413659|22.353963|3.377886|0.719839|No-3C|No-PKS|0.0|0.0|0.0|0.0
114|103459|83.60616|22.462011|1.889447|0.623544|No-3C|No-PKS|0.0|0.0|0.0|0.0
115|103626|82.292373|25.014301|1.163268|-0.127813|No-3C|PKS-J0529+2500|0.0|0.0|0.0|0.0
116|103798|355.096513|22.348477|2.349888|-0.44644|3C466|PKS-J2340+2220|2.2|3.5|0.0|-0.539175
117|106015|156.336438|20.17254|1.208835|-0.860988|3C242|PKS-J1025+2010|0.9|2.1|3.6|-0.941951
118|106319|155.47734|21.991864|1.75309|-0.895201|3C241|PKS-J1021+2159|1.7|4.8|0.0|-0.865212
119|108126|246.524949|-29.85747|2.322709|-0.062117|No-3C|PKS-J1626-2951|2.2|0.0|2.74|-0.164761
120|108500|247.920761|-26.947127|2.280128|-0.80693|No-3C|PKS-J1631-2656|0.0|0.0|5.66|0.0
121|108580|246.010494|-26.20745|1.318222|-0.716321|No-3C|PKS-J1624-2612|0.0|0.0|2.87|-0.770736
122|108784|17.157822|-28.857735|1.337392|-0.560647|No-3C|PKS-J0108-2851|0.0|0.0|3.41|0.0
123|109224|152.751518|6.411127|3.055278|-0.88088|No-3C|PKS-J1011+0624|2.8|0.0|9.32|-0.912281
125|109379|152.000207|7.504464|6.849847|-0.636411|3C237|PKS-J1007+0730|6.6|0.0|15.4|-0.651439
126|112086|55.148426|-21.325514|1.090702|-0.105823|No-3C|PKS-J0340-2119|0.0|0.0|1.26|0.0
127|112798|96.614007|-16.676519|1.057452|-0.7762|No-3C|PKS-J0626-1640|0.0|0.0|2.75|0.0
128|113134|94.1573|-14.346756|1.015277|-0.780371|No-3C|PKS-J0616-1420|0.8|0.0|2.89|-0.879216
129|113765|311.793029|-2.606362|2.307491|-0.595868|No-3C|PKS-J2047-0236|2.3|4.1|5.37|-0.524914
130|114156|350.368905|23.780065|1.570784|-0.814376|3C460|PKS-J2321+2346|2.0|3.1|0.0|-0.780745
132|114849|216.461118|24.068489|1.589886|-0.743469|No-3C|PKS-J1425+2403|1.5|4.4|0.0|-0.715745
133|117541|274.822484|-2.968756|1.808546|1.32102|No-3C|No-PKS|0.0|0.0|0.0|0.0
134|117618|275.513501|-2.380114|1.326964|-0.897877|No-3C|No-PKS|0.0|0.0|0.0|0.0
135|118095|77.758433|-7.570716|1.132247|-0.759405|No-3C|PKS-J0511-0734|1.0|0.0|2.99|-0.791914
137|121739|161.687538|-36.024446|1.343541|-0.892825|No-3C|PKS-J1046-3601|1.24|0.0|4.15|-0.924393
138|124334|200.829012|3.135996|1.386727|-0.834042|No-3C|PKS-J1323+0308|1.33|2.9|3.68|-0.77318
139|128333|296.556533|-31.614519|1.068231|0.411743|No-3C|PKS-J1946-3136|0.0|0.0|1.41|0.0
140|130615|83.824945|-5.3893|206.441849|2.948219|3C145|PKS-J0535-0523|410.0|0.0|450.0|0.0
141|130619|84.195525|-5.32572|1.697246|0.972003|No-3C|No-PKS|0.0|0.0|0.0|0.0
142|130620|84.164159|-5.287098|1.477349|1.181214|No-3C|No-PKS|0.0|0.0|0.0|0.0
143|130628|83.883774|-5.261289|3.838424|0.490124|3C145|No-PKS|0.0|0.0|0.0|0.0
144|130664|83.993474|-4.924919|1.232713|-0.764037|No-3C|No-PKS|0.0|0.0|0.0|0.0
145|132652|122.064847|-7.852621|1.638566|-0.184398|No-3C|PKS-J0808-0751|1.2|0.0|2.49|-0.584438
146|133862|134.522363|-19.843419|1.24915|-0.653839|No-3C|PKS-J0858-1950|1.3|0.0|2.78|-0.662728
147|133930|134.911075|-19.373907|1.053432|-0.794204|No-3C|PKS-J0859-1922|0.0|0.0|2.99|0.0
149|134608|183.383882|13.122306|1.394628|-0.38828|No-3C|PKS-J1213+1307|0.0|0.0|2.38|-0.443716
150|134814|207.708954|-13.203135|1.311605|-0.639965|No-3C|PKS-J1350-1312|1.3|0.0|3.64|-0.70853
151|135674|327.962498|-19.768381|2.01117|-0.620621|No-3C|PKS-J2151-1946|2.1|0.0|5.12|-0.591689
152|135886|329.371401|-18.117574|1.467854|0.234249|No-3C|PKS-J2157-1807|2.38|5.37|2.3|-0.567722
153|137102|193.264815|2.6395|1.61872|-0.721865|No-3C|PKS-J1253+0238|1.2|2.2|4.13|-0.673383
154|138946|259.410802|-39.814313|2.199202|-0.517125|No-3C|No-PKS|0.0|0.0|0.0|0.0
155|138994|259.606694|-39.315977|10.073893|1.909443|No-3C|No-PKS|0.0|0.0|0.0|0.0
156|139009|257.957407|-39.162419|2.539211|1.33112|No-3C|No-PKS|0.0|0.0|0.0|0.0
157|139013|257.856638|-39.149348|2.060005|1.219983|No-3C|No-PKS|0.0|0.0|0.0|0.0
158|139018|260.026509|-38.966937|17.163208|2.091508|No-3C|No-PKS|0.0|0.0|0.0|0.0
159|139019|260.03155|-38.939296|5.748071|1.684746|No-3C|No-PKS|0.0|0.0|0.0|0.0
160|139027|258.275103|-38.998446|1.119021|1.102522|No-3C|No-PKS|0.0|0.0|0.0|0.0
161|139071|258.623458|-38.524687|5.314275|-0.766223|No-3C|No-PKS|0.0|0.0|0.0|0.0
162|139075|258.778824|-38.559106|1.629458|-0.27122|No-3C|No-PKS|0.0|0.0|0.0|0.0
163|139108|258.545805|-38.179184|6.905239|-0.524098|No-3C|No-PKS|0.0|0.0|0.0|0.0
164|139127|259.223082|-38.021343|2.148737|1.129577|No-3C|No-PKS|0.0|0.0|0.0|0.0
166|139341|162.883809|-20.396691|1.554755|-0.650814|No-3C|PKS-J1051-2023|0.0|0.0|4.46|-0.73772
167|139528|162.027984|-19.160008|1.183757|-0.547018|No-3C|PKS-J1048-1909|1.1|0.0|2.45|-0.62711
168|143254|224.748584|4.271481|1.078816|-0.505682|No-3C|PKS-J1458+0416|0.0|0.0|2.32|-0.742629
169|144292|42.161049|-13.374776|1.016749|-0.623249|No-3C|PKS-J0248-1322|0.8|0.0|2.49|-0.716575
170|148017|280.011183|24.041611|1.409614|-0.944169|No-3C|PKS-J1840+2402|1.2|0.0|0.0|-0.835673
171|155751|19.214286|-20.86855|4.223938|-0.534291|No-3C|PKS-J0116-2052|4.1|0.0|10.6|-0.573952
172|156031|19.642737|-18.820839|1.170669|-0.748207|No-3C|PKS-J0118-1849|1.2|0.0|3.23|-0.764399
173|156728|107.618849|9.331721|1.032792|-0.770501|No-3C|PKS-J0710+0920|1.0|0.0|2.81|-0.65355
174|157900|209.275221|-17.734133|1.502763|0.122284|No-3C|PKS-J1357-1744|1.9|0.0|0.91|0.235223
175|158342|207.969378|-14.820899|1.291346|0.508193|No-3C|PKS-J1351-1449|0.0|0.0|1.48|0.0
176|158433|209.258951|-14.095096|1.389395|-0.696093|No-3C|PKS-J1357-1405|1.2|0.0|3.91|-0.834742
177|159539|198.772894|-18.971021|1.313282|-0.873606|No-3C|PKS-J1315-1858|1.2|0.0|4.83|-0.978448
178|160298|211.087426|-29.867554|1.392018|-0.706443|No-3C|PKS-J1404-2952|0.0|0.0|3.28|-0.795564
179|160509|210.510368|-28.373543|1.117417|-0.621614|No-3C|PKS-J1402-2822|0.0|0.0|2.3|0.0
180|161533|144.503383|-29.212014|1.959039|-0.87114|No-3C|PKS-J0938-2913|1.9|0.0|6.0|-0.863758
181|161665|143.798057|-28.341987|1.568443|0.034354|No-3C|PKS-J0935-2820|0.0|0.0|2.5|0.0
182|162017|203.228276|2.013114|2.695964|-0.67336|No-3C|PKS-J1332+0200|2.83|4.8|5.29|-0.625109
183|162534|205.681611|5.075357|1.676851|-0.624818|No-3C|PKS-J1342+0504|1.9|0.0|3.83|-0.598771
184|163071|299.765765|-35.576008|1.888487|-0.734987|No-3C|PKS-J1959-3534|1.97|4.7|4.86|-0.712923
185|166303|80.827308|-26.23603|1.388871|1.362993|No-3C|PKS-J0523-2614|0.0|0.0|0.0|0.0
186|167134|126.309318|-28.784887|1.102511|-0.549113|No-3C|PKS-J0825-2847|0.0|0.0|2.16|0.0
187|168198|347.841729|25.796366|1.304535|-0.572146|No-3C|PKS-J2311+2547|1.1|2.6|0.0|-0.715622
189|169079|199.058974|7.037771|2.012916|-0.564615|No-3C|PKS-J1316+0702|2.2|0.0|5.5|-0.478618
190|170010|45.811992|16.43721|3.059535|-0.560673|No-3C|PKS-J0303+1626|3.1|0.0|5.81|-0.643339
191|174434|325.548912|3.040306|1.093808|-0.675284|No-3C|PKS-J2142+0302|1.08|1.9|3.61|-0.820788
192|174762|322.636812|5.038173|4.154325|0.618957|No-3C|PKS-J2130+0502|4.06|4.6|4.11|-0.15592
193|175044|28.292178|-33.173721|1.207739|0.296991|No-3C|PKS-J0153-3310|0.0|0.0|0.0|0.0
194|175693|95.133886|-25.254636|1.245362|-0.411249|No-3C|PKS-J0620-2515|0.0|0.0|1.7|0.0
195|176806|183.811213|17.500584|1.052211|-0.434444|No-3C|PKS-J1215+1729|0.0|0.0|2.47|-0.645156
196|179689|284.847487|12.986856|2.903752|-0.965138|3C394|PKS-J1859+1259|0.0|0.0|9.45|-0.890783
197|181387|129.949762|-12.241393|1.180467|-0.731914|No-3C|PKS-J0839-1214|1.8|0.0|5.8|-0.905657
199|182481|214.784079|6.476684|6.177994|-1.05793|3C298|PKS-J1419+0628|6.3|0.0|23.4|-0.995451
200|182601|214.252038|7.180579|1.639161|-0.738226|No-3C|PKS-J1417+0710|0.0|0.0|4.59|-0.774408
201|182611|217.50295|7.262817|2.021294|-0.446477|No-3C|PKS-J1430+0715|2.1|0.0|5.8|-0.671846
202|184362|205.977006|-37.564992|1.140481|-0.684789|No-3C|PKS-J1343-3733|1.08|0.0|2.8|-0.596395
203|185617|74.703177|6.134449|1.221964|-0.275994|No-3C|PKS-J0458+0608|0.0|0.0|2.15|0.0
204|186691|229.167469|0.250644|2.766918|0.605428|No-3C|PKS-J1516+0015|2.5|0.0|3.19|-0.494022
205|186819|227.123171|1.035218|1.181579|-0.927929|No-3C|PKS-J1508+0102|1.14|1.6|3.66|-0.860563
206|186876|228.105678|1.352404|2.344445|-0.710918|No-3C|PKS-J1512+0121|2.22|5.6|5.56|-0.713246
207|188724|39.468375|28.802595|2.202189|-0.003826|No-3C|No-PKS|0.0|0.0|0.0|0.0
208|188770|38.897395|29.149351|1.280412|-0.939335|No-3C|No-PKS|0.0|0.0|0.0|0.0
209|190656|10.20971|10.056537|4.645317|-0.649709|3C18|PKS-J0040+1003|4.7|0.0|11.5|-0.735143
210|191205|11.34658|13.66813|1.400508|-0.589436|No-3C|PKS-J0045+1340|1.5|0.0|3.12|-0.618175
211|191529|238.663584|19.788508|1.128265|-0.710794|No-3C|PKS-J1554+1947|0.0|0.0|0.0|-0.76887
212|191569|239.041943|20.072516|2.384572|-0.615497|No-3C|PKS-J1556+2004|2.4|4.1|0.0|-0.628129
213|191570|238.109641|20.098007|1.534973|-0.864028|No-3C|PKS-J1552+2005|2.3|7.6|0.0|-0.714723
214|191571|238.116105|20.102384|1.579466|-0.851347|No-3C|PKS-J1552+2005|2.3|7.6|0.0|-0.714723
215|192201|139.768493|-35.636733|1.216099|-0.468029|No-3C|No-PKS|0.0|0.0|0.0|0.0
216|194397|20.616323|-4.357682|1.498242|-0.478938|No-3C|PKS-J0122-0421|1.3|1.9|2.93|-0.602484
217|196478|260.017458|-14.434605|1.783089|-0.534942|No-3C|PKS-J1720-1426|1.6|0.0|4.78|-0.937551
218|197985|107.30185|-15.450055|1.138995|-0.604596|No-3C|PKS-J0709-1527|0.0|0.0|2.69|-0.791974
219|200794|185.117075|9.474031|1.094|-1.018783|No-3C|PKS-J1220+0928|1.1|0.0|4.17|-0.979408
220|203335|314.018068|-19.943216|2.746299|-0.825449|No-3C|PKS-J2056-1956|2.6|0.0|6.2|-0.653225
221|203766|33.897452|-12.991554|2.802561|-0.687567|No-3C|PKS-J0215-1259|4.8|0.0|11.7|-0.697396
222|203767|33.912998|-12.992584|1.914435|-0.648495|No-3C|PKS-J0215-1259|4.8|0.0|11.7|-0.697396
223|203972|30.488288|-11.542607|2.839809|-0.462584|3C57|PKS-J0201-1132|3.1|4.2|5.7|-0.420443
224|204034|32.528347|-10.966047|1.743095|-0.760077|No-3C|PKS-J0210-1057|1.5|0.0|4.84|-0.792603
225|208437|234.384988|13.746566|1.804773|-0.653856|No-3C|PKS-J1537+1344|1.3|0.0|4.21|-0.785141
226|208814|92.420836|-15.711274|2.789194|0.245853|No-3C|PKS-J0609-1542|2.1|0.0|2.81|-0.14345
227|209339|302.10239|-4.308097|1.053635|-0.778557|3C407|PKS-J2008-0418|1.0|0.0|3.01|-0.80409
228|210031|308.685341|-35.814402|1.748632|-0.814876|No-3C|PKS-J2034-3549|1.42|0.0|4.4|-0.822145
229|210155|308.948262|-34.900447|5.901047|-0.744553|No-3C|PKS-J2035-3454|5.7|0.0|17.6|-0.70276
230|213262|213.451703|-5.998583|1.484262|-0.904714|No-3C|PKS-J1413-0559|1.3|0.0|5.49|-0.985475
231|213893|270.678056|-39.66831|2.346517|-0.1801|No-3C|No-PKS|0.0|0.0|0.0|0.0
233|214115|268.122108|-38.001434|1.134828|-1.090731|No-3C|No-PKS|0.0|0.0|0.0|0.0
234|214490|38.353113|-23.351496|1.237591|-0.981215|No-3C|PKS-J0233-2321|1.3|0.0|4.09|-0.892902
235|214516|40.033942|-23.154477|6.396847|0.693325|No-3C|PKS-J0240-2309|4.4|0.0|3.67|-0.173726
236|215331|2.122176|-5.979393|1.339639|-0.726847|No-3C|PKS-J0008-0558|1.2|0.0|4.71|-0.787663
237|216803|193.654121|-12.558504|7.705525|-0.55607|3C278|PKS-J1254-1233|7.34|13.4|14.7|-0.65497
238|217584|295.312401|-15.40869|6.881021|-0.604292|No-3C|PKS-J1941-1524|7.0|0.0|16.0|-0.565895
239|220056|140.554209|-14.480411|2.069573|-0.708666|No-3C|PKS-J0922-1429|2.0|0.0|4.83|-0.733461
240|223403|63.657283|5.578637|2.125702|0.165041|No-3C|PKS-J0414+0534|1.76|3.7|3.09|-0.273011
241|223689|267.569384|-8.698881|1.100719|-0.444892|No-3C|No-PKS|0.0|0.0|0.0|0.0
242|223818|266.36286|-7.884462|1.239373|0.093076|No-3C|No-PKS|0.0|0.0|0.0|0.0
243|225347|239.785371|-21.676787|1.191922|-0.763342|No-3C|PKS-J1559-2138|2.5|0.0|8.5|-0.866478
244|226146|289.431405|27.563947|1.228951|-0.792024|No-3C|No-PKS|0.0|0.0|0.0|0.0
245|226614|51.97814|2.559885|5.042829|-0.559356|No-3C|PKS-J0327+0233|4.7|7.9|10.9|-0.626005
246|227087|50.834429|5.569906|2.906397|-0.337457|No-3C|PKS-J0323+0534|3.1|0.0|7.13|-0.37506
247|227243|246.445557|-25.460882|2.565494|-0.232981|No-3C|PKS-J1625-2527|0.0|0.0|2.36|0.0
248|227518|249.754033|-23.499042|1.330035|-0.601893|No-3C|PKS-J1639-2329|0.0|0.0|2.79|0.0
