|#SOURCE_ID|RA|DEC|NVSS_FLUX|INT_SPEC_INDX|3C_NAME|PKS_JNAME|PKS_1410_FLUX|PKS_635_FLUX|PKS_408_FLUX|PKS_SPEC_INDX 
1932|No-ID|117.404167|-45.610833|0.0|0.0|No-3C|PKS-J0749-4536|1.8|0.0|4.45|-0.839007
1933|No-ID|118.940833|18.401667|0.0|0.0|No-3C|PKS-J0755+1824|0.0|0.0|0.0|-0.970293
1934|No-ID|118.697917|-2.7925|0.0|0.0|No-3C|PKS-J0754-0247|0.0|1.6|1.73|-0.781712
1935|No-ID|119.277683|9.942992|0.0|0.0|No-3C|PKS-J0757+0956|0.0|0.0|1.11|0.0
1936|No-ID|120.700083|18.163694|0.0|0.0|No-3C|PKS-J0802+1809|0.0|0.0|0.3|0.0
1937|No-ID|121.214333|-27.819806|0.0|0.0|No-3C|PKS-J0804-2749|0.0|0.0|0.0|0.0
1938|No-ID|121.553|-26.875889|0.0|0.0|No-3C|PKS-J0806-2652|0.0|0.0|0.0|0.0
1939|No-ID|121.35|-71.958333|0.0|0.0|No-3C|PKS-J0805-7157|0.0|0.0|1.25|-1.081313
1940|No-ID|122.86125|-10.181111|0.0|0.0|No-3C|PKS-J0811-1010|0.0|0.0|3.32|-0.991697
1941|No-ID|122.785|-49.495278|0.0|0.0|No-3C|PKS-J0811-4929|0.0|0.0|1.27|0.0
1942|No-ID|122.854167|-50.133611|0.0|0.0|No-3C|PKS-J0811-5008|0.0|0.0|3.79|0.0
1943|No-ID|124.06625|-35.588056|0.0|0.0|No-3C|PKS-J0816-3535|5.0|0.0|19.4|-1.187919
1944|No-ID|124.44375|-59.6175|0.0|0.0|No-3C|PKS-J0817-5937|0.0|0.0|2.86|0.0
1945|No-ID|124.106667|-70.6575|0.0|0.0|No-3C|PKS-J0816-7039|0.0|0.0|2.56|0.0
1946|No-ID|125.1825|9.7825|0.0|0.0|No-3C|PKS-J0820+0946|0.0|0.0|3.1|-0.983833
1947|No-ID|125.649583|16.808889|0.0|0.0|No-3C|PKS-J0822+1648|0.0|0.0|2.66|-0.983143
1948|No-ID|125.245|-57.0925|0.0|0.0|No-3C|PKS-J0820-5705|0.0|0.0|3.29|0.0
1949|No-ID|125.64875|-4.9475|0.0|0.0|No-3C|PKS-J0822-0456|0.0|0.0|2.39|-0.850687
1950|No-ID|126.300417|14.963611|0.0|0.0|No-3C|PKS-J0825+1457|0.0|0.0|2.6|-0.831073
1951|No-ID|126.030833|-42.996111|0.0|0.0|No-3C|PKS-J0824-4259|18.0|0.0|198.0|0.0
1952|No-ID|125.946667|-52.956667|0.0|0.0|No-3C|PKS-J0823-5257|1.7|0.0|4.47|-1.127669
1953|No-ID|126.506583|-22.507556|0.0|0.0|No-3C|PKS-J0826-2230|0.0|0.0|0.0|0.0
1954|No-ID|126.36125|-50.176667|0.0|0.0|No-3C|PKS-J0825-5010|0.0|0.0|1.88|0.0
1955|No-ID|127.992917|13.885833|0.0|0.0|No-3C|PKS-J0831+1353|0.0|0.0|1.48|-0.962392
1956|No-ID|128.066833|18.536694|0.0|0.0|No-3C|PKS-J0832+1832|1.1|0.0|0.71|0.129363
1957|No-ID|128.3275|11.464722|0.0|0.0|No-3C|PKS-J0833+1127|1.1|0.0|2.75|-0.966147
1958|No-ID|128.89375|-1.849167|0.0|0.0|No-3C|PKS-J0835-0150|1.1|0.0|2.2|-0.69707
1959|No-ID|130.343458|-75.669444|0.0|0.0|No-3C|PKS-J0841-7540|4.03|0.0|13.3|-0.964116
1960|No-ID|129.332917|-83.74|0.0|0.0|No-3C|PKS-J0837-8344|1.0|0.0|4.78|-1.090173
1961|No-ID|131.522917|14.991389|0.0|0.0|No-3C|PKS-J0846+1459|0.0|0.0|2.07|-0.958355
1962|No-ID|130.934583|-81.323333|0.0|0.0|No-3C|PKS-J0843-8119|1.04|0.0|4.09|-1.111109
1963|No-ID|132.067083|-57.447222|0.0|0.0|No-3C|PKS-J0848-5726|1.3|0.0|4.26|-1.110334
1964|No-ID|133.450833|6.913889|0.0|0.0|No-3C|PKS-J0853+0654|0.0|0.0|1.66|-0.398258
1965|No-ID|134.32|9.813333|0.0|0.0|No-3C|PKS-J0857+0948|1.0|0.0|3.06|-0.9769
1966|No-ID|134.298333|-3.660556|0.0|0.0|No-3C|PKS-J0857-0339|0.0|0.0|2.93|-0.794841
1967|No-ID|134.867917|-43.762222|0.0|0.0|No-3C|PKS-J0859-4345|260.0|0.0|0.0|0.0
1968|No-ID|134.780417|-47.523056|0.0|0.0|No-3C|PKS-J0859-4731|250.0|0.0|0.0|0.0
1969|No-ID|135.985833|-38.615833|0.0|0.0|No-3C|PKS-J0903-3836|10.0|0.0|12.8|0.0
1970|No-ID|136.221708|-57.584333|0.0|0.0|No-3C|PKS-J0904-5735|2.3|0.0|4.9|-0.594602
1971|No-ID|137.292083|1.359889|0.0|0.0|No-3C|PKS-J0909+0121|1.3|0.0|1.13|-0.503235
1972|No-ID|136.718583|-68.494389|0.0|0.0|No-3C|PKS-J0906-6829|1.7|0.0|6.11|-1.021046
1973|No-ID|137.712917|-56.613056|0.0|0.0|No-3C|PKS-J0910-5636|1.9|0.0|6.06|-0.577876
1974|No-ID|138.01125|-63.873889|0.0|0.0|No-3C|PKS-J0912-6352|1.1|0.0|4.01|-1.002646
1975|No-ID|139.32|11.231389|0.0|0.0|No-3C|PKS-J0917+1113|1.3|0.0|2.31|-0.983486
1976|No-ID|139.384583|-54.926389|0.0|0.0|No-3C|PKS-J0917-5455|3.0|0.0|8.32|-0.786926
1977|No-ID|140.709167|-7.243611|0.0|0.0|No-3C|PKS-J0922-0714|1.0|0.0|3.19|-0.923282
1978|No-ID|141.106667|-51.993611|0.0|0.0|No-3C|PKS-J0924-5159|30.0|0.0|0.0|0.0
1979|No-ID|141.965933|-20.580894|0.0|0.0|No-3C|PKS-J0927-2034|0.0|0.0|1.36|0.0
1980|No-ID|142.185417|11.568889|0.0|0.0|No-3C|PKS-J0928+1134|0.0|0.0|1.69|-0.952737
1981|No-ID|141.9425|-79.0075|0.0|0.0|No-3C|PKS-J0927-7900|1.18|0.0|2.9|-0.811764
1982|No-ID|145.850042|-76.336167|0.0|0.0|No-3C|PKS-J0943-7620|1.94|0.0|4.91|-0.785957
1983|No-ID|148.294167|-75.385556|0.0|0.0|No-3C|PKS-J0953-7523|0.0|0.0|2.7|0.0
1984|No-ID|149.36875|16.117222|0.0|0.0|No-3C|PKS-J0957+1607|0.0|0.0|1.85|-0.860567
1985|No-ID|149.22625|-13.7675|0.0|0.0|No-3C|PKS-J0956-1346|1.0|0.0|2.7|-0.881028
1986|No-ID|149.494167|3.457778|0.0|0.0|No-3C|PKS-J0957+0327|0.0|0.0|1.85|-0.890169
1987|No-ID|150.073333|0.089722|0.0|0.0|No-3C|PKS-J1000+0005|1.0|0.0|3.15|-0.9051
1988|No-ID|150.499625|-44.633306|0.0|0.0|No-3C|PKS-J1001-4438|1.28|0.0|3.22|-0.699306
1989|No-ID|151.219583|-37.298056|0.0|0.0|No-3C|PKS-J1004-3717|0.0|0.0|1.73|-0.914144
1990|No-ID|151.491667|-41.815833|0.0|0.0|No-3C|PKS-J1005-4148|1.69|0.0|4.07|-0.586862
1991|No-ID|151.854167|12.813056|0.0|0.0|No-3C|PKS-J1007+1248|1.3|0.0|2.74|-0.757079
1992|No-ID|151.922917|13.941556|0.0|0.0|No-3C|PKS-J1007+1356|0.0|0.0|1.23|0.0
1993|No-ID|153.078333|-64.965|0.0|0.0|No-3C|PKS-J1012-6457|2.6|0.0|6.91|-0.796563
1994|No-ID|153.568333|10.852222|0.0|0.0|No-3C|PKS-J1014+1051|1.0|0.0|2.0|-0.80387
1995|No-ID|153.372917|-28.521389|0.0|0.0|No-3C|PKS-J1013-2831|0.0|0.0|2.6|0.0
1996|No-ID|154.184708|20.629806|0.0|0.0|No-3C|PKS-J1016+2037|0.0|0.0|0.0|0.0
1997|No-ID|154.93125|-42.415556|0.0|0.0|No-3C|PKS-J1019-4224|1.55|0.0|5.04|-0.982643
1998|No-ID|155.014|-42.861528|0.0|0.0|No-3C|PKS-J1020-4251|3.92|0.0|12.7|-0.810223
1999|No-ID|155.63675|-10.628944|0.0|0.0|No-3C|PKS-J1022-1037|0.0|0.0|1.64|0.0
2000|No-ID|155.861667|-42.393889|0.0|0.0|No-3C|PKS-J1023-4223|0.0|0.0|1.7|-0.828021
2001|No-ID|156.192083|-18.638056|0.0|0.0|No-3C|PKS-J1024-1838|0.0|0.0|0.0|0.0
2002|No-ID|157.084167|15.192222|0.0|0.0|No-3C|PKS-J1028+1511|0.0|0.0|2.37|-0.791219
2003|No-ID|156.870417|-40.838333|0.0|0.0|No-3C|PKS-J1027-4050|1.48|0.0|3.73|-0.656248
2004|No-ID|157.829167|4.717778|0.0|0.0|No-3C|PKS-J1031+0443|0.0|0.0|2.74|-0.990685
2005|No-ID|158.367083|17.711389|0.0|0.0|No-3C|PKS-J1033+1742|0.0|0.0|2.18|-0.765768
2006|No-ID|158.411667|-19.572778|0.0|0.0|No-3C|PKS-J1033-1934|0.0|0.0|2.73|0.0
2007|No-ID|158.367083|-41.136111|0.0|0.0|No-3C|PKS-J1033-4108|1.2|0.0|2.65|-0.960245
2008|No-ID|158.759|-20.192861|0.0|0.0|No-3C|PKS-J1035-2011|0.0|0.0|1.32|0.0
2009|No-ID|158.950833|-41.645|0.0|0.0|No-3C|PKS-J1035-4138|0.0|0.0|2.82|-0.937452
2010|No-ID|158.821667|-70.754444|0.0|0.0|No-3C|PKS-J1035-7045|0.0|0.0|3.02|0.0
2011|No-ID|159.777958|-15.685167|0.0|0.0|No-3C|PKS-J1039-1541|0.0|0.0|0.0|0.0
2012|No-ID|159.618333|-70.050278|0.0|0.0|No-3C|PKS-J1038-7003|2.4|0.0|6.92|-0.846694
2013|No-ID|161.265417|-41.222778|0.0|0.0|No-3C|PKS-J1045-4113|0.0|0.0|2.99|0.0
2014|No-ID|161.562083|-38.103056|0.0|0.0|No-3C|PKS-J1046-3806|0.0|0.0|1.88|-1.10894
2015|No-ID|162.159417|-41.233417|0.0|0.0|No-3C|PKS-J1048-4113|1.9|0.0|5.02|-0.727894
2016|No-ID|163.634167|14.533056|0.0|0.0|No-3C|PKS-J1054+1431|0.0|0.0|1.66|-0.914333
2017|No-ID|163.819583|2.096111|0.0|0.0|No-3C|PKS-J1055+0205|0.0|0.7|2.0|-1.026349
2018|No-ID|163.802917|-34.316389|0.0|0.0|No-3C|PKS-J1055-3418|0.0|0.0|3.36|-1.029935
2019|No-ID|164.765833|-65.503056|0.0|0.0|No-3C|PKS-J1059-6530|0.0|0.0|2.39|0.0
2020|No-ID|165.198333|10.770833|0.0|0.0|No-3C|PKS-J1100+1046|0.0|0.0|2.03|-0.744762
2021|No-ID|164.99125|-65.887222|0.0|0.0|No-3C|PKS-J1059-6553|0.0|0.0|2.84|0.0
2022|No-ID|165.527083|2.845|0.0|0.0|No-3C|PKS-J1102+0250|0.0|0.0|1.65|-0.9931
2023|No-ID|165.846125|22.060417|0.0|0.0|No-3C|PKS-J1103+2203|0.0|0.0|0.0|0.0
2024|No-ID|165.87875|-32.853056|0.0|0.0|No-3C|PKS-J1103-3251|0.0|0.0|2.32|-0.571221
2025|No-ID|166.542917|-50.525278|0.0|0.0|No-3C|PKS-J1106-5031|1.12|0.0|2.57|-0.796513
2026|No-ID|166.816667|5.551944|0.0|0.0|No-3C|PKS-J1107+0533|0.0|0.0|1.76|-0.991741
2027|No-ID|166.812708|16.467278|0.0|0.0|No-3C|PKS-J1107+1628|0.0|0.0|2.1|-0.659626
2028|No-ID|166.786225|-44.818783|0.0|0.0|No-3C|PKS-J1107-4449|1.92|1.56|1.49|0.131281
2029|No-ID|166.803583|-68.347472|0.0|0.0|No-3C|PKS-J1107-6820|0.0|0.0|0.0|0.0
2030|No-ID|167.544583|4.298889|0.0|0.0|No-3C|PKS-J1110+0417|0.0|0.0|2.5|-0.935595
2031|No-ID|167.50175|-18.980167|0.0|0.0|No-3C|PKS-J1110-1858|0.0|0.0|0.0|0.0
2032|No-ID|167.442083|-23.050556|0.0|0.0|No-3C|PKS-J1109-2303|0.0|0.0|2.89|-1.353368
2033|No-ID|167.83|-40.514722|0.0|0.0|No-3C|PKS-J1111-4030|1.18|2.0|3.18|-0.795894
2034|No-ID|168.08125|-66.606111|0.0|0.0|No-3C|PKS-J1112-6636|0.0|0.0|2.72|0.0
2035|No-ID|169.391667|-2.599722|0.0|0.0|No-3C|PKS-J1117-0235|1.09|1.7|2.35|-0.71471
2036|No-ID|169.612167|-46.570833|0.0|0.0|No-3C|PKS-J1118-4634|2.0|0.0|4.68|-0.60328
2037|No-ID|169.85375|-36.5375|0.0|0.0|No-3C|PKS-J1119-3632|0.0|0.0|2.44|0.0
2038|No-ID|170.3525|-5.915833|0.0|0.0|No-3C|PKS-J1121-0554|1.0|0.0|0.78|-0.050176
2039|No-ID|170.735083|-27.713417|0.0|0.0|No-3C|PKS-J1122-2742|0.0|0.0|0.0|0.0
2040|No-ID|170.882083|-51.542778|0.0|0.0|No-3C|PKS-J1123-5132|1.43|0.0|3.38|-0.694281
2041|No-ID|171.012375|-66.756667|0.0|0.0|No-3C|PKS-J1124-6645|0.0|0.0|2.91|0.0
2042|No-ID|171.162083|4.940833|0.0|0.0|No-3C|PKS-J1124+0456|1.4|0.0|3.25|-0.781345
2043|No-ID|172.4|0.254722|0.0|0.0|No-3C|PKS-J1129+0015|1.02|1.3|2.65|-0.803255
2044|No-ID|172.540833|-3.489167|0.0|0.0|No-3C|PKS-J1130-0329|0.0|0.0|2.0|-1.038147
2045|No-ID|172.877167|-5.005472|0.0|0.0|No-3C|PKS-J1131-0500|0.0|0.0|0.84|0.0
2046|No-ID|173.250417|10.395278|0.0|0.0|No-3C|PKS-J1133+1023|0.0|0.0|2.74|-0.768964
2047|No-ID|173.6725|-26.155|0.0|0.0|No-3C|PKS-J1134-2609|0.0|0.0|2.56|0.0
2048|No-ID|174.007417|-68.451944|0.0|0.0|No-3C|PKS-J1136-6826|0.0|0.0|1.03|0.0
2049|No-ID|174.040375|-74.262556|0.0|0.0|No-3C|PKS-J1136-7415|1.08|0.0|1.84|-0.439284
2050|No-ID|174.604167|-68.172778|0.0|0.0|No-3C|PKS-J1138-6810|3.2|0.0|8.03|-0.762384
2051|No-ID|175.737917|21.486667|0.0|0.0|No-3C|PKS-J1142+2129|1.0|1.6|0.0|-1.049212
2052|No-ID|176.11625|-17.686389|0.0|0.0|No-3C|PKS-J1144-1741|0.0|0.0|2.65|0.0
2053|No-ID|176.379167|-48.603056|0.0|0.0|No-3C|PKS-J1145-4836|3.12|0.0|7.47|-0.741507
2054|No-ID|176.79625|-41.185|0.0|0.0|No-3C|PKS-J1147-4111|1.03|2.26|2.68|-0.691641
2055|No-ID|176.964792|-7.411444|0.0|0.0|No-3C|PKS-J1147-0724|0.0|0.0|0.0|0.0
2056|No-ID|176.890375|-67.894944|0.0|0.0|No-3C|PKS-J1147-6753|0.0|0.0|1.62|0.0
2057|No-ID|177.81875|-35.614167|0.0|0.0|No-3C|PKS-J1151-3536|1.41|2.27|3.5|-0.746952
2058|No-ID|177.80675|-67.4695|0.0|0.0|No-3C|PKS-J1151-6728|0.0|0.0|0.0|0.0
2059|No-ID|178.236958|-72.657056|0.0|0.0|No-3C|PKS-J1152-7239|1.49|0.0|2.77|-0.625082
2060|No-ID|178.400833|-35.376944|0.0|0.0|No-3C|PKS-J1153-3522|1.09|0.0|1.05|-0.276492
2061|No-ID|178.51125|-54.938056|0.0|0.0|No-3C|PKS-J1154-5456|0.0|0.0|2.47|0.0
2062|No-ID|178.634583|-69.759722|0.0|0.0|No-3C|PKS-J1154-6945|2.0|0.0|4.5|-0.737556
2063|No-ID|179.499167|-42.660278|0.0|0.0|No-3C|PKS-J1157-4239|0.0|0.0|1.81|-0.986174
2064|No-ID|181.640833|22.263889|0.0|0.0|No-3C|PKS-J1206+2215|1.1|0.0|0.0|-0.58228
2065|No-ID|182.983333|-53.160278|0.0|0.0|No-3C|PKS-J1211-5309|62.0|0.0|0.0|-0.470835
2066|No-ID|183.57875|-41.998056|0.0|0.0|No-3C|PKS-J1214-4159|1.33|0.0|2.71|-0.611634
2067|No-ID|183.737917|-45.101667|0.0|0.0|No-3C|PKS-J1214-4506|0.0|0.0|2.0|-1.024447
2068|No-ID|184.531833|-46.002417|0.0|0.0|No-3C|PKS-J1218-4600|4.6|0.0|9.59|-0.417968
2069|No-ID|184.761667|-7.256944|0.0|0.0|No-3C|PKS-J1219-0715|1.1|0.0|3.31|-0.819532
2070|No-ID|185.594167|4.220278|0.0|0.0|No-3C|PKS-J1222+0413|1.0|0.0|1.05|-0.31798
2071|No-ID|185.93125|-42.592222|0.0|0.0|No-3C|PKS-J1223-4235|2.73|0.0|5.08|-0.404248
2072|No-ID|186.131667|-66.836667|0.0|0.0|No-3C|PKS-J1224-6650|2.0|0.0|4.79|-0.702725
2073|No-ID|188.925|-41.886972|0.0|0.0|No-3C|PKS-J1235-4152|1.89|0.0|5.33|-0.698058
2074|No-ID|189.297917|-72.592222|0.0|0.0|No-3C|PKS-J1237-7235|0.0|0.0|0.97|0.0
2075|No-ID|189.792083|5.326944|0.0|0.0|No-3C|PKS-J1239+0519|0.0|0.0|2.51|-0.846183
2076|No-ID|189.944292|-68.758694|0.0|0.0|No-3C|PKS-J1239-6845|0.0|0.0|1.71|0.0
2077|No-ID|190.889583|-6.224167|0.0|0.0|No-3C|PKS-J1243-0613|0.0|0.0|0.87|-1.088591
2078|No-ID|191.517667|-7.512944|0.0|0.0|No-3C|PKS-J1246-0730|0.0|0.0|1.01|0.0
2079|No-ID|191.49025|-41.479333|0.0|0.0|No-3C|PKS-J1245-4128|1.25|0.0|4.4|-0.863586
2080|No-ID|191.4975|-53.815556|0.0|0.0|No-3C|PKS-J1245-5348|1.3|0.0|4.48|-0.984345
2081|No-ID|192.085417|-85.208333|0.0|0.0|No-3C|PKS-J1248-8512|1.2|0.0|3.68|-0.901688
2082|No-ID|192.204583|-41.311111|0.0|0.0|No-3C|PKS-J1248-4118|3.8|0.0|10.6|-0.793381
2083|No-ID|192.587917|-19.768611|0.0|0.0|No-3C|PKS-J1250-1946|1.2|0.0|2.91|-0.752777
2084|No-ID|192.524583|-40.438611|0.0|0.0|No-3C|PKS-J1250-4026|1.45|0.0|6.03|-0.866961
2085|No-ID|192.92875|8.937778|0.0|0.0|No-3C|PKS-J1251+0856|1.8|0.0|3.99|-0.750437
2086|No-ID|193.749958|-71.639028|0.0|0.0|No-3C|PKS-J1255-7138|1.0|0.0|1.62|-0.291733
2087|No-ID|193.659417|11.684944|0.0|0.0|No-3C|PKS-J1254+1141|1.05|1.41|0.93|0.043442
2088|No-ID|194.727|-22.325333|0.0|0.0|No-3C|PKS-J1258-2219|0.0|0.0|1.06|0.0
2089|No-ID|195.104167|-23.301389|0.0|0.0|No-3C|PKS-J1300-2318|1.3|0.0|3.23|-0.893631
2090|No-ID|195.467917|-20.345556|0.0|0.0|No-3C|PKS-J1301-2020|0.0|0.0|3.57|0.0
2091|No-ID|195.636667|-44.778333|0.0|0.0|No-3C|PKS-J1302-4446|1.7|0.0|3.85|-0.780809
2092|No-ID|195.79875|-77.201389|0.0|0.0|No-3C|PKS-J1303-7712|1.2|0.0|4.15|-1.052043
2093|No-ID|195.812083|-18.066111|0.0|0.0|No-3C|PKS-J1303-1803|0.0|0.0|2.57|0.0
2094|No-ID|196.387542|-10.555417|0.0|0.0|No-3C|PKS-J1305-1033|0.0|0.0|0.0|0.0
2095|No-ID|196.367917|-49.4675|0.0|0.0|No-3C|PKS-J1305-4928|6.6|0.0|14.0|-0.552996
2096|No-ID|197.139167|-82.993611|0.0|0.0|No-3C|PKS-J1308-8259|1.3|0.0|4.84|-1.114422
2097|No-ID|198.72375|-40.180833|0.0|0.0|No-3C|PKS-J1314-4010|0.0|0.0|2.94|0.0
2098|No-ID|199.564583|-34.735|0.0|0.0|No-3C|PKS-J1318-3444|0.0|0.0|2.42|0.0
2099|No-ID|200.308292|-26.602972|0.0|0.0|No-3C|PKS-J1321-2635|0.0|0.0|0.0|0.0
2100|No-ID|200.30125|-43.710833|0.0|0.0|No-3C|PKS-J1321-4342|5.86|0.0|0.0|0.0
2101|No-ID|200.7375|-65.548889|0.0|0.0|No-3C|PKS-J1322-6532|0.0|0.0|0.0|0.0
2102|No-ID|200.767708|-44.875806|0.0|0.0|No-3C|PKS-J1323-4452|3.47|0.0|6.91|-0.693693
2103|No-ID|201.383333|-43.066389|0.0|0.0|No-3C|PKS-J1325-4303|0.0|0.0|2746.0|0.0
2104|No-ID|201.58625|-61.376111|0.0|0.0|No-3C|PKS-J1326-6122|8.3|0.0|0.0|0.0
2105|No-ID|203.16|-66.780833|0.0|0.0|No-3C|PKS-J1332-6646|0.0|0.0|7.69|0.0
2106|No-ID|203.478333|-10.130556|0.0|0.0|No-3C|PKS-J1333-1007|1.6|0.0|6.7|-0.674943
2107|No-ID|204.244583|-29.861389|0.0|0.0|No-3C|PKS-J1336-2951|2.6|0.0|8.5|-0.257293
2108|No-ID|204.419583|-34.148889|0.0|0.0|No-3C|PKS-J1337-3408|0.0|0.0|0.0|0.0
2109|No-ID|204.46875|-65.157778|0.0|0.0|No-3C|PKS-J1337-6509|0.0|0.0|0.0|0.0
2110|No-ID|204.832875|-26.34175|0.0|0.0|No-3C|PKS-J1339-2620|0.0|0.0|0.0|0.0
2111|No-ID|205.276667|10.531944|0.0|0.0|No-3C|PKS-J1341+1031|0.0|0.0|2.4|-0.88006
2112|No-ID|205.375417|-40.397778|0.0|0.0|No-3C|PKS-J1341-4023|1.48|0.0|3.18|-0.66117
2113|No-ID|205.905875|-17.798833|0.0|0.0|No-3C|PKS-J1343-1748|1.0|0.0|1.9|-0.702813
2114|No-ID|206.255|-66.172222|0.0|0.0|No-3C|PKS-J1345-6610|0.0|0.0|5.15|0.0
2115|No-ID|206.74|-60.382778|0.0|0.0|No-3C|PKS-J1346-6022|79.0|0.0|0.0|0.0
2116|No-ID|206.88|-21.944444|0.0|0.0|No-3C|PKS-J1347-2156|0.0|0.0|2.7|0.0
2117|No-ID|207.222083|26.5875|0.0|0.0|No-3C|PKS-J1348+2635|1.0|1.8|0.0|-0.821206
2118|No-ID|207.8325|-5.818056|0.0|0.0|No-3C|PKS-J1351-0549|1.1|0.0|2.38|-0.712965
2119|No-ID|208.043333|-5.73|0.0|0.0|No-3C|PKS-J1352-0543|1.2|0.0|2.45|-0.805849
2120|No-ID|208.659583|16.2475|0.0|0.0|No-3C|PKS-J1354+1614|1.3|0.0|3.88|-0.984353
2121|No-ID|208.69375|-10.683889|0.0|0.0|No-3C|PKS-J1354-1041|0.0|0.0|1.49|0.0
2122|No-ID|209.022458|-34.353|0.0|0.0|No-3C|PKS-J1356-3421|0.0|0.0|0.94|0.0
2123|No-ID|209.296854|-15.457994|0.0|0.0|No-3C|PKS-J1357-1527|0.0|0.0|0.79|-0.296408
2124|No-ID|209.75125|-41.881111|0.0|0.0|No-3C|PKS-J1359-4152|3.92|0.0|9.52|-0.758955
2125|No-ID|211.503|-8.802|0.0|0.0|No-3C|PKS-J1406-0848|0.0|0.0|0.7|0.0
2126|No-ID|211.65|-27.603611|0.0|0.0|No-3C|PKS-J1406-2736|0.0|0.0|3.31|0.0
2127|No-ID|211.97875|-34.524444|0.0|0.0|No-3C|PKS-J1407-3431|0.0|0.0|0.0|0.0
2128|No-ID|212.235333|-7.874111|0.0|0.0|No-3C|PKS-J1408-0752|0.0|0.0|0.88|0.0
2129|No-ID|212.622917|-42.780556|0.0|0.0|No-3C|PKS-J1410-4246|1.25|0.0|4.67|-1.019239
2130|No-ID|213.290417|-65.339167|0.0|0.0|No-3C|PKS-J1413-6520|1.5|0.0|2.87|-0.617261
2131|No-ID|213.400833|-7.171667|0.0|0.0|No-3C|PKS-J1413-0710|1.1|0.0|2.47|-0.787406
2132|No-ID|213.389583|-20.342222|0.0|0.0|No-3C|PKS-J1413-2020|0.0|0.0|2.68|0.0
2133|No-ID|213.86125|-65.956944|0.0|0.0|No-3C|PKS-J1415-6557|0.0|0.0|4.02|0.0
2134|No-ID|214.609583|-38.173333|0.0|0.0|No-3C|PKS-J1418-3810|1.01|0.0|2.61|-0.716227
2135|No-ID|215.004583|-49.605833|0.0|0.0|No-3C|PKS-J1420-4936|2.6|0.0|7.34|-0.905517
2136|No-ID|215.482083|-31.075556|0.0|0.0|No-3C|PKS-J1421-3104|0.0|0.0|3.09|0.0
2137|No-ID|215.465|-39.399444|0.0|0.0|No-3C|PKS-J1421-3923|0.0|0.0|3.0|0.0
2138|No-ID|216.187083|-74.701944|0.0|0.0|No-3C|PKS-J1424-7442|1.1|0.0|2.16|-0.772257
2139|No-ID|215.78625|-9.215556|0.0|0.0|No-3C|PKS-J1423-0912|1.0|0.0|2.54|-0.669305
2140|No-ID|216.134125|-49.230667|0.0|0.0|No-3C|PKS-J1424-4913|8.43|10.0|13.1|-0.311549
2141|No-ID|216.909167|-12.063889|0.0|0.0|No-3C|PKS-J1427-1203|1.4|0.0|4.99|-0.973889
2142|No-ID|216.9845|-42.105139|0.0|0.0|No-3C|PKS-J1427-4206|3.19|0.0|6.39|-0.44561
2143|No-ID|217.188333|-39.981111|0.0|0.0|No-3C|PKS-J1428-3958|0.0|0.0|2.68|-0.90997
2144|No-ID|217.352083|21.798889|0.0|0.0|No-3C|PKS-J1429+2147|1.0|1.4|0.0|-0.56101
2145|No-ID|217.629583|-50.711389|0.0|0.0|No-3C|PKS-J1430-5042|1.5|0.0|4.0|-1.059423
2146|No-ID|218.987083|17.4925|0.0|0.0|No-3C|PKS-J1435+1729|0.0|0.0|2.44|-0.847851
2147|No-ID|219.325833|-7.895278|0.0|0.0|No-3C|PKS-J1437-0753|0.0|0.0|2.77|0.0
2148|No-ID|219.591667|3.670556|0.0|0.0|No-3C|PKS-J1438+0340|0.0|0.0|2.48|-0.959325
2149|No-ID|219.539458|-22.081833|0.0|0.0|No-3C|PKS-J1438-2204|0.0|0.0|0.0|0.0
2150|No-ID|219.682083|-7.251111|0.0|0.0|No-3C|PKS-J1438-0715|1.0|0.0|2.39|-0.786653
2151|No-ID|219.986667|-15.530556|0.0|0.0|No-3C|PKS-J1439-1531|0.0|0.0|1.23|0.0
2152|No-ID|220.457083|-37.404722|0.0|0.0|No-3C|PKS-J1441-3724|0.0|0.0|2.42|0.0
2153|No-ID|221.490417|17.641389|0.0|0.0|No-3C|PKS-J1445+1738|0.0|0.0|2.6|-0.830305
2154|No-ID|221.650417|-8.764167|0.0|0.0|No-3C|PKS-J1446-0845|0.0|0.0|2.64|0.0
2155|No-ID|221.472417|-16.48375|0.0|0.0|No-3C|PKS-J1445-1629|0.0|0.0|0.0|0.0
2156|No-ID|222.121667|-47.034444|0.0|0.0|No-3C|PKS-J1448-4702|2.1|0.0|6.97|-0.975745
2157|No-ID|222.768333|-75.159167|0.0|0.0|No-3C|PKS-J1451-7509|1.3|0.0|3.57|-0.869169
2158|No-ID|222.207083|20.425278|0.0|0.0|3C304|PKS-J1448+2025|1.0|1.7|0.0|-0.944381
2159|No-ID|223.149583|-13.187222|0.0|0.0|No-3C|PKS-J1452-1311|1.3|0.0|3.15|-0.925356
2160|No-ID|223.19875|-34.351389|0.0|0.0|No-3C|PKS-J1452-3421|0.0|0.0|2.76|0.0
2161|No-ID|223.87375|-71.851944|0.0|0.0|No-3C|PKS-J1455-7151|0.0|0.0|3.19|0.0
2162|No-ID|223.66625|0.291389|0.0|0.0|No-3C|PKS-J1454+0017|0.0|0.0|6.72|-1.077314
