% f (Hz),G_rec (dB),T_e_rec (K)
 900000000,  57.69,   8.52
 901000000,  57.67,   8.51
 902000000,  57.65,   8.43
 903000000,  57.64,   8.39
 904000000,  57.60,   8.33
 905000000,  57.59,   8.33
 906000000,  57.57,   8.39
 907000000,  57.55,   8.30
 908000000,  57.54,   8.21
 909000000,  57.53,   8.21
 910000000,  57.52,   8.27
 911000000,  57.50,   8.26
 912000000,  57.50,   8.24
 913000000,  57.48,   8.22
 914000000,  57.48,   8.12
 915000000,  57.47,   8.09
 916000000,  57.47,   8.06
 917000000,  57.47,   8.04
 918000000,  57.46,   8.04
 919000000,  57.46,   7.88
 920000000,  57.46,   7.87
 921000000,  57.45,   7.92
 922000000,  57.46,   7.88
 923000000,  57.45,   7.93
 924000000,  57.45,   7.94
 925000000,  57.47,   7.79
 926000000,  57.45,   7.74
 927000000,  57.47,   7.91
 928000000,  57.47,   7.91
 929000000,  57.48,   7.82
 930000000,  57.48,   7.79
 931000000,  57.48,   7.82
 932000000,  57.50,   7.90
 933000000,  57.50,   7.82
 934000000,  57.51,   7.79
 935000000,  57.52,   7.78
 936000000,  57.52,   7.79
 937000000,  57.53,   7.76
 938000000,  57.54,   7.76
 939000000,  57.54,   7.80
 940000000,  57.54,   7.77
 941000000,  57.55,   7.76
 942000000,  57.57,   7.72
 943000000,  57.57,   7.74
 944000000,  57.57,   7.83
 945000000,  57.58,   7.82
 946000000,  57.57,   7.73
 947000000,  57.57,   7.71
 948000000,  57.57,   7.71
 949000000,  57.57,   7.71
 950000000,  57.57,   7.70
 951000000,  57.57,   7.71
 952000000,  57.57,   7.69
 953000000,  57.56,   7.67
 954000000,  57.55,   7.67
 955000000,  57.54,   7.70
 956000000,  57.55,   7.67
 957000000,  57.54,   7.63
 958000000,  57.53,   7.63
 959000000,  57.52,   7.59
 960000000,  57.51,   7.54
 961000000,  57.49,   7.51
 962000000,  57.48,   7.54
 963000000,  57.47,   7.55
 964000000,  57.45,   7.49
 965000000,  57.43,   7.54
 966000000,  57.41,   7.48
 967000000,  57.38,   7.43
 968000000,  57.37,   7.41
 969000000,  57.35,   7.33
 970000000,  57.33,   7.33
 971000000,  57.31,   7.30
 972000000,  57.29,   7.38
 973000000,  57.28,   7.40
 974000000,  57.24,   7.31
 975000000,  57.24,   7.23
 976000000,  57.22,   7.17
 977000000,  57.19,   7.18
 978000000,  57.18,   7.18
 979000000,  57.15,   7.18
 980000000,  57.13,   7.27
 981000000,  57.11,   7.34
 982000000,  57.09,   7.24
 983000000,  57.07,   7.17
 984000000,  57.05,   7.09
 985000000,  57.04,   7.19
 986000000,  57.02,   7.23
 987000000,  57.00,   7.21
 988000000,  56.99,   7.25
 989000000,  56.98,   7.26
 990000000,  56.96,   7.40
 991000000,  56.95,   7.31
 992000000,  56.94,   7.29
 993000000,  56.93,   7.32
 994000000,  56.91,   7.38
 995000000,  56.90,   7.34
 996000000,  56.89,   7.33
 997000000,  56.89,   7.31
 998000000,  56.88,   7.42
 999000000,  56.87,   7.45
1000000000,  56.86,   7.36
1001000000,  56.85,   7.30
1002000000,  56.85,   7.38
1003000000,  56.85,   7.43
1004000000,  56.84,   7.46
1005000000,  56.83,   7.53
1006000000,  56.83,   7.50
1007000000,  56.82,   7.45
1008000000,  56.83,   7.50
1009000000,  56.82,   7.53
1010000000,  56.80,   7.58
1011000000,  56.81,   7.62
1012000000,  56.80,   7.65
1013000000,  56.81,   7.64
1014000000,  56.81,   7.55
1015000000,  56.81,   7.67
1016000000,  56.81,   7.72
1017000000,  56.82,   7.74
1018000000,  56.83,   7.71
1019000000,  56.82,   7.76
1020000000,  56.83,   7.77
1021000000,  56.84,   7.78
1022000000,  56.85,   7.78
1023000000,  56.85,   7.83
1024000000,  56.86,   7.88
1025000000,  56.87,   7.81
1026000000,  56.88,   7.85
1027000000,  56.89,   7.83
1028000000,  56.89,   7.83
1029000000,  56.90,   7.93
1030000000,  56.92,   7.93
1031000000,  56.92,   7.87
1032000000,  56.94,   7.83
1033000000,  56.94,   7.82
1034000000,  56.94,   7.81
1035000000,  56.96,   7.91
1036000000,  56.96,   7.96
1037000000,  56.97,   7.78
1038000000,  56.99,   7.87
1039000000,  56.98,   7.84
1040000000,  57.00,   7.86
1041000000,  57.01,   7.88
1042000000,  57.01,   7.80
1043000000,  57.02,   7.87
1044000000,  57.02,   7.88
1045000000,  57.03,   7.85
1046000000,  57.03,   7.81
1047000000,  57.04,   7.78
1048000000,  57.04,   7.75
1049000000,  57.04,   7.73
1050000000,  57.03,   7.69
1051000000,  57.04,   7.67
1052000000,  57.04,   7.76
1053000000,  57.05,   7.73
1054000000,  57.04,   7.77
1055000000,  57.05,   7.78
1056000000,  57.04,   7.77
1057000000,  57.05,   7.61
1058000000,  57.04,   7.63
1059000000,  57.03,   7.58
1060000000,  57.03,   7.82
1061000000,  57.03,   7.76
1062000000,  57.02,   7.63
1063000000,  57.02,   7.66
1064000000,  57.01,   7.66
1065000000,  57.01,   7.66
1066000000,  57.00,   7.71
1067000000,  57.00,   7.65
1068000000,  57.00,   7.70
1069000000,  56.98,   7.63
1070000000,  56.98,   7.77
1071000000,  56.97,   7.76
1072000000,  56.96,   7.71
1073000000,  56.95,   7.58
1074000000,  56.94,   7.61
1075000000,  56.94,   7.53
1076000000,  56.91,   7.65
1077000000,  56.91,   7.68
1078000000,  56.90,   7.72
1079000000,  56.90,   7.76
1080000000,  56.88,   7.72
1081000000,  56.88,   7.65
1082000000,  56.86,   7.67
1083000000,  56.86,   7.75
1084000000,  56.85,   7.76
1085000000,  56.83,   7.71
1086000000,  56.83,   7.61
1087000000,  56.81,   7.73
1088000000,  56.81,   7.61
1089000000,  56.81,   7.68
1090000000,  56.80,   7.70
1091000000,  56.78,   7.71
1092000000,  56.78,   7.66
1093000000,  56.76,   7.71
1094000000,  56.77,   7.76
1095000000,  56.75,   7.81
1096000000,  56.75,   7.76
1097000000,  56.76,   7.85
1098000000,  56.75,   7.79
1099000000,  56.74,   7.84
1100000000,  56.73,   7.83
1101000000,  56.73,   7.96
1102000000,  56.73,   7.92
1103000000,  56.72,   7.91
1104000000,  56.74,   7.83
1105000000,  56.72,   7.85
1106000000,  56.73,   7.93
1107000000,  56.72,   8.03
1108000000,  56.73,   8.02
1109000000,  56.74,   8.08
1110000000,  56.74,   8.01
1111000000,  56.75,   8.03
1112000000,  56.75,   8.10
1113000000,  56.76,   8.09
1114000000,  56.75,   8.13
1115000000,  56.76,   8.12
1116000000,  56.77,   8.24
1117000000,  56.78,   8.28
1118000000,  56.78,   8.25
1119000000,  56.79,   8.17
1120000000,  56.80,   8.15
1121000000,  56.81,   8.26
1122000000,  56.82,   8.26
1123000000,  56.84,   8.19
1124000000,  56.84,   8.21
1125000000,  56.86,   8.06
1126000000,  56.88,   8.28
1127000000,  56.89,   8.35
1128000000,  56.91,   8.19
1129000000,  56.92,   8.18
1130000000,  56.93,   8.21
1131000000,  56.95,   8.24
1132000000,  56.97,   8.31
1133000000,  56.98,   8.31
1134000000,  56.99,   8.27
1135000000,  57.02,   8.33
1136000000,  57.03,   8.37
1137000000,  57.04,   8.43
1138000000,  57.06,   8.48
1139000000,  57.07,   8.25
1140000000,  57.09,   8.28
1141000000,  57.10,   8.24
1142000000,  57.12,   8.33
1143000000,  57.14,   8.32
1144000000,  57.16,   8.19
1145000000,  57.17,   8.44
1146000000,  57.18,   8.36
1147000000,  57.19,   8.31
1148000000,  57.21,   8.24
1149000000,  57.22,   8.30
1150000000,  57.24,   8.16
1151000000,  57.25,   8.13
1152000000,  57.26,   8.12
1153000000,  57.27,   8.11
1154000000,  57.30,   8.23
1155000000,  57.30,   7.94
1156000000,  57.32,   7.95
1157000000,  57.33,   8.13
1158000000,  57.35,   8.01
1159000000,  57.36,   8.04
1160000000,  57.36,   7.99
1161000000,  57.37,   7.94
1162000000,  57.39,   8.07
1163000000,  57.40,   7.98
1164000000,  57.40,   7.97
1165000000,  57.42,   7.99
1166000000,  57.41,   7.95
1167000000,  57.43,   7.85
1168000000,  57.43,   7.84
1169000000,  57.44,   7.83
1170000000,  57.44,   7.95
1171000000,  57.46,   7.79
1172000000,  57.47,   7.89
1173000000,  57.47,   7.89
1174000000,  57.46,   7.83
1175000000,  57.46,   7.82
1176000000,  57.46,   7.79
1177000000,  57.45,   7.84
1178000000,  57.45,   7.85
1179000000,  57.45,   7.74
1180000000,  57.44,   7.82
1181000000,  57.44,   7.83
1182000000,  57.43,   7.79
1183000000,  57.43,   7.69
1184000000,  57.42,   7.62
1185000000,  57.42,   7.61
1186000000,  57.42,   7.56
1187000000,  57.40,   7.60
1188000000,  57.40,   7.73
1189000000,  57.40,   7.60
1190000000,  57.40,   7.61
1191000000,  57.39,   7.69
1192000000,  57.39,   7.55
1193000000,  57.37,   7.66
1194000000,  57.37,   7.60
1195000000,  57.36,   7.56
1196000000,  57.35,   7.77
1197000000,  57.34,   7.69
1198000000,  57.33,   7.60
1199000000,  57.34,   7.60
1200000000,  57.31,   7.54
1201000000,  57.31,   7.61
1202000000,  57.31,   7.68
1203000000,  57.31,   7.61
1204000000,  57.30,   7.68
1205000000,  57.30,   7.76
1206000000,  57.29,   7.67
1207000000,  57.28,   7.57
1208000000,  57.26,   7.81
1209000000,  57.26,   7.73
1210000000,  57.25,   7.68
1211000000,  57.24,   7.60
1212000000,  57.24,   7.59
1213000000,  57.22,   7.65
1214000000,  57.21,   7.81
1215000000,  57.20,   7.70
1216000000,  57.19,   7.63
1217000000,  57.18,   7.59
1218000000,  57.17,   7.64
1219000000,  57.17,   7.67
1220000000,  57.17,   7.65
1221000000,  57.16,   7.82
1222000000,  57.16,   7.79
1223000000,  57.15,   7.70
1224000000,  57.14,   7.84
1225000000,  57.15,   7.81
1226000000,  57.15,   7.81
1227000000,  57.14,   7.82
1228000000,  57.14,   7.82
1229000000,  57.14,   7.83
1230000000,  57.15,   7.95
1231000000,  57.14,   7.94
1232000000,  57.14,   7.82
1233000000,  57.15,   8.00
1234000000,  57.15,   7.91
1235000000,  57.16,   7.89
1236000000,  57.16,   8.00
1237000000,  57.16,   8.07
1238000000,  57.16,   8.10
1239000000,  57.18,   8.22
1240000000,  57.18,   8.20
1241000000,  57.19,   8.17
1242000000,  57.20,   8.20
1243000000,  57.20,   8.20
1244000000,  57.20,   8.07
1245000000,  57.21,   8.22
1246000000,  57.22,   8.22
1247000000,  57.23,   8.26
1248000000,  57.24,   8.33
1249000000,  57.26,   8.22
1250000000,  57.26,   8.24
1251000000,  57.27,   8.42
1252000000,  57.28,   8.27
1253000000,  57.29,   8.33
1254000000,  57.30,   8.36
1255000000,  57.32,   8.35
1256000000,  57.33,   8.35
1257000000,  57.33,   8.25
1258000000,  57.35,   8.53
1259000000,  57.36,   8.42
1260000000,  57.38,   8.39
1261000000,  57.39,   8.45
1262000000,  57.40,   8.46
1263000000,  57.42,   8.55
1264000000,  57.43,   8.44
1265000000,  57.46,   8.52
1266000000,  57.48,   8.45
1267000000,  57.48,   8.78
1268000000,  57.50,   8.62
1269000000,  57.53,   8.45
1270000000,  57.53,   8.46
1271000000,  57.56,   8.46
1272000000,  57.57,   8.57
1273000000,  57.58,   8.67
1274000000,  57.60,   8.65
1275000000,  57.62,   8.55
1276000000,  57.63,   8.48
1277000000,  57.64,   8.41
1278000000,  57.66,   8.53
1279000000,  57.68,   8.46
1280000000,  57.69,   8.63
1281000000,  57.71,   8.40
1282000000,  57.73,   8.52
1283000000,  57.73,   8.53
1284000000,  57.75,   8.50
1285000000,  57.76,   8.44
1286000000,  57.77,   8.49
1287000000,  57.79,   8.36
1288000000,  57.81,   8.51
1289000000,  57.81,   8.53
1290000000,  57.82,   8.45
1291000000,  57.84,   8.29
1292000000,  57.84,   8.28
1293000000,  57.83,   8.26
1294000000,  57.86,   8.33
1295000000,  57.87,   8.38
1296000000,  57.87,   8.11
1297000000,  57.88,   8.14
1298000000,  57.88,   8.10
1299000000,  57.89,   8.06
1300000000,  57.91,   7.96
1301000000,  57.91,   7.95
1302000000,  57.91,   8.04
1303000000,  57.92,   8.09
1304000000,  57.92,   7.82
1305000000,  57.93,   7.94
1306000000,  57.91,   7.87
1307000000,  57.93,   7.92
1308000000,  57.93,   7.92
1309000000,  57.92,   7.83
1310000000,  57.94,   7.63
1311000000,  57.93,   7.87
1312000000,  57.94,   7.72
1313000000,  57.94,   7.59
1314000000,  57.93,   7.76
1315000000,  57.93,   7.62
1316000000,  57.93,   7.63
1317000000,  57.93,   7.58
1318000000,  57.92,   7.56
1319000000,  57.93,   7.55
1320000000,  57.92,   7.49
1321000000,  57.91,   7.56
1322000000,  57.90,   7.55
1323000000,  57.90,   7.54
1324000000,  57.89,   7.41
1325000000,  57.88,   7.57
1326000000,  57.87,   7.47
1327000000,  57.87,   7.40
1328000000,  57.86,   7.43
1329000000,  57.85,   7.44
1330000000,  57.84,   7.40
1331000000,  57.84,   7.43
1332000000,  57.83,   7.40
1333000000,  57.82,   7.45
1334000000,  57.82,   7.34
1335000000,  57.81,   7.34
1336000000,  57.81,   7.36
1337000000,  57.80,   7.50
1338000000,  57.79,   7.29
1339000000,  57.79,   7.35
1340000000,  57.78,   7.37
1341000000,  57.78,   7.37
1342000000,  57.77,   7.41
1343000000,  57.76,   7.44
1344000000,  57.76,   7.40
1345000000,  57.75,   7.44
1346000000,  57.75,   7.61
1347000000,  57.74,   7.42
1348000000,  57.72,   7.52
1349000000,  57.72,   7.46
1350000000,  57.71,   7.41
1351000000,  57.70,   7.44
1352000000,  57.69,   7.46
1353000000,  57.68,   7.61
1354000000,  57.67,   7.57
1355000000,  57.65,   7.52
1356000000,  57.65,   7.52
1357000000,  57.65,   7.45
1358000000,  57.62,   7.60
1359000000,  57.61,   7.47
1360000000,  57.61,   7.59
1361000000,  57.61,   7.70
1362000000,  57.59,   7.54
1363000000,  57.59,   7.63
1364000000,  57.58,   7.70
1365000000,  57.59,   7.43
1366000000,  57.59,   7.57
1367000000,  57.58,   7.71
1368000000,  57.58,   7.65
1369000000,  57.58,   7.68
1370000000,  57.58,   7.70
1371000000,  57.58,   7.70
1372000000,  57.58,   7.81
1373000000,  57.57,   7.84
1374000000,  57.58,   7.67
1375000000,  57.58,   7.74
1376000000,  57.57,   7.72
1377000000,  57.58,   7.69
1378000000,  57.58,   7.75
1379000000,  57.57,   7.83
1380000000,  57.57,   7.84
1381000000,  57.58,   7.77
1382000000,  57.58,   7.76
1383000000,  57.58,   7.87
1384000000,  57.58,   7.91
1385000000,  57.59,   7.86
1386000000,  57.59,   7.89
1387000000,  57.58,   7.95
1388000000,  57.60,   7.97
1389000000,  57.61,   7.87
1390000000,  57.60,   7.98
1391000000,  57.61,   7.96
1392000000,  57.61,   8.03
1393000000,  57.61,   8.09
1394000000,  57.62,   8.10
1395000000,  57.62,   8.12
1396000000,  57.63,   8.24
1397000000,  57.62,   8.37
1398000000,  57.62,   8.22
1399000000,  57.63,   8.13
1400000000,  57.63,   8.31
1401000000,  57.64,   8.43
1402000000,  57.64,   8.24
1403000000,  57.63,   8.30
1404000000,  57.65,   8.48
1405000000,  57.65,   8.48
1406000000,  57.63,   8.56
1407000000,  57.64,   8.51
1408000000,  57.65,   8.59
1409000000,  57.65,   8.61
1410000000,  57.65,   8.93
1411000000,  57.65,   9.07
1412000000,  57.66,   9.10
1413000000,  57.65,   9.10
